"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year"
"21176_1989",21,21176,1989,"PRI",0,1945,0,0,0,1945,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21176_1992",21,21176,1992,"PRI",0,1136,0,0,0,1302,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21176_1995",21,21176,1995,"PRI",6,1303,55,176,10,1370,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21176_1998",21,21176,1998,"PRI",0,1682,967,91,0,2680,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21176_2001",21,21176,2001,"PRI",883,1412,0,76,0,2983,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21176_2004",21,21176,2004,"PRI",566,1230,689,109,0,3118,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21176_2007",21,21176,2007,"PRI_PVEM",1117,1724,0,96,0,3121,"PRI","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"21_2007"
"21176_2010",21,21176,2010,"PAN_PRD_MC_PNA",0,1517,0,132,0,3814,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,1,0,0,"21_2010"
"21177_1983",21,21177,1983,"PRI",1130,2556,0,NA,NA,3686,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21177_1986",21,21177,1986,"PRI",1153,3420,0,NA,NA,4582,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21177_1989",21,21177,1989,"PRI",1153,3420,0,0,0,4582,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21177_1992",21,21177,1992,"PRI",1110,4049,1494,0,0,6971,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21177_1995",21,21177,1995,"PAN",4275,4170,887,375,0,9372,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,1,0,0,"21_1995"
"21177_1998",21,21177,1998,"PVEM",1153,3991,483,602,0,9727,"PRI","PRI","PVEM","Otros",1995,3,"PAN","PAN",0,1,0,0,"21_1998"
"21177_2001",21,21177,2001,"PAN",5301,4603,342,656,0,12229,"PRI","PRI","PAN","PAN",1998,3,"PVEM","Otros",0,0,1,0,"21_2001"
"21177_2004",21,21177,2004,"PAN",4258,3946,175,577,0,13462,"PRI","PRI","PAN","PAN",2001,3,"PAN","PAN",0,0,0,0,"21_2004"
"21177_2007",21,21177,2007,"PT",3695,4234,2994,578,0,15647,"PRI","PRI","PT","Otros",2004,3,"PAN","PAN",0,0,1,0,"21_2007"
"21177_2010",21,21177,2010,"PRI_PVEM",0,6764,0,906,2,17122,"PAN_PRD_CONV_PNA","PAN","PRI","PRI",2007,3,"PT","Otros",0,0,1,0,"21_2010"
"21178_1983",21,21178,1983,"PST",0,389,0,NA,NA,4189,"PRI","PRI","PST","Otros",NA,NA,NA,NA,0,NA,NA,NA,"21_1983"
"21178_1986",21,21178,1986,"PRI",0,1692,0,NA,NA,2330,"PRI","PRI","PRI","PRI",1983,3,"PST","Otros",1,NA,NA,NA,"21_1986"
"21178_1989",21,21178,1989,"PRI",0,1692,0,0,0,1692,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,0,0,0,"21_1989"
"21178_1992",21,21178,1992,"PRI",300,1699,964,0,0,2963,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21178_1995",21,21178,1995,"PRI",153,2390,1147,205,11,3768,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21178_1998",21,21178,1998,"PRI",0,2700,2170,167,0,4870,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21178_2001",21,21178,2001,"PRI",222,3103,2428,0,0,5753,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21178_2004",21,21178,2004,"PRI",2201,3196,377,358,24,5831,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21178_2007",21,21178,2007,"PRI_PVEM",2609,2794,924,217,8,6327,"PRI","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"21_2007"
"21178_2010",21,21178,2010,"PAN_PRD_MC_PNA",0,3608,0,324,0,7584,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,1,0,0,"21_2010"
"21179_1983",21,21179,1983,"PRI",42,6275,4,NA,NA,6321,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21179_1986",21,21179,1986,"PRI",0,7169,0,NA,NA,7169,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21179_1989",21,21179,1989,"PRI",0,7169,0,0,0,7169,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21179_1992",21,21179,1992,"PRI",109,3641,409,0,0,4537,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21179_1995",21,21179,1995,"PRI",2816,3977,170,91,0,6997,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21179_1998",21,21179,1998,"PRI",459,4837,936,224,6,6270,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21179_2001",21,21179,2001,"PRI",3542,3549,1281,236,49,8458,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21179_2004",21,21179,2004,"PAN",2695,2519,1304,400,0,8821,"PRI","PRI","PAN","PAN",2001,3,"PRI","PRI",0,1,0,0,"21_2004"
"21179_2007",21,21179,2007,"PRI_PVEM",2239,2842,0,367,0,8864,"PRI","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"21_2007"
"21179_2010",21,21179,2010,"PAN_PRD_MC_PNA",0,3669,0,654,15,11035,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,0,1,0,"21_2010"
"21180_1983",21,21180,1983,"PRI",1498,2198,0,NA,NA,3696,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21180_1986",21,21180,1986,"PRI",835,1497,0,NA,NA,2337,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21180_1989",21,21180,1989,"PRI",835,1497,0,0,0,2342,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21180_1992",21,21180,1992,"PRI",343,3272,1090,0,0,4893,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21180_1995",21,21180,1995,"PRI",2796,3302,432,229,4,6600,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21180_1998",21,21180,1998,"PRI",2235,4128,496,214,0,7741,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21180_2001",21,21180,2001,"PRI",2935,4210,555,273,0,8107,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21180_2004",21,21180,2004,"PRI",4168,4663,346,308,1,9778,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21180_2007",21,21180,2007,"PAN",5455,3622,764,483,16,10744,"PRI","PRI","PAN","PAN",2004,3,"PRI","PRI",0,1,0,0,"21_2007"
"21180_2010",21,21180,2010,"PAN_PRD_MC_PNA",0,4360,0,618,4,13278,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PAN","PAN",1,1,0,0,"21_2010"
"21181_1983",21,21181,1983,"PRI",325,373,0,NA,NA,698,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21181_1986",21,21181,1986,"PRI",0,230,0,NA,NA,230,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21181_1989",21,21181,1989,"PRI",0,230,0,0,0,230,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21181_1992",21,21181,1992,"PRI",0,307,0,0,0,793,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21181_1995",21,21181,1995,"PRD",135,521,770,51,0,1438,"PRI","PRI","PRD","PRD",1992,3,"PRI","PRI",0,1,0,0,"21_1995"
"21181_1998",21,21181,1998,"PRI",173,832,479,40,0,1484,"PRI","PRI","PRI","PRI",1995,3,"PRD","PRD",1,1,0,0,"21_1998"
"21181_2001",21,21181,2001,"PRI",381,886,360,54,0,1641,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,0,0,1,"21_2001"
"21181_2004",21,21181,2004,"PAN",732,627,295,45,0,1755,"PRI","PRI","PAN","PAN",2001,3,"PRI","PRI",0,1,0,0,"21_2004"
"21181_2007",21,21181,2007,"PRI_PVEM",699,986,197,64,2,2068,"PRI","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"21_2007"
"21181_2010",21,21181,2010,"PRI_PVEM",0,937,0,107,0,2207,"PAN_PRD_CONV_PNA","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"21_2010"
"21182_1983",21,21182,1983,"PRI",0,1024,0,NA,NA,1024,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21182_1986",21,21182,1986,"PRI",0,623,0,NA,NA,623,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21182_1989",21,21182,1989,"PRI",9,614,0,0,0,623,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21182_1992",21,21182,1992,"PRI",0,646,312,0,0,1222,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21182_1995",21,21182,1995,"PRI",2,264,0,38,5,269,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21182_1998",21,21182,1998,"PRI",0,691,245,48,0,936,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21182_2001",21,21182,2001,"PRI",268,542,471,30,0,1281,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21182_2004",21,21182,2004,"PRI",268,640,147,47,0,1415,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21182_2007",21,21182,2007,"PRI_PVEM",277,610,463,34,0,1743,"PRI","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"21_2007"
"21182_2010",21,21182,2010,"PAN_PRD_MC_PNA",0,666,0,45,0,1947,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,1,0,0,"21_2010"
"21183_1983",21,21183,1983,"PRI",0,5577,0,NA,NA,5577,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21183_1986",21,21183,1986,"PRI",0,3603,0,NA,NA,3603,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21183_1989",21,21183,1989,"PRI",17,3639,0,0,0,3665,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21183_1992",21,21183,1992,"PRI",1562,2731,0,0,0,4293,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21183_1995",21,21183,1995,"PRI",2045,2694,8,110,2,4781,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21183_1998",21,21183,1998,"PRI",1740,3051,115,239,0,4906,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21183_2001",21,21183,2001,"PRI",2729,3272,0,287,0,6001,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21183_2004",21,21183,2004,"PAN",3205,3053,597,377,0,6856,"PRI","PRI","PAN","PAN",2001,3,"PRI","PRI",0,1,0,0,"21_2004"
"21183_2007",21,21183,2007,"PAN",3978,3642,264,344,0,7884,"PRI","PRI","PAN","PAN",2004,3,"PAN","PAN",0,1,0,0,"21_2007"
"21183_2010",21,21183,2010,"PRI_PVEM",0,4572,0,495,0,8866,"PAN_PRD_CONV_PNA","PAN","PRI","PRI",2007,3,"PAN","PAN",0,0,1,0,"21_2010"
"21184_1983",21,21184,1983,"PRI",0,1522,0,NA,NA,1522,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21184_1986",21,21184,1986,"PRI",0,1617,0,NA,NA,1617,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21184_1989",21,21184,1989,"PRI",0,1617,0,0,0,1617,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21184_1992",21,21184,1992,"PRI",0,1820,0,0,0,1820,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21184_1995",21,21184,1995,"PRI",0,1489,0,188,0,1489,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21184_1998",21,21184,1998,"PRI",0,2262,0,34,0,2262,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21184_2001",21,21184,2001,"PAN",1266,1018,0,118,0,2284,"PRI","PRI","PAN","PAN",1998,3,"PRI","PRI",0,1,0,0,"21_2001"
"21184_2004",21,21184,2004,"PAN",1436,1013,7,59,0,2456,"PRI","PRI","PAN","PAN",2001,3,"PAN","PAN",0,1,0,0,"21_2004"
"21184_2007",21,21184,2007,"PAN",1205,875,621,122,0,2701,"PRI","PRI","PAN","PAN",2004,3,"PAN","PAN",0,0,1,0,"21_2007"
"21184_2010",21,21184,2010,"PAN_PRD_MC_PNA",0,1540,0,90,0,3170,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PAN","PAN",1,0,1,0,"21_2010"
"21185_1983",21,21185,1983,"PRI",48,989,0,NA,NA,1037,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21185_1986",21,21185,1986,"PRI",2,1366,0,NA,NA,1368,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21185_1989",21,21185,1989,"PRI",0,1366,0,0,0,1366,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21185_1992",21,21185,1992,"PRI",0,1009,0,0,0,1579,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21185_1995",21,21185,1995,"PRI",25,1093,614,178,7,1751,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21185_1998",21,21185,1998,"PRI",0,1386,957,113,0,2343,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21185_2001",21,21185,2001,"PAN",1380,977,0,54,0,2816,"PRI","PRI","PAN","PAN",1998,3,"PRI","PRI",0,1,0,0,"21_2001"
"21185_2004",21,21185,2004,"PRI",1376,1525,262,69,0,3187,"PRI","PRI","PRI","PRI",2001,3,"PAN","PAN",1,1,0,0,"21_2004"
"21185_2007",21,21185,2007,"PRI_PVEM",1435,1736,0,133,0,3282,"PRI","PRI","PRI","PRI",2004,3,"PRI","PRI",1,0,1,0,"21_2007"
"21185_2010",21,21185,2010,"PAN_PRD_MC_PNA",0,951,0,122,1,3624,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,1,0,0,"21_2010"
"21186_1983",21,21186,1983,"PRI",0,9273,0,NA,NA,10016,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21186_1986",21,21186,1986,"PRI",533,3174,0,NA,NA,4100,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21186_1989",21,21186,1989,"PRI",533,3174,0,0,0,4110,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21186_1992",21,21186,1992,"PRI",1237,4835,566,0,0,6638,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21186_1995",21,21186,1995,"PRI",3075,4889,768,0,0,8732,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21186_1998",21,21186,1998,"PRI",2851,7233,718,695,7,10968,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21186_2001",21,21186,2001,"PAN",4888,4402,305,591,0,12819,"PRI","PRI","PAN","PAN",1998,3,"PRI","PRI",0,1,0,0,"21_2001"
"21186_2004",21,21186,2004,"MC",4034,4612,266,955,1,13946,"PRI","PRI","MC","Otros",2001,3,"PAN","PAN",0,1,0,0,"21_2004"
"21186_2007",21,21186,2007,"PRI_PVEM",4381,4688,4551,960,0,15804,"PRI","PRI","PRI","PRI",2004,3,"MC","Otros",1,0,1,0,"21_2007"
"21186_2010",21,21186,2010,"PAN_PRD_MC_PNA",0,6183,0,1452,2,17982,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,0,0,0,"21_2010"
"21187_1983",21,21187,1983,"PRI",0,2637,4,NA,NA,2654,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21187_1986",21,21187,1986,"PRI",0,1925,0,NA,NA,1925,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21187_1989",21,21187,1989,"PRI",0,1925,0,0,0,1925,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21187_1992",21,21187,1992,NA,0,0,0,0,0,0,"PRI","PRI",NA,NA,1989,3,"PRI","PRI",NA,1,0,0,"21_1992"
"21187_1995",21,21187,1995,"PRI",828,896,7,111,0,1734,"PRI","PRI","PRI","PRI",1992,3,NA,NA,1,1,0,0,"21_1995"
"21187_1998",21,21187,1998,"PRI",966,1467,0,57,0,2433,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,NA,NA,NA,"21_1998"
"21187_2001",21,21187,2001,"PRI",780,1419,0,92,0,2199,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21187_2004",21,21187,2004,"PRI",1169,1238,0,65,7,2407,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21187_2007",21,21187,2007,"PNA",232,1154,0,99,0,2552,"PRI","PRI","PNA","Otros",2004,3,"PRI","PRI",0,1,0,0,"21_2007"
"21187_2010",21,21187,2010,"PAN_PRD_MC_PNA",0,1369,0,73,0,2841,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PNA","Otros",1,1,0,0,"21_2010"
"21188_1983",21,21188,1983,"PRI",0,2049,0,NA,NA,2049,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21188_1986",21,21188,1986,"PRI",0,3583,0,NA,NA,3615,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21188_1989",21,21188,1989,"PRI",0,3583,0,0,0,3583,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21188_1992",21,21188,1992,"PRI",0,2454,625,0,0,3079,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21188_1995",21,21188,1995,"PRI",617,2340,656,94,0,3643,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21188_1998",21,21188,1998,"PRI",441,2497,942,126,0,3967,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21188_2001",21,21188,2001,"PRI",1655,2756,237,161,0,4651,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21188_2004",21,21188,2004,"PRI",2314,2693,1,179,0,5008,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21188_2007",21,21188,2007,"PRI_PVEM",1480,2602,323,217,0,5471,"PRI","PRI","PRI","PRI",2004,3,"PRI","PRI",1,1,0,0,"21_2007"
"21188_2010",21,21188,2010,"PAN_PRD_MC_PNA",0,2496,0,245,0,6235,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PRI","PRI",1,1,0,0,"21_2010"
"21189_1983",21,21189,1983,"PRI",0,1000,0,NA,NA,1334,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21189_1986",21,21189,1986,"PRI",0,753,0,NA,NA,801,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21189_1989",21,21189,1989,"PRI",0,877,0,0,0,903,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21189_1992",21,21189,1992,"PRI",0,976,298,0,0,2740,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21189_1995",21,21189,1995,"PRI",1243,1393,135,107,5,3089,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21189_1998",21,21189,1998,"PRI",1203,2108,1057,141,0,4398,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21189_2001",21,21189,2001,"PRI",696,1538,1260,111,0,4794,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21189_2004",21,21189,2004,"PAN",2528,1316,1983,184,0,5886,"PRI","PRI","PAN","PAN",2001,3,"PRI","PRI",0,1,0,0,"21_2004"
"21189_2007",21,21189,2007,"PRI_PVEM",1464,2566,1715,146,1,6385,"PRI","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"21_2007"
"21189_2010",21,21189,2010,"PRI_PVEM",0,2621,0,287,0,7225,"PAN_PRD_CONV_PNA","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"21_2010"
"21190_1983",21,21190,1983,"PRI",0,637,0,NA,NA,637,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21190_1986",21,21190,1986,"PRI",0,493,0,NA,NA,493,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21190_1989",21,21190,1989,"PRI",0,493,0,0,0,493,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21190_1992",21,21190,1992,"PRI",0,553,0,0,0,553,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21190_1995",21,21190,1995,"PRI",0,503,0,52,0,503,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21190_1998",21,21190,1998,"PRI",0,448,0,25,0,448,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21190_2001",21,21190,2001,"PRI",0,344,74,10,0,418,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21190_2004",21,21190,2004,"PRI",267,318,0,12,0,585,"PRI","PRI","PRI","PRI",2001,3,"PRI","PRI",1,1,0,0,"21_2004"
"21190_2007",21,21190,2007,"PAN",372,331,0,19,0,703,"PRI","PRI","PAN","PAN",2004,3,"PRI","PRI",0,1,0,0,"21_2007"
"21190_2010",21,21190,2010,"PAN_PRD_MC_PNA",0,378,0,13,0,810,"PAN_PRD_CONV_PNA","PAN","PAN","PAN",2007,3,"PAN","PAN",1,1,0,0,"21_2010"
"21191_1983",21,21191,1983,"PRI",0,1932,0,NA,NA,1932,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21191_1986",21,21191,1986,"PRI",0,1227,0,NA,NA,1227,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21191_1989",21,21191,1989,"PRI",0,1227,0,0,0,1227,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21191_1992",21,21191,1992,"PRI",0,1045,854,0,0,1909,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21191_1995",21,21191,1995,"PRI",9,1050,963,58,0,2044,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21191_1998",21,21191,1998,"PRI",0,1535,1105,89,0,2640,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21191_2001",21,21191,2001,"PRI",654,1281,896,76,0,2831,"PRI","PRI","PRI","PRI",1998,3,"PRI","PRI",1,1,0,0,"21_2001"
"21191_2004",21,21191,2004,"PAN",1901,1370,18,122,0,3289,"PRI","PRI","PAN","PAN",2001,3,"PRI","PRI",0,1,0,0,"21_2004"
"21191_2007",21,21191,2007,"PRI_PVEM",92,1960,1442,231,0,3494,"PRI","PRI","PRI","PRI",2004,3,"PAN","PAN",1,1,0,0,"21_2007"
"21191_2010",21,21191,2010,"PRI_PVEM",0,2111,0,171,0,4265,"PAN_PRD_CONV_PNA","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"21_2010"
"21192_1983",21,21192,1983,"PRI",1,2032,0,NA,NA,2034,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"21_1983"
"21192_1986",21,21192,1986,"PRI",0,1827,0,NA,NA,1852,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,NA,NA,NA,"21_1986"
"21192_1989",21,21192,1989,"PRI",0,1827,0,0,0,1827,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"21_1989"
"21192_1992",21,21192,1992,"PRI",0,1620,17,0,0,1817,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"21_1992"
"21192_1995",21,21192,1995,"PRI",7,1119,0,87,0,1938,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"21_1995"
"21192_1998",21,21192,1998,"PRI",0,1316,891,89,0,2207,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"21_1998"
"21192_2001",21,21192,2001,"PAN",1386,1191,0,56,0,2577,"PRI","PRI","PAN","PAN",1998,3,"PRI","PRI",0,1,0,0,"21_2001"
"21192_2004",21,21192,2004,"PRI",1106,1521,0,75,0,2627,"PRI","PRI","PRI","PRI",2001,3,"PAN","PAN",1,1,0,0,"21_2004"
"21192_2007",21,21192,2007,"PRI_PVEM",1370,1387,0,92,0,2757,"PRI","PRI","PRI","PRI",2004,3,"PRI","PRI",1,0,1,0,"21_2007"
