"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year"
"01001_1980",1,1001,1980,"PRI",7684,54866,0,NA,NA,69603,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01001_1983",1,1001,1983,"PRI",36145,71747,686,NA,NA,114479,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01001_1986",1,1001,1986,"PRI",30425,96758,1120,0,0,142030,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01001_1989",1,1001,1989,"PRI",24822,57852,1857,0,0,88659,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01001_1992",1,1001,1992,"PRI",29563,92359,4071,0,0,137977,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01001_1995",1,1001,1995,"PAN",92863,56775,13814,3810,0,174344,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,1,0,0,"01_1995"
"01001_1998",1,1001,1998,"PAN",130616,88917,17014,3707,35,243515,"PRI","PRI","PAN","PAN",1995,3,"PAN","PAN",0,1,0,0,"01_1998"
"01001_2001",1,1001,2001,"PAN",79398,54100,11046,15746,306,159520,"PAN","PAN","PAN","PAN",1998,3,"PAN","PAN",1,0,1,0,"01_2001"
"01001_2004",1,1001,2004,"PAN",111892,107671,9952,5274,98,229515,"PAN","PAN","PAN","PAN",2001,3,"PAN","PAN",1,0,1,0,"01_2004"
"01001_2007",1,1001,2007,"PRI",63535,69266,8771,7896,380,201006,"PAN","PAN","PRI","PRI",2004,3,"PAN","PAN",0,0,1,0,"01_2007"
"01001_2010",1,1001,2010,"PRI_PVEM_PNA",93845,150554,4706,6497,389,266832,"PAN","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"01_2010"
"01001_2013",1,1001,2013,"PAN_PRD",0,88095,0,10267,592,239292,"PRI_PVEM_PNA","PRI","PAN","PAN",2010,3,"PRI","PRI",0,1,0,0,"01_2013"
"01002_1980",1,1002,1980,"PRI",0,5812,0,NA,NA,5843,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01002_1983",1,1002,1983,"PRI",1114,6341,10,NA,NA,7542,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01002_1986",1,1002,1986,"PRI",233,10500,1,0,0,11596,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01002_1989",1,1002,1989,"PRI",116,7953,31,0,0,8339,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01002_1992",1,1002,1992,"PRI",421,5445,633,0,0,8053,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01002_1995",1,1002,1995,"PRI",2699,5612,609,253,0,9278,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"01_1995"
"01002_1998",1,1002,1998,"PAN",5826,5519,668,324,2,12262,"PRI","PRI","PAN","PAN",1995,3,"PRI","PRI",0,1,0,0,"01_1998"
"01002_2001",1,1002,2001,"PRI",3572,4064,510,1194,2,11906,"PAN","PAN","PRI","PRI",1998,3,"PAN","PAN",0,1,0,0,"01_2001"
"01002_2004",1,1002,2004,"PAN",6828,3752,3879,419,7,14459,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,1,0,"01_2004"
"01002_2007",1,1002,2007,"PRI",5544,7011,269,383,9,15188,"PAN","PAN","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"01_2007"
"01002_2010",1,1002,2010,"PRI_PVEM_PNA",7517,8274,232,493,20,17180,"PAN","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"01_2010"
"01002_2013",1,1002,2013,"PNA",0,6264,0,568,11,20056,"PRI_PVEM_PNA","PRI","PNA","Otros",2010,3,"PRI","PRI",0,1,0,0,"01_2013"
"01003_1980",1,1003,1980,"PRI",270,5252,0,NA,NA,5651,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01003_1983",1,1003,1983,"PRI",934,4583,0,NA,NA,9154,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01003_1986",1,1003,1986,"PRI",425,4231,4,0,0,8059,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01003_1989",1,1003,1989,"PRI",1868,3905,94,0,0,5933,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01003_1992",1,1003,1992,"PRI",4916,5913,120,0,0,11319,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01003_1995",1,1003,1995,"PAN",7373,5628,296,365,0,13583,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,1,0,0,"01_1995"
"01003_1998",1,1003,1998,"PAN",7674,6501,1430,430,6,16085,"PRI","PRI","PAN","PAN",1995,3,"PAN","PAN",0,1,0,0,"01_1998"
"01003_2001",1,1003,2001,"PRI",5119,7196,1573,309,4,15829,"PAN","PAN","PRI","PRI",1998,3,"PAN","PAN",0,0,1,0,"01_2001"
"01003_2004",1,1003,2004,"PAN",7443,3319,4235,411,2,14997,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,1,0,"01_2004"
"01003_2007",1,1003,2007,"PAN_PNA",5537,4875,4837,482,22,16400,"PAN","PAN","PAN","PAN",2004,3,"PAN","PAN",1,1,0,0,"01_2007"
"01003_2010",1,1003,2010,"PRI_PVEM_PNA",4991,7042,4334,530,25,18008,"PAN","PAN","PRI","PRI",2007,3,"PAN","PAN",0,0,1,0,"01_2010"
"01003_2013",1,1003,2013,"PAN_PRD",0,6730,0,988,32,20854,"PRI_PVEM_PNA","PRI","PAN","PAN",2010,3,"PRI","PRI",0,0,1,0,"01_2013"
"01004_1980",1,1004,1980,"PRI",0,1715,0,NA,NA,1766,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01004_1983",1,1004,1983,"PRI",52,2018,3,NA,NA,2385,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01004_1986",1,1004,1986,"PRI",14,3406,1,0,0,3773,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01004_1989",1,1004,1989,"PRI",10,2160,9,0,0,3210,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01004_1992",1,1004,1992,"PRI",17,3132,31,0,0,3736,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01004_1995",1,1004,1995,"PAN",2120,2115,23,64,0,4454,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,1,0,0,"01_1995"
"01004_1998",1,1004,1998,"PRI",2260,2574,134,125,0,5142,"PRI","PRI","PRI","PRI",1995,3,"PAN","PAN",1,1,0,0,"01_1998"
"01004_2001",1,1004,2001,"PRI",2078,2633,238,200,1,5314,"PAN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,0,1,0,"01_2001"
"01004_2004",1,1004,2004,"PAN",2544,1935,1095,128,3,5574,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,1,0,0,"01_2004"
"01004_2007",1,1004,2007,"PRI",1750,2501,219,100,5,6006,"PAN","PAN","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"01_2007"
"01004_2010",1,1004,2010,"PRI_PVEM_PNA",1378,2810,86,150,4,5530,"PAN","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"01_2010"
"01004_2013",1,1004,2013,"PRI_PVEM",0,3539,0,103,2,7327,"PRI_PVEM_PNA","PRI","PRI","PRI",2010,3,"PRI","PRI",1,1,0,0,"01_2013"
"01005_1980",1,1005,1980,"PRI",307,1919,0,NA,NA,2247,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01005_1983",1,1005,1983,"PRI",2535,3613,3,NA,NA,6241,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01005_1986",1,1005,1986,"PRI",1586,4065,20,0,0,6584,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01005_1989",1,1005,1989,"PRI",1826,4020,6,0,0,5894,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01005_1992",1,1005,1992,"PRI",3241,7243,29,0,0,10719,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01005_1995",1,1005,1995,"PRI",5429,6864,238,330,0,13016,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"01_1995"
"01005_1998",1,1005,1998,"PAN",10793,6609,438,421,2,18182,"PRI","PRI","PAN","PAN",1995,3,"PRI","PRI",0,1,0,0,"01_1998"
"01005_2001",1,1005,2001,"PRI",6036,8583,511,354,1,16478,"PAN","PAN","PRI","PRI",1998,3,"PAN","PAN",0,1,0,0,"01_2001"
"01005_2004",1,1005,2004,"PAN",9164,8455,2467,614,9,20086,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,1,0,"01_2004"
"01005_2007",1,1005,2007,"PRI",7339,9980,1385,607,34,20827,"PAN","PAN","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"01_2007"
"01005_2010",1,1005,2010,"PRI_PVEM_PNA",10179,13772,868,702,56,26484,"PAN","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"01_2010"
"01005_2013",1,1005,2013,"PAN_PRD",0,10352,0,851,44,29337,"PRI_PVEM_PNA","PRI","PAN","PAN",2010,3,"PRI","PRI",0,1,0,0,"01_2013"
"01006_1980",1,1006,1980,"PRI",8,3544,0,NA,NA,3687,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01006_1983",1,1006,1983,"PRI",1248,4385,0,NA,NA,5720,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01006_1986",1,1006,1986,"PRI",702,4004,35,0,0,5064,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01006_1989",1,1006,1989,"PRI",1448,4047,64,0,0,5801,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01006_1992",1,1006,1992,"PRI",2641,4269,31,0,0,7427,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01006_1995",1,1006,1995,"PRI",3895,4705,389,182,0,9301,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"01_1995"
"01006_1998",1,1006,1998,"PRI",2527,6804,1948,306,2,11600,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"01_1998"
"01006_2001",1,1006,2001,"PRI",3881,5278,1263,578,2,11493,"PAN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"01_2001"
"01006_2004",1,1006,2004,"PAN",4983,4737,3112,316,3,12832,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,1,0,0,"01_2004"
"01006_2007",1,1006,2007,"PAN_PNA",3754,3090,3584,481,11,12751,"PAN","PAN","PAN","PAN",2004,3,"PAN","PAN",1,1,0,0,"01_2007"
"01006_2010",1,1006,2010,"PRI_PVEM_PNA",2731,6442,2540,463,32,13455,"PAN","PAN","PRI","PRI",2007,3,"PAN","PAN",0,0,1,0,"01_2010"
"01006_2013",1,1006,2013,"PNA",0,6115,0,565,13,17557,"PRI_PVEM_PNA","PRI","PNA","Otros",2010,3,"PRI","PRI",0,0,1,0,"01_2013"
"01007_1980",1,1007,1980,"PRI",4,4947,0,NA,NA,4997,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01007_1983",1,1007,1983,"PRI",60,4485,3,NA,NA,6351,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01007_1986",1,1007,1986,"PRI",94,4105,2,0,0,4993,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01007_1989",1,1007,1989,"PRI",86,4671,34,0,0,5450,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01007_1992",1,1007,1992,"PRI",197,5401,156,0,0,9838,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01007_1995",1,1007,1995,"PAN",5912,4466,477,262,0,11276,"PRI","PRI","PAN","PAN",1992,3,"PRI","PRI",0,1,0,0,"01_1995"
"01007_1998",1,1007,1998,"PRI",5176,6253,2005,345,1,13764,"PRI","PRI","PRI","PRI",1995,3,"PAN","PAN",1,1,0,0,"01_1998"
"01007_2001",1,1007,2001,"PVEM",1572,3746,782,348,0,13469,"PAN","PAN","PVEM","Otros",1998,3,"PRI","PRI",0,0,1,0,"01_2001"
"01007_2004",1,1007,2004,"PRI_PVEM_PT",3876,5935,2765,525,4,12576,"PAN","PAN","PRI","PRI",2001,3,"PVEM","Otros",0,1,0,0,"01_2004"
"01007_2007",1,1007,2007,"PVEM",5251,2336,518,444,23,14056,"PAN","PAN","PVEM","Otros",2004,3,"PRI","PRI",0,0,0,0,"01_2007"
"01007_2010",1,1007,2010,"PRI_PVEM_PNA",2047,6000,1642,577,30,14685,"PAN","PAN","PRI","PRI",2007,3,"PVEM","Otros",0,1,0,0,"01_2010"
"01007_2013",1,1007,2013,"PT",0,3286,0,701,27,18702,"PRI_PVEM_PNA","PRI","PT","Otros",2010,3,"PRI","PRI",0,0,0,0,"01_2013"
"01008_1980",1,1008,1980,"PRI",0,1415,0,NA,NA,1486,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01008_1983",1,1008,1983,"PRI",40,2219,3,NA,NA,2345,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01008_1986",1,1008,1986,"PRI",32,2954,6,0,0,3023,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01008_1989",1,1008,1989,"PRI",19,1851,15,0,0,2234,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01008_1992",1,1008,1992,"PRI",17,1622,15,0,0,3136,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01008_1995",1,1008,1995,"PRI",15,1175,148,432,0,2271,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"01_1995"
"01008_1998",1,1008,1998,"PRI",780,1135,108,154,0,3044,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"01_1998"
"01008_2001",1,1008,2001,"PT",854,838,211,139,1,3023,"PAN","PAN","PT","Otros",1998,3,"PRI","PRI",0,1,0,0,"01_2001"
"01008_2004",1,1008,2004,"PAN",1566,861,878,114,0,3305,"PAN","PAN","PAN","PAN",2001,3,"PT","Otros",1,1,0,0,"01_2004"
"01008_2007",1,1008,2007,"PAN_PNA",981,890,668,116,1,3525,"PAN","PAN","PAN","PAN",2004,3,"PAN","PAN",1,0,0,0,"01_2007"
"01008_2010",1,1008,2010,"PRI_PVEM_PNA",865,1793,122,94,2,4071,"PAN","PAN","PRI","PRI",2007,3,"PAN","PAN",0,0,1,0,"01_2010"
"01008_2013",1,1008,2013,"PNA",0,1220,0,76,0,4803,"PRI_PVEM_PNA","PRI","PNA","Otros",2010,3,"PRI","PRI",0,0,1,0,"01_2013"
"01009_1980",1,1009,1980,"PRI",0,2337,0,NA,NA,2383,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1980"
"01009_1983",1,1009,1983,"PRI",90,2291,2,NA,NA,2879,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"01_1983"
"01009_1986",1,1009,1986,"PRI",8,5262,0,0,0,5855,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"01_1986"
"01009_1989",1,1009,1989,"PRI",60,2431,10,0,0,3495,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"01_1989"
"01009_1992",1,1009,1992,"PRI",213,3195,13,0,0,4163,"PRI","PRI","PRI","PRI",1989,3,"PRI","PRI",1,1,0,0,"01_1992"
"01009_1995",1,1009,1995,"PRI",2189,2363,84,143,0,4804,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,1,0,0,"01_1995"
"01009_1998",1,1009,1998,"PAN",3295,2415,283,208,0,6077,"PRI","PRI","PAN","PAN",1995,3,"PRI","PRI",0,1,0,0,"01_1998"
"01009_2001",1,1009,2001,"PRI",1620,2546,1385,179,1,5678,"PAN","PAN","PRI","PRI",1998,3,"PAN","PAN",0,1,0,0,"01_2001"
"01009_2004",1,1009,2004,"PAN",3122,2566,930,211,0,6618,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,1,0,"01_2004"
"01009_2007",1,1009,2007,"PAN_PNA",2766,2701,199,173,9,7260,"PAN","PAN","PAN","PAN",2004,3,"PAN","PAN",1,1,0,0,"01_2007"
"01009_2010",1,1009,2010,"PRI_PVEM_PNA",2627,3403,512,266,14,8220,"PAN","PAN","PRI","PRI",2007,3,"PAN","PAN",0,0,1,0,"01_2010"
"01009_2013",1,1009,2013,"PRI_PVEM",0,3246,0,209,5,9572,"PRI_PVEM_PNA","PRI","PRI","PRI",2010,3,"PRI","PRI",1,0,1,0,"01_2013"
"01010_1992",1,1010,1992,"PRI",115,3088,78,0,0,3933,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1992"
"01010_1995",1,1010,1995,"PRI",873,2822,354,124,0,4274,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,NA,NA,NA,"01_1995"
"01010_1998",1,1010,1998,"PRI",1821,3375,142,217,0,5452,"PRI","PRI","PRI","PRI",1995,3,"PRI","PRI",1,1,0,0,"01_1998"
"01010_2001",1,1010,2001,"PRI",1424,2975,219,246,2,5950,"PAN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"01_2001"
"01010_2004",1,1010,2004,"PAN",3114,2696,489,190,5,6299,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,1,0,0,"01_2004"
"01010_2007",1,1010,2007,"PRI",1770,2919,200,139,5,7038,"PAN","PAN","PRI","PRI",2004,3,"PAN","PAN",0,1,0,0,"01_2007"
"01010_2010",1,1010,2010,"PRI_PVEM_PNA",1330,2949,117,263,4,7195,"PAN","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"01_2010"
"01010_2013",1,1010,2013,"PT",0,3607,0,202,8,8761,"PRI_PVEM_PNA","PRI","PT","Otros",2010,3,"PRI","PRI",0,1,0,0,"01_2013"
"01011_1992",1,1011,1992,"PRI",277,3450,46,0,0,4189,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"01_1992"
"01011_1995",1,1011,1995,"PRI",1733,2943,197,169,0,5056,"PRI","PRI","PRI","PRI",1992,3,"PRI","PRI",1,NA,NA,NA,"01_1995"
"01011_1998",1,1011,1998,"PAN",3292,2944,185,181,4,6566,"PRI","PRI","PAN","PAN",1995,3,"PRI","PRI",0,1,0,0,"01_1998"
"01011_2001",1,1011,2001,"PRI",1754,2402,1265,690,2,5751,"PAN","PAN","PRI","PRI",1998,3,"PAN","PAN",0,1,0,0,"01_2001"
"01011_2004",1,1011,2004,"PAN",3465,2842,1845,212,5,8152,"PAN","PAN","PAN","PAN",2001,3,"PRI","PRI",1,0,1,0,"01_2004"
"01011_2007",1,1011,2007,"PVEM",1624,3032,575,274,7,9403,"PAN","PAN","PVEM","Otros",2004,3,"PAN","PAN",0,1,0,0,"01_2007"
"01011_2010",1,1011,2010,"PRI_PVEM_PNA",3045,5448,156,319,21,10416,"PAN","PAN","PRI","PRI",2007,3,"PVEM","Otros",0,0,1,0,"01_2010"
"01011_2013",1,1011,2013,"PRI_PVEM",0,5155,0,341,8,12435,"PRI_PVEM_PNA","PRI","PRI","PRI",2010,3,"PRI","PRI",1,0,0,0,"01_2013"
"02001_1980",2,2001,1980,"PRI",6851,28588,0,NA,NA,43154,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"02_1980"
"02001_1983",2,2001,1983,"PST",6980,23763,508,NA,NA,63992,"PRI","PRI","PST","Otros",1980,3,"PRI","PRI",0,NA,NA,NA,"02_1983"
"02001_1986",2,2001,1986,"PAN",29881,22376,396,0,0,59741,"PRI","PRI","PAN","PAN",1983,3,"PST","Otros",0,1,0,0,"02_1986"
"02001_1989",2,2001,1989,"PAN",23293,15409,818,0,0,41763,"PRI","PRI","PAN","PAN",1986,3,"PAN","PAN",0,0,0,0,"02_1989"
"02001_1992",2,2001,1992,"PAN",46373,38733,2420,0,0,96938,"PAN","PAN","PAN","PAN",1989,3,"PAN","PAN",1,0,1,0,"02_1992"
"02001_1995",2,2001,1995,"PRI",38483,42839,6002,2441,0,92202,"PAN","PAN","PRI","PRI",1992,3,"PAN","PAN",0,0,1,0,"02_1995"
"02001_1998",2,2001,1998,"PRI",30660,31951,12441,2506,0,79743,"PAN","PAN","PRI","PRI",1995,3,"PRI","PRI",0,0,1,0,"02_1998"
"02001_2001",2,2001,2001,"PAN_PVEM",32262,31582,12048,2322,0,81361,"PAN","PAN","PAN","PAN",1998,3,"PRI","PRI",1,1,0,0,"02_2001"
"02001_2004",2,2001,2004,"PAN",32604,30839,13537,1883,0,78627,"PAN_PVEM","PAN","PAN","PAN",2001,3,"PAN","PAN",1,1,0,0,"02_2004"
"02001_2007",2,2001,2007,"PAN_PNA_PES",54021,52341,4745,2375,0,115108,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PAN","PAN",1,0,1,0,"02_2007"
"02001_2010",2,2001,2010,"PRI_PVEM",36715,54497,11996,3453,0,112471,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN","PAN",0,0,1,0,"02_2010"
"02001_2013",2,2001,2013,"PRI_PVEM_PT_PES",0,77564,0,4632,498,132394,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI","PRI",0,0,1,0,"02_2013"
"02002_1980",2,2002,1980,"PRI",47251,87063,0,NA,NA,147587,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"02_1980"
"02002_1983",2,2002,1983,"PRI",61642,78712,3434,NA,NA,147469,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"02_1983"
"02002_1986",2,2002,1986,"PRI",57069,92441,3956,0,0,161246,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"02_1986"
"02002_1989",2,2002,1989,"PRI",64908,91109,3365,0,0,167460,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"02_1989"
"02002_1992",2,2002,1992,"PRI",103155,114017,4915,0,0,232453,"PAN","PAN","PRI","PRI",1989,3,"PRI","PRI",0,1,0,0,"02_1992"
"02002_1995",2,2002,1995,"PAN",116204,105630,6317,6913,0,234911,"PAN","PAN","PAN","PAN",1992,3,"PRI","PRI",1,1,0,0,"02_1995"
"02002_1998",2,2002,1998,"PAN",89354,81676,13899,6309,0,196944,"PAN","PAN","PAN","PAN",1995,3,"PAN","PAN",1,1,0,0,"02_1998"
"02002_2001",2,2002,2001,"PAN_PVEM",95510,67303,11615,4784,0,185537,"PAN","PAN","PAN","PAN",1998,3,"PAN","PAN",1,0,1,0,"02_2001"
"02002_2004",2,2002,2004,"PRI_PVEM_PT_PEBC",63855,63892,9021,3517,0,141386,"PAN_PVEM","PAN","PRI","PRI",2001,3,"PAN","PAN",0,0,1,0,"02_2004"
"02002_2007",2,2002,2007,"PAN_PNA_PES",133835,111304,6606,4346,0,256905,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PRI","PRI",1,0,1,0,"02_2007"
"02002_2010",2,2002,2010,"PRI_PVEM",96525,102180,6439,6663,0,228668,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN","PAN",0,1,0,0,"02_2010"
"02002_2013",2,2002,2013,"PAN_PRD_PNA_PEBC",0,111225,0,8194,888,262389,"PAN_PNA_PES","PAN","PAN","PAN",2010,3,"PRI","PRI",1,0,1,0,"02_2013"
"02003_1980",2,2003,1980,"PRI",2528,5599,0,NA,NA,8952,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"02_1980"
"02003_1983",2,2003,1983,"PRI",4777,6520,324,NA,NA,11875,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"02_1983"
"02003_1986",2,2003,1986,"PRI",3182,6150,378,0,0,11372,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"02_1986"
"02003_1989",2,2003,1989,"PRI",6258,6290,642,0,0,13848,"PRI","PRI","PRI","PRI",1986,3,"PRI","PRI",1,1,0,0,"02_1989"
"02003_1992",2,2003,1992,"PAN",9700,9194,973,0,0,21341,"PAN","PAN","PAN","PAN",1989,3,"PRI","PRI",1,1,0,0,"02_1992"
"02003_1995",2,2003,1995,"PRI",6754,13042,1372,624,0,21365,"PAN","PAN","PRI","PRI",1992,3,"PAN","PAN",0,1,0,0,"02_1995"
"02003_1998",2,2003,1998,"PRI",4590,9353,4983,669,0,20240,"PAN","PAN","PRI","PRI",1995,3,"PRI","PRI",0,0,1,0,"02_1998"
"02003_2001",2,2003,2001,"PRI",7796,7862,2066,585,0,19998,"PAN","PAN","PRI","PRI",1998,3,"PRI","PRI",0,1,0,0,"02_2001"
"02003_2004",2,2003,2004,"PRI_PVEM_PT_PEBC",9216,10331,1112,505,0,21493,"PAN_PVEM","PAN","PRI","PRI",2001,3,"PRI","PRI",0,1,0,0,"02_2004"
"02003_2007",2,2003,2007,"PAN_PNA_PES",13517,13020,1155,530,0,28231,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PRI","PRI",1,1,0,0,"02_2007"
"02003_2010",2,2003,2010,"PRI_PVEM",9444,17200,661,818,0,28586,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN","PAN",0,1,0,0,"02_2010"
"02003_2013",2,2003,2013,"PRI_PVEM_PT_PES",0,16959,0,879,104,32693,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI","PRI",0,0,1,0,"02_2013"
"02004_1980",2,2004,1980,"PRI",27791,66179,0,NA,NA,108546,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"02_1980"
"02004_1983",2,2004,1983,"PRI",45702,103447,3944,NA,NA,160392,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"02_1983"
"02004_1986",2,2004,1986,"PRI",34006,81407,5011,0,0,136157,"PRI","PRI","PRI","PRI",1983,3,"PRI","PRI",1,1,0,0,"02_1986"
"02004_1989",2,2004,1989,"PAN",79920,56255,4172,0,0,148155,"PRI","PRI","PAN","PAN",1986,3,"PRI","PRI",0,1,0,0,"02_1989"
