"muniYear","agua","dren","elec"
"08014_2000",514,6,919
"08014_2001",596,6,945
"08014_2002",753,7,945
"08014_2003",753,7,952
"08014_2004",765,9,988
"08014_2005",664,9,1009
"08014_2006",784,9,1038
"08014_2007",719,9,1053
"08014_2008",799,9,1258
"08014_2009",839,9,1220
"08014_2010",723,9,915
"08014_2011",364,9,932
"08014_2012",0,9,941
"08014_2013",0,9,944
"08014_2014",0,9,965
"08014_2015",0,8,930
"08015_1994",406,0,535
"08015_1995",412.5,0,1298
"08015_1996",419,0,2061
"08015_1997",425,0,608
"08015_1998",436,0,629
"08015_1999",442,0,656
"08015_2000",447,0,679
"08015_2001",547,0,706
"08015_2002",657,1,730
"08015_2003",657,1,746
"08015_2004",732,1,350
"08015_2005",729,1,381
"08015_2006",686,1,385
"08015_2007",729,1,386
"08015_2008",749,1,786
"08015_2009",808,2,802
"08015_2010",995,2,827
"08015_2011",554,4,856
"08015_2012",0,4,890
"08015_2013",0,4,919
"08015_2014",0,4,946
"08015_2015",0,4,978
"08016_1994",969,3,772
"08016_1995",976,3,1063
"08016_1996",988,4,654
"08016_1997",1002,6,674
"08016_1998",1002,6,695
"08016_1999",1018,6,758
"08016_2000",1058,7,777
"08016_2001",1080,7,813
"08016_2002",1191,6,795
"08016_2003",1191,6,857
"08016_2004",1009,7,879
"08016_2005",1226,7,906
"08016_2006",1318,7,935
"08016_2007",1278,7,968
"08016_2008",1354,7,989
"08016_2009",1698,7,1502
"08016_2010",1623,7,1536
"08016_2011",220,7,1577
"08016_2012",0,7,1613
"08016_2013",0,7,1625
"08016_2014",0,7,1616
"08016_2015",0,7,1641
"08017_1994",24029,4,31649
"08017_1995",25010,4,35859
"08017_1996",26202,8,38191
"08017_1997",28265,8,38054
"08017_1998",27985,6,39480
"08017_1999",28593,6,39479
"08017_2000",29764,6,44041
"08017_2001",32455,6,47194
"08017_2002",36928,6,48772
"08017_2003",36928,6,49918
"08017_2004",39537,6,51299
"08017_2005",41021,6,53568
"08017_2006",43921,6,54994
"08017_2007",43916,7,56975
"08017_2008",48002,7,59067
"08017_2009",48153,9,61317
"08017_2010",50561,12,62898
"08017_2011",41795,12,65688
"08017_2012",47665,12,67834
"08017_2013",49723,13,69703
"08017_2014",51218,15,71694
"08017_2015",52726,15,74021
"08018_1994",1388,0,1896
"08018_1995",1409,0,2021
"08018_1996",1409,0,2362
"08018_1997",1430,0,2139
"08018_1998",1437,0,2205
"08018_1999",1450,0,2205
"08018_2000",1498,0,2251
"08018_2001",1203,0,2208
"08018_2002",1583,0,2242
"08018_2003",1583,0,2318
"08018_2004",1583,0,2395
"08018_2005",1638,0,2523
"08018_2006",1736,0,2602
"08018_2007",1736,0,2678
"08018_2008",1736,0,2520
"08018_2009",1960,0,2602
"08018_2010",1889,0,2556
"08018_2011",85,0,2628
"08018_2012",0,0,2906
"08018_2013",0,0,2957
"08018_2014",0,0,3162
"08018_2015",0,0,3005
"08019_1994",162719,1,125190
"08019_1995",166867,1,190764
"08019_1996",170701,1,180308
"08019_1997",181209,2,189207
"08019_1998",190960,2,197346
"08019_1999",199806,2,205936
"08019_2000",215334,2,214583
"08019_2001",215283,2,224504
"08019_2002",224047,2,232730
"08019_2003",226014,2,238366
"08019_2004",237029,2,248053
"08019_2005",245337,2,257898
"08019_2006",259125,2,271181
"08019_2007",269512,2,279710
"08019_2008",276116,2,290041
"08019_2009",283268,4,294795
"08019_2010",286944,5,297605
"08019_2011",289724,5,296360
"08019_2012",291134,5,301034
"08019_2013",298200,6,307221
"08019_2014",0,7,311936
"08019_2015",0,5,316236
"08020_1994",481,0,158118
"08020_1995",489,0,0
"08020_1996",493,0,0
"08020_1997",500,1,0
"08020_1998",505,1,0
"08020_1999",511,1,0
"08020_2000",511,1,0
"08020_2001",553,1,83
"08020_2002",839,1,207.5
"08020_2003",839,1,434.666666666667
"08020_2004",1240,1,434.666666666667
"08020_2005",1329,1,434.666666666667
"08020_2006",1329,1,415
"08020_2007",1337,1,474
"08020_2008",1337,1,544
"08020_2009",1467,1,632
"08020_2010",1467,1,708
"08020_2011",765,1,895
"08020_2012",0,1,944
"08020_2013",0,2,970
"08020_2014",0,3,1104
"08020_2015",0,2,1336
"08021_1994",29155,13,22843
"08021_1995",29922,13,33504
"08021_1996",35565,13,32979
"08021_1997",35763,13,34017
"08021_1998",37116,14,35215
"08021_1999",37627,15,36436
"08021_2000",38330,17,37387
"08021_2001",38185,17,38821
"08021_2002",40072,17,39538
"08021_2003",40072,17,40645
"08021_2004",43147,17,41663
"08021_2005",45654,17,42855
"08021_2006",48340,17,44229
"08021_2007",50129,17,45921
"08021_2008",52272,17,48571
"08021_2009",56813,17,49439
"08021_2010",50362,17,50158
"08021_2011",50971,17,50907
"08021_2012",52959,17,51745
"08021_2013",52701,17,54446
"08021_2014",54426,17,55607
"08021_2015",55890,16,55767
"08022_1994",1211,0,1169
"08022_1995",1229,0,1659
"08022_1996",1229,0,1528
"08022_1997",1247,0,1535
"08022_1998",1247,0,1536
"08022_1999",1260,0,1537
"08022_2000",1283,0,1597
"08022_2001",1056,0,1602
"08022_2002",1414,0,1611
"08022_2003",1414,0,1661
"08022_2004",1414,0,1724
"08022_2005",1267,0,1805
"08022_2006",1267,0,1857
"08022_2007",1263,0,1920
"08022_2008",1505,0,1850
"08022_2009",1498,0,1859
"08022_2010",1614,0,1860
"08022_2011",257,0,1866
"08022_2012",0,0,1891
"08022_2013",0,0,1903
"08022_2014",0,0,1921
"08022_2015",0,1,1931
"08023_1994",618,1,840
"08023_1995",568,1,1153
"08023_1996",573,1,1225
"08023_1997",581,1,1202
"08023_1998",587,1,1241
"08023_1999",594,1,1309
"08023_2000",599,2,1359
"08023_2001",904,2,1405
"08023_2002",788,2,1552
"08023_2003",788,2,1609
"08023_2004",824,2,1509
"08023_2005",1206,2,1589
"08023_2006",1190,2,1708
"08023_2007",1233,2,1727
"08023_2008",1280,2,1804
"08023_2009",1291,2,1867
"08023_2010",1401,2,2037
"08023_2011",304,2,2133
"08023_2012",0,2,2184
"08023_2013",0,2,2163
"08023_2014",0,2,2281
"08023_2015",0,2,2409
"08024_1994",680,1,2174
"08024_1995",751,1,1847
"08024_1996",785,1,2486
"08024_1997",796,1,1705
"08024_1998",808,1,1954
"08024_1999",818,1,2054
"08024_2000",830,1,2076
"08024_2001",1453,1,2173
"08024_2002",1692,1,2244
"08024_2003",1692,2,2301
"08024_2004",1605,2,4292
"08024_2005",1688,2,4406
"08024_2006",1705,3,1776
"08024_2007",1732,3,3113
"08024_2008",1692,3,2097
"08024_2009",1731,3,2168
"08024_2010",1710,3,2199
"08024_2011",759,3,2197
"08024_2012",806,4,2215
"08024_2013",1110,4,2252
"08024_2014",1155,4,2248
"08024_2015",1002,4,2315
"08025_1994",2617,1,2534
"08025_1995",2646,1,2971
"08025_1996",2940,1,3292
"08025_1997",2984,1,3763
"08025_1998",2989,1,4259
"08025_1999",3018,1,4259
"08025_2000",3042,2,4423
"08025_2001",2266,4,4391
"08025_2002",3581,4,4436
"08025_2003",3581,4,4456
"08025_2004",3581,4,4626
"08025_2005",4726,4,4748
"08025_2006",4726,4,4886
"08025_2007",3391,4,5042
"08025_2008",3470,4,3930
"08025_2009",3590,4,3978
"08025_2010",3590,4,4063
"08025_2011",1914,4,4086
"08025_2012",0,4,4157
"08025_2013",0,4,4182
"08025_2014",0,4,4191
"08025_2015",0,4,4291
"08026_1994",1111,1,1024
"08026_1995",1110,1,1566
"08026_1996",1125,1,1435
"08026_1997",1142,1,1449
"08026_1998",1147,1,1527
"08026_1999",1161,1,1527
"08026_2000",1175,1,1574
"08026_2001",1177,1,1575
"08026_2002",1460,1,1597
"08026_2003",1460,1,1645
"08026_2004",1456,1,1710
"08026_2005",1461,1,1785
"08026_2006",1424,1,1835
"08026_2007",1480,1,1893
"08026_2008",1487,2,1788
"08026_2009",1459,2,1790
"08026_2010",1471,2,1819
"08026_2011",340,2,1813
"08026_2012",320,2,1807
"08026_2013",330,2,1816
"08026_2014",327,2,1823
"08026_2015",342,2,1794
"08027_1994",1760,1,2360
"08027_1995",1766,1,2730
"08027_1996",1783,2,3057
"08027_1997",1809,2,3291
"08027_1998",1809,1,3546
"08027_1999",1835,1,3546
"08027_2000",1864,1,3982
"08027_2001",3452,1,4246
"08027_2002",3646,1,4405
"08027_2003",3646,1,4547
"08027_2004",4871,1,4803
"08027_2005",5677,1,5053
"08027_2006",6013,1,5061
"08027_2007",5725,1,5453
"08027_2008",6152,1,5901
"08027_2009",5896,1,6163
"08027_2010",6373,1,6486
"08027_2011",3675,1,6797
"08027_2012",3861,1,7226
"08027_2013",3878,1,7577
"08027_2014",3907,1,8480
"08027_2015",4866,1,9595
"08028_1994",1857,2,4526
"08028_1995",2199,2,2830
"08028_1996",2199,2,2604
"08028_1997",2281,2,2758
"08028_1998",2352,2,2475
"08028_1999",2393,2,2679
"08028_2000",2437,3,3225
"08028_2001",2717,3,3289
"08028_2002",2802,3,3370
"08028_2003",2802,3,3498
"08028_2004",2676,3,3016
"08028_2005",3353,3,3300
"08028_2006",3611,3,3224
"08028_2007",3119,3,3148
"08028_2008",2533,3,2564
"08028_2009",2352,3,2309
"08028_2010",2246,3,2090
"08028_2011",785,3,1878
"08028_2012",3006,3,1654
"08028_2013",2317,3,1558
"08028_2014",2250,3,1543
"08028_2015",2188,2,1253
"08029_1994",780,1,429
"08029_1995",792,1,1094
"08029_1996",792,1,711
"08029_1997",803,1,741
"08029_1998",806,2,765
"08029_1999",810,2,765
"08029_2000",825,2,224
"08029_2001",1713,2,223
"08029_2002",2306,3,251
"08029_2003",2306,3,3094
"08029_2004",2294,3,3302
"08029_2005",2575,3,3469
"08029_2006",2610,3,3501
"08029_2007",3181,4,3508
"08029_2008",3181,4,3774
"08029_2009",3577,4,4244
"08029_2010",4153,4,4469
"08029_2011",831,4,4793
"08029_2012",0,4,4765
"08029_2013",0,4,5123
"08029_2014",0,4,5871
"08029_2015",0,4,6500
"08030_1994",366,0,3250
"08030_1995",382,0,0
"08030_1996",382,0,0
"08030_1997",387,1,0
"08030_1998",393,1,0
"08030_1999",542,1,61.7
"08030_2000",551,1,205.666666666667
"08030_2001",1669,1,471.25
"08030_2002",1608,2,628.333333333333
"08030_2003",1608,2,617
"08030_2004",1455,2,651
"08030_2005",1666,2,662
"08030_2006",1708,2,682
"08030_2007",1782,2,700
"08030_2008",1888,2,1009
"08030_2009",2132,2,1113
"08030_2010",1906,2,1177
"08030_2011",903,2,1327
"08030_2012",0,2,1408
"08030_2013",0,2,1455
"08030_2014",0,2,1677
"08030_2015",0,2,1770
"08031_1994",6425,6,7530
"08031_1995",6574,6,9611
"08031_1996",6574,6,9650
"08031_1997",6693,7,10091
"08031_1998",6849,9,10297
"08031_1999",6882,9,10297
"08031_2000",6985,9,10757
"08031_2001",9400,10,11383
"08031_2002",11130,10,11583
"08031_2003",11130,10,11823
"08031_2004",10771,12,12247
"08031_2005",10751,12,12627
"08031_2006",10773,12,12985
"08031_2007",10670,13,13479
"08031_2008",12471,13,14797
"08031_2009",11358,13,14832
"08031_2010",12667,13,15036
"08031_2011",2658,13,15291
"08031_2012",4681,14,15228
"08031_2013",4772,14,15573
"08031_2014",4880,14,15846
"08031_2015",5419,12,16115
"08032_1994",22437,1,22406
"08032_1995",23217,1,28592
"08032_1996",23217,2,28505
"08032_1997",24776,2,29327
"08032_1998",25215,3,30078
"08032_1999",25978,3,30078
"08032_2000",27171,1,32004
"08032_2001",28163,1,32629
"08032_2002",27663,1,33473
"08032_2003",29249,1,34025
"08032_2004",28442,1,34694
"08032_2005",29023,1,35348
"08032_2006",29660,1,36365
"08032_2007",31683,1,37219
"08032_2008",32395,1,37904
"08032_2009",33092,1,38756
"08032_2010",33834,1,39203
"08032_2011",35164,1,40076
"08032_2012",33406,1,40715
"08032_2013",34000,1,41390
"08032_2014",34572,1,42026
"08032_2015",35249,2,42983
"08033_1994",153,0,228
"08033_1995",175,0,325
"08033_1996",175,0,295
"08033_1997",178,0,308
"08033_1998",181,0,347
"08033_1999",191,0,347
"08033_2000",195,0,344
"08033_2001",276,0,346
"08033_2002",313,0,349
"08033_2003",313,0,352
"08033_2004",283,0,358
"08033_2005",283,0,362
"08033_2006",283,0,360
"08033_2007",283,0,358
"08033_2008",286,0,419
"08033_2009",346,0,431
"08033_2010",346,0,433
"08033_2011",120,0,438
"08033_2012",0,0,434
"08033_2013",0,1,443
"08033_2014",0,1,438
"08033_2015",0,1,448
"08034_1994",1897,1,1260
"08034_1995",1926,1,2140
"08034_1996",1926,1,1705
"08034_1997",1955,1,2312
"08034_1998",1965,1,3390
"08034_1999",1989,1,3390
"08034_2000",2016,2,3583
"08034_2001",2312,2,3491
"08034_2002",2388,2,3494
"08034_2003",2388,3,3597
"08034_2004",2919,3,3704
"08034_2005",2645,3,3838
"08034_2006",2687,3,3952
"08034_2007",2701,3,4083
"08034_2008",2642,3,3129
"08034_2009",2673,3,3106
"08034_2010",2652,3,3120
"08034_2011",1670,3,3121
"08034_2012",1260,3,3110
"08034_2013",1695,3,3081
"08034_2014",1713,3,3087
"08034_2015",1713,4,3070
"08035_1994",1528,1,1436
"08035_1995",1655,1,2297
"08035_1996",1655,1,2283
"08035_1997",1679,1,2487
"08035_1998",1704,1,2611
"08035_1999",1747,1,2812
"08035_2000",1789,1,2911
"08035_2001",2902,1,2986
"08035_2002",3349,1,3064
"08035_2003",3349,1,3176
"08035_2004",3136,1,3419
"08035_2005",3306,1,3500
"08035_2006",4262,1,3665
"08035_2007",3539,1,3913
"08035_2008",3587,1,4415
"08035_2009",3687,1,4565
"08035_2010",4097,1,4160
"08035_2011",1495,2,4238
"08035_2012",0,3,4361
"08035_2013",0,3,4491
"08035_2014",0,3,4625
"08035_2015",0,3,4790
"08036_1994",8441,5,8970
"08036_1995",8503,5,11340
"08036_1996",8503,5,11343
"08036_1997",8772,5,11559
"08036_1998",8837,7,11690
"08036_1999",9000,7,11690
"08036_2000",9121,8,12183
"08036_2001",10021,9,12480
"08036_2002",10128,9,12713
"08036_2003",10128,9,13049
"08036_2004",10487,9,13297
"08036_2005",10838,9,13762
"08036_2006",10960,9,14063
"08036_2007",11108,9,14368
"08036_2008",11582,9,14529
"08036_2009",11764,9,14771
"08036_2010",11806,9,14892
"08036_2011",10426,9,15274
"08036_2012",10672,10,15449
"08036_2013",10806,10,15583
"08036_2014",10995,10,15879
"08036_2015",11118,10,16181
"08037_1994",200595,1,179334
"08037_1995",209798,1,256326
"08037_1996",209798,1,236071
"08037_1997",224230,1,246871
"08037_1998",234193,2,258914
"08037_1999",247029,2,271562
"08037_2000",262277,3,290646
"08037_2001",282566,3,309432
"08037_2002",306405,3,327019
"08037_2003",316702,3,340857
"08037_2004",296504,3,358993
"08037_2005",362072,3,372728
"08037_2006",382689,3,387303
"08037_2007",397083,4,404137
"08037_2008",419177,4,415585
"08037_2009",432038,5,421366
"08037_2010",434054,6,408743
"08037_2011",313976,6,397979
"08037_2012",439833,7,393151
"08037_2013",444266,7,414720
"08037_2014",0,7,413138
"08037_2015",0,5,414134
"08038_1994",1177,2,2760
"08038_1995",1188,2,1707
"08038_1996",1188,2,1969
"08038_1997",1205,2,2024
"08038_1998",1223,2,2095
"08038_1999",1583,2,2168
"08038_2000",1589,2,2222
"08038_2001",1274,2,2260
"08038_2002",1619,3,2356
"08038_2003",1619,3,2421
"08038_2004",1751,4,2482
"08038_2005",1751,4,2556
"08038_2006",1763,4,2638
"08038_2007",1772,4,2994
"08038_2008",1714,4,2257
"08038_2009",1875,4,2252
"08038_2010",1831,4,2279
"08038_2011",759,4,2315
"08038_2012",0,4,2123
"08038_2013",0,4,2094
"08038_2014",0,4,2150
"08038_2015",0,4,2016
"08039_1994",1084,3,571
"08039_1995",1132,3,885
"08039_1996",1132,3,722
"08039_1997",1159,3,723
"08039_1998",1201,5,744
"08039_1999",1227,5,744
"08039_2000",1229,8,762
"08039_2001",1220,8,768
"08039_2002",1392,9,776
"08039_2003",1392,9,789
"08039_2004",1322,9,797
"08039_2005",1398,9,822
"08039_2006",1429,9,839
"08039_2007",1412,9,855
"08039_2008",1450,9,1689
"08039_2009",1445,9,1728
"08039_2010",1433,9,1772
"08039_2011",870,9,1530
"08039_2012",863,9,1690
"08039_2013",1027,9,1706
"08039_2014",1077,9,1719
"08039_2015",1091,9,1737
"08040_1994",6936,3,6390
"08040_1995",7080,4,8515
"08040_1996",7080,4,8362
"08040_1997",7214,4,7927
"08040_1998",7239,5,6867
"08040_1999",7607,5,6868
"08040_2000",7830,6,7078
"08040_2001",8142,6,7102
"08040_2002",8296,6,7157
"08040_2003",8296,6,7372
"08040_2004",8100,6,7627
"08040_2005",8199,7,7864
"08040_2006",6197,7,8098
"08040_2007",8964,7,8496
"08040_2008",9293,9,10650
"08040_2009",9651,9,10628
"08040_2010",9421,9,10706
"08040_2011",4823,9,10831
"08040_2012",6707,9,10938
"08040_2013",5576,9,11084
"08040_2014",4827,9,11216
"08040_2015",5712,10,11451
"08041_1994",71,0,5725.5
"08041_1995",73,0,0
"08041_1996",73,1,0
"08041_1997",75,1,0
"08041_1998",77,0,0
"08041_1999",89,0,0
"08041_2000",90,0,0
"08041_2001",319,0,0
"08041_2002",367,1,22.8
"08041_2003",367,1,57
"08041_2004",321,1,120.333333333333
"08041_2005",333,1,120.333333333333
"08041_2006",344,1,120.333333333333
"08041_2007",366,1,120.333333333333
"08041_2008",390,1,114
"08041_2009",377,1,133
"08041_2010",470,1,227
"08041_2011",310,1,224
"08041_2012",0,1,202
"08041_2013",0,1,229
"08041_2014",0,1,226
"08041_2015",0,1,233
"08042_1994",397,0,162
"08042_1995",403,0,344
"08042_1996",403,0,2091
"08042_1997",409,0,553
"08042_1998",422,1,574
"08042_1999",463,1,601
"08042_2000",467,1,614
"08042_2001",413,1,641
"08042_2002",638,1,664
"08042_2003",638,1,680
"08042_2004",638,1,399
"08042_2005",584,1,440
"08042_2006",584,1,433
"08042_2007",584,1,474
"08042_2008",1012,1,607
"08042_2009",1015,1,618
"08042_2010",1043,1,630
"08042_2011",342,1,604
"08042_2012",0,1,716
"08042_2013",0,1,733
"08042_2014",0,1,760
"08042_2015",0,1,793
"08043_1994",781,2,998
"08043_1995",937,2,998
"08043_1996",937,2,1230
"08043_1997",1020,2,1244
"08043_1998",1020,2,1522
"08043_1999",1026,2,1521
"08043_2000",1046,2,1565
"08043_2001",853,2,1558
"08043_2002",855,2,1659
"08043_2003",855,2,1710
"08043_2004",879,2,1777
"08043_2005",991,2,1851
"08043_2006",996,2,1906
"08043_2007",1103,2,1971
"08043_2008",1061,2,1073
"08043_2009",1140,2,1088
"08043_2010",1140,2,1103
"08043_2011",741,2,1114
"08043_2012",0,2,1480
"08043_2013",0,2,1493
"08043_2014",0,2,1508
"08043_2015",0,2,1522
"08044_1994",1032,0,1095
"08044_1995",1304,0,1431
"08044_1996",1304,0,1060
"08044_1997",1323,2,1083
"08044_1998",1323,3,1141
"08044_1999",1330,3,1141
"08044_2000",1330,3,1213
"08044_2001",1107,3,1238
"08044_2002",1154,4,1266
"08044_2003",1154,4,1285
"08044_2004",1289,4,1319
"08044_2005",1381,4,1366
"08044_2006",1414,4,1396
"08044_2007",1466,4,1428
"08044_2008",1454,4,1851
"08044_2009",2179,4,1885
"08044_2010",1634,4,1940
"08044_2011",1120,4,1994
"08044_2012",933,4,1992
"08044_2013",1149,4,2019
"08044_2014",1182,4,2034
"08044_2015",1187,5,2094
"08045_1994",9652,13,8158
"08045_1995",10058,13,11128
"08045_1996",10058,13,11165
"08045_1997",10517,14,11462
"08045_1998",10743,15,11839
"08045_1999",11035,16,12290
"08045_2000",11287,17,12601
"08045_2001",13300,17,12567
"08045_2002",13667,17,13307
"08045_2003",13667,18,13675
"08045_2004",13765,20,14041
"08045_2005",14561,20,14444
"08045_2006",15290,20,14907
"08045_2007",15369,20,15170
"08045_2008",15813,20,15654
"08045_2009",16214,20,15831
"08045_2010",16437,20,16206
"08045_2011",9306,20,16461
"08045_2012",13151,20,16615
"08045_2013",13146,20,16517
"08045_2014",13338,20,17334
"08045_2015",13541,18,17324
"08046_1994",106,0,8662
"08046_1995",108,0,0
"08046_1996",108,0,0
"08046_1997",109,1,0
"08046_1998",111,1,0
"08046_1999",247,1,0
"08046_2000",393,1,34.8
"08046_2001",654,1,87
"08046_2002",728,1,216.333333333333
"08046_2003",728,1,216.333333333333
"08046_2004",718,1,174
"08046_2005",718,1,301
"08046_2006",718,1,200
"08046_2007",820,1,617
"08046_2008",820,1,262
"08046_2009",820,1,254
"08046_2010",820,1,302
"08046_2011",483,1,406
"08046_2012",0,1,319
"08046_2013",0,1,333
"08046_2014",0,1,633
"08046_2015",0,1,390
"08047_1994",235,0,195
"08047_1995",238,0,0
"08047_1996",238,0,0
"08047_1997",241,0,0
"08047_1998",245,1,0
"08047_1999",461,1,0
"08047_2000",511,1,0
"08047_2001",635,1,82.6
"08047_2002",699,1,206.5
"08047_2003",699,1,419.666666666667
"08047_2004",723,1,419.666666666667
"08047_2005",723,1,419.666666666667
"08047_2006",887,1,413
"08047_2007",887,1,433
"08047_2008",924,1,630
"08047_2009",1064,1,753
"08047_2010",1064,1,781
"08047_2011",475,1,993
"08047_2012",0,1,1020
"08047_2013",0,1,1041
"08047_2014",0,1,1112
"08047_2015",0,1,1196
"08048_1994",5308,0,7120
"08048_1995",5697,1,9235
"08048_1996",5697,1,9379
"08048_1997",5782,1,10894
"08048_1998",5868,1,11198
"08048_1999",5956,1,11198
"08048_2000",6044,2,11538
"08048_2001",4989,3,11726
"08048_2002",5336,4,11828
"08048_2003",5336,4,12183
"08048_2004",6480,4,12561
"08048_2005",6480,4,13015
"08048_2006",6480,4,13400
"08048_2007",6629,5,13875
"08048_2008",6629,6,11131
"08048_2009",7532,6,11348
"08048_2010",8061,6,11605
"08048_2011",630,6,11906
"08048_2012",995,6,12118
"08048_2013",0,6,12252
"08048_2014",1112,6,12448
"08048_2015",1112,7,12541
"08049_1994",362,0,262
"08049_1995",368,0,378
"08049_1996",368,0,400
"08049_1997",373,1,424
"08049_1998",373,1,420
"08049_1999",382,1,420
"08049_2000",385,1,437
"08049_2001",673,1,514
"08049_2002",714,1,515
"08049_2003",714,1,530
"08049_2004",750,1,560
"08049_2005",746,1,577
"08049_2006",759,1,595
"08049_2007",764,1,616
"08049_2008",773,1,697
"08049_2009",790,1,729
"08049_2010",722,1,752
"08049_2011",431,1,763
"08049_2012",0,1,870
"08049_2013",0,1,887
"08049_2014",0,1,958
"08049_2015",0,1,982
"08050_1994",14151,1,11417
"08050_1995",13451,1,16345
"08050_1996",13451,1,15451
"08050_1997",13953,1,16095
"08050_1998",15199,1,16887
"08050_1999",15699,1,17414
"08050_2000",15978,1,18033
"08050_2001",16618,1,18634
"08050_2002",17436,1,19150
"08050_2003",17436,1,19852
"08050_2004",17835,1,20345
"08050_2005",18654,1,20937
"08050_2006",19718,1,21707
"08050_2007",20270,1,21889
"08050_2008",20720,1,21893
"08050_2009",21016,1,22146
"08050_2010",20997,1,22927
"08050_2011",20754,1,23323
"08050_2012",20911,1,23980
"08050_2013",21141,1,24454
"08050_2014",21415,1,24897
"08050_2015",21719,1,25529
"08051_1994",493,0,12863
"08051_1995",591,0,197
"08051_1996",591,0,166.666666666667
"08051_1997",600,0,128.75
"08051_1998",606,0,106
"08051_1999",614,0,106
"08051_2000",677,0,116
"08051_2001",1374,0,154
"08051_2002",1292,0,556
"08051_2003",1292,1,573
"08051_2004",1205,2,591
"08051_2005",1218,3,629
"08051_2006",1191,3,648
"08051_2007",1240,3,673
"08051_2008",1272,3,1061
"08051_2009",1469,3,1550
"08051_2010",1469,3,1759
"08051_2011",154,3,1923
"08051_2012",0,3,2165
"08051_2013",0,3,2344
"08051_2014",0,3,2560
"08051_2015",0,3,2746
"08052_1994",5731,1,6215
"08052_1995",6232,1,7374
"08052_1996",6232,1,4170
"08052_1997",6475,1,7487
"08052_1998",6652,1,7757
"08052_1999",6896,1,8070
"08052_2000",7020,1,8437
"08052_2001",7727,1,8886
"08052_2002",8061,1,9213
"08052_2003",8061,1,9437
"08052_2004",8232,1,10294
"08052_2005",8610,1,9985
"08052_2006",8701,1,10920
"08052_2007",9240,1,11071
"08052_2008",9508,1,10992
"08052_2009",9644,1,11426
"08052_2010",10610,1,11856
"08052_2011",8918,1,12441
"08052_2012",9069,1,12994
"08052_2013",10045,1,13163
"08052_2014",10314,1,13418
"08052_2015",10530,1,13654
"08053_1994",1874,0,8058
"08053_1995",1915,1,2462
"08053_1996",1915,1,2709
"08053_1997",1986,1,2826
"08053_1998",2042,1,3180
"08053_1999",2073,1,3971
"08053_2000",2155,1,2304
"08053_2001",3003,1,2349
"08053_2002",3182,1,2405
"08053_2003",3182,1,2331
"08053_2004",3000,2,2116
"08053_2005",3164,2,2190
"08053_2006",2685,2,2064
"08053_2007",3228,2,1960
"08053_2008",2805,3,1934
"08053_2009",2772,3,1888
"08053_2010",2766,3,1687
"08053_2011",1016,3,1552
"08053_2012",972,3,1346
"08053_2013",986,3,1244
"08053_2014",999,3,1299
"08053_2015",1469,3,1116
"08054_1994",306,0,776
"08054_1995",311,0,1899
"08054_1996",311,0,2209
"08054_1997",315,1,1627
"08054_1998",323,1,1703
"08054_1999",378,3,1733
"08054_2000",539,4,1831
"08054_2001",714,5,1887
"08054_2002",1249,7,1919
"08054_2003",1249,7,1972
"08054_2004",1293,8,1746
"08054_2005",1287,9,1816
"08054_2006",1332,9,2365
"08054_2007",1332,9,2196
"08054_2008",1374,9,3580
"08054_2009",1390,9,3707
"08054_2010",1432,9,4304
"08054_2011",385,10,4112
"08054_2012",0,11,4164
"08054_2013",0,11,4255
"08054_2014",0,11,4307
"08054_2015",0,10,4340
"08055_1994",2813,5,2387
"08055_1995",3150,6,3562
"08055_1996",3150,6,4515
"08055_1997",3324,8,4633
"08055_1998",3458,9,4766
"08055_1999",3488,10,4958
"08055_2000",3535,12,5073
"08055_2001",3836,13,5115
"08055_2002",4880,13,5364
"08055_2003",4880,13,5515
"08055_2004",4827,13,5657
"08055_2005",5214,13,5813
"08055_2006",4941,13,5999
"08055_2007",5117,13,6073
"08055_2008",5329,13,6068
"08055_2009",5912,13,6281
"08055_2010",5478,13,6239
"08055_2011",2325,13,6302
"08055_2012",3504,13,6002
"08055_2013",3563,13,6122
"08055_2014",3622,13,5813
"08055_2015",3674,13,5766
"08056_1994",539,0,644
"08056_1995",559,0,668
"08056_1996",559,0,744
"08056_1997",567,0,757
"08056_1998",575,0,783
"08056_1999",581,0,783
"08056_2000",599,0,806
"08056_2001",644,0,818
"08056_2002",639,0,821
"08056_2003",639,0,826
"08056_2004",639,0,833
"08056_2005",634,0,831
"08056_2006",592,0,835
"08056_2007",732,0,856
"08056_2008",733,0,884
"08056_2009",756,0,896
"08056_2010",762,0,907
"08056_2011",112,0,929
"08056_2012",0,0,931
"08056_2013",0,0,924
"08056_2014",0,0,908
"08056_2015",0,1,939
"08057_1994",565,1,652
"08057_1995",574,1,806
"08057_1996",574,1,887
"08057_1997",582,1,823
"08057_1998",588,1,1021
"08057_1999",595,1,1021
"08057_2000",598,1,1054
"08057_2001",644,1,1028
"08057_2002",868,1,1033
"08057_2003",868,1,1064
"08057_2004",874,1,1100
"08057_2005",824,1,1156
"08057_2006",1048,1,1189
"08057_2007",1064,1,1229
"08057_2008",1136,1,1103
"08057_2009",1153,1,1134
"08057_2010",1184,1,1149
"08057_2011",715,1,1175
"08057_2012",0,1,1230
"08057_2013",0,1,1255
"08057_2014",0,1,1271
"08057_2015",0,1,1258
"08058_1994",597,4,778
"08058_1995",612,4,912
"08058_1996",612,4,1012
"08058_1997",621,4,1047
"08058_1998",630,4,1083
"08058_1999",646,4,1193
