"muniYear","agua","dren","elec"
"20015_1998",54,0,10858.6666666667
"20015_1999",68,0,10858.6666666667
"20015_2000",68,0,5943
"20015_2001",68,0,991.666666666667
"20015_2002",68,0,991.666666666667
"20015_2003",68,0,991.666666666667
"20015_2004",68,0,991.666666666667
"20015_2005",68,0,991.666666666667
"20015_2006",68,0,991.666666666667
"20015_2007",68,0,975
"20015_2008",68,0,1025
"20015_2009",68,0,1050
"20015_2010",68,0,1100
"20015_2011",68,0,1155
"20015_2012",68,0,1183
"20015_2013",144,0,1210
"20015_2014",296,0,1219
"20015_2015",372,0,1269
"20016_1994",372,0,1252.33333333333
"20016_1995",372,0,1252.33333333333
"20016_1996",372,0,1252.33333333333
"20016_1997",377,0,1252.33333333333
"20016_1998",377,0,1252.33333333333
"20016_1999",377,0,1252.33333333333
"20016_2000",377,0,1381
"20016_2001",377,0,1523.66666666667
"20016_2002",377,1,1523.66666666667
"20016_2003",377,1,1523.66666666667
"20016_2004",377,1,1523.66666666667
"20016_2005",377,1,1523.66666666667
"20016_2006",377,1,1523.66666666667
"20016_2007",377,1,1493
"20016_2008",377,1,1585
"20016_2009",377,1,1643
"20016_2010",377,1,1739
"20016_2011",377,1,1760
"20016_2012",377,1,1813
"20016_2013",335.25,1,1832
"20016_2014",251.75,1,1895
"20016_2015",210,1,1953
"20017_1994",210,0,1933.66666666667
"20017_1995",210,0,1933.66666666667
"20017_1996",402,0,1933.66666666667
"20017_1997",402,0,1933.66666666667
"20017_1998",402,0,1933.66666666667
"20017_1999",402,0,1933.66666666667
"20017_2000",402,0,1509.5
"20017_2001",402,0,1074.33333333333
"20017_2002",402,0,1074.33333333333
"20017_2003",402,0,1074.33333333333
"20017_2004",402,0,1074.33333333333
"20017_2005",402,0,1074.33333333333
"20017_2006",402,0,1074.33333333333
"20017_2007",402,0,1066
"20017_2008",402,0,1091
"20017_2009",402,0,1103
"20017_2010",402,0,1116
"20017_2011",402,0,1148
"20017_2012",402,0,1178
"20017_2013",353,0,1191
"20017_2014",255,0,1191
"20017_2015",206,0,1227
"20018_1994",206,0,1215
"20018_1995",206,0,1215
"20018_1996",168,0,1215
"20018_1997",168,0,1215
"20018_1998",168,0,1215
"20018_1999",168,0,1215
"20018_2000",168,0,787.5
"20018_2001",168,0,349.333333333333
"20018_2002",168,0,349.333333333333
"20018_2003",168,0,349.333333333333
"20018_2004",168,0,349.333333333333
"20018_2005",168,0,349.333333333333
"20018_2006",168,0,349.333333333333
"20018_2007",168,0,348
"20018_2008",168,0,352
"20018_2009",168,0,371
"20018_2010",168,0,382
"20018_2011",168,0,397
"20018_2012",168,0,418
"20018_2013",197.5,0,441
"20018_2014",256.5,0,446
"20018_2015",286,0,465
"20019_1994",286,0,458.666666666667
"20019_1995",286,0,458.666666666667
"20019_1996",594,0,458.666666666667
"20019_1997",594,0,458.666666666667
"20019_1998",594,0,458.666666666667
"20019_1999",594,1,458.666666666667
"20019_2000",594,1,656
"20019_2001",594,1,870
"20019_2002",594,1,870
"20019_2003",594,1,870
"20019_2004",594,1,870
"20019_2005",594,1,870
"20019_2006",594,1,870
"20019_2007",594,1,847
"20019_2008",594,1,916
"20019_2009",594,1,926
"20019_2010",594,1,936
"20019_2011",594,1,959
"20019_2012",594,1,712
"20019_2013",491.75,1,998
"20019_2014",287.25,1,1008
"20019_2015",185,1,1031
"20020_1994",185,0,1023.33333333333
"20020_1995",185,0,1023.33333333333
"20020_1996",441,0,1023.33333333333
"20020_1997",441,0,1023.33333333333
"20020_1998",441,0,1023.33333333333
"20020_1999",441,0,1023.33333333333
"20020_2000",441,0,892
"20020_2001",441,0,758.333333333333
"20020_2002",441,0,758.333333333333
"20020_2003",441,0,758.333333333333
"20020_2004",441,0,758.333333333333
"20020_2005",441,0,758.333333333333
"20020_2006",441,0,758.333333333333
"20020_2007",441,0,753
"20020_2008",441,0,769
"20020_2009",441,0,815
"20020_2010",441,0,842
"20020_2011",441,0,902
"20020_2012",441,0,927
"20020_2013",681,0,1034
"20020_2014",1161,0,1102
"20020_2015",1401,0,1135
"20021_1994",1401,1,1124
"20021_1995",1401,1,1124
"20021_1996",2428,1,1124
"20021_1997",2428,1,1124
"20021_1998",2428,1,1124
"20021_1999",2428,1,1124
"20021_2000",2428,1,2387
"20021_2001",2428,1,3605.33333333333
"20021_2002",2428,1,3605.33333333333
"20021_2003",2428,1,3605.33333333333
"20021_2004",2428,1,3605.33333333333
"20021_2005",2428,1,3605.33333333333
"20021_2006",2428,1,3605.33333333333
"20021_2007",2428,1,3639
"20021_2008",2428,1,3538
"20021_2009",2428,1,3641
"20021_2010",2428,1,3744
"20021_2011",2428,1,3845
"20021_2012",2428,1,4197
"20021_2013",1841.5,1,4308
"20021_2014",668.5,1,4327
"20021_2015",82,1,4325
"20022_1994",82,0,4325.66666666667
"20022_1995",82,0,4325.66666666667
"20022_1996",244,0,4325.66666666667
"20022_1997",244,0,4325.66666666667
"20022_1998",244,0,4325.66666666667
"20022_1999",244,0,4325.66666666667
"20022_2000",244,0,2347.5
"20022_2001",244,0,372.666666666667
"20022_2002",244,0,372.666666666667
"20022_2003",244,0,372.666666666667
"20022_2004",244,0,372.666666666667
"20022_2005",244,0,372.666666666667
"20022_2006",244,0,372.666666666667
"20022_2007",244,0,370
"20022_2008",244,0,378
"20022_2009",244,0,383
"20022_2010",244,0,389
"20022_2011",244,0,396
"20022_2012",244,0,412
"20022_2013",325.5,0,418
"20022_2014",488.5,0,442
"20022_2015",570,0,535
"20023_1994",570,0,504
"20023_1995",570,1,504
"20023_1996",1815,1,504
"20023_1997",1815,1,504
"20023_1998",1815,1,504
"20023_1999",1815,1,504
"20023_2000",1815,2,2522.5
"20023_2001",1815,2,4506.66666666667
"20023_2002",1815,2,4506.66666666667
"20023_2003",1815,2,4506.66666666667
"20023_2004",1815,2,4506.66666666667
"20023_2005",1815,2,4506.66666666667
"20023_2006",1815,2,4506.66666666667
"20023_2007",1815,2,4510
"20023_2008",1815,2,4500
"20023_2009",1815,2,4729
"20023_2010",1815,2,4994
"20023_2011",1815,2,5240
"20023_2012",1815,2,5328
"20023_2013",1416,2,5791
"20023_2014",618,2,6467
"20023_2015",219,2,6956
"20024_1994",219,0,6793
"20024_1995",219,0,6793
"20024_1996",506,0,6793
"20024_1997",507,0,6793
"20024_1998",507,0,6793
"20024_1999",507,0,6793
"20024_2000",507,0,4023.5
"20024_2001",507,0,1099
"20024_2002",507,0,1099
"20024_2003",507,0,1099
"20024_2004",507,0,1099
"20024_2005",507,0,1099
"20024_2006",507,0,1099
"20024_2007",507,0,1091
"20024_2008",507,0,1115
"20024_2009",507,0,1127
"20024_2010",507,0,1124
"20024_2011",507,0,1124
"20024_2012",507,0,984
"20024_2013",724.75,0,1163
"20024_2014",1160.25,0,1247
"20024_2015",1378,0,1284
"20025_1994",1378,1,1271.66666666667
"20025_1995",1378,2,1271.66666666667
"20025_1996",1398,1,1271.66666666667
"20025_1997",1398,1,1271.66666666667
"20025_1998",1398,1,1271.66666666667
"20025_1999",1398,1,1271.66666666667
"20025_2000",1398,1,2267.5
"20025_2001",1398,1,3304.33333333333
"20025_2002",1398,1,3304.33333333333
"20025_2003",1398,1,3304.33333333333
"20025_2004",1398,1,3304.33333333333
"20025_2005",1398,1,3304.33333333333
"20025_2006",1398,1,3304.33333333333
"20025_2007",1398,1,3251
"20025_2008",1398,1,3411
"20025_2009",1500,1,3493
"20025_2010",1500,1,3576
"20025_2011",1500,1,3716
"20025_2012",1500,1,10145
"20025_2013",1222.25,1,3912
"20025_2014",666.75,1,4064
"20025_2015",389,1,4201
"20026_1994",389,0,4155.33333333333
"20026_1995",389,0,4155.33333333333
"20026_1996",1139,0,4155.33333333333
"20026_1997",1139,0,4155.33333333333
"20026_1998",1139,0,4155.33333333333
"20026_1999",1139,0,4155.33333333333
"20026_2000",1139,0,3566.5
"20026_2001",1139,0,2969.66666666667
"20026_2002",1139,0,2969.66666666667
"20026_2003",1139,0,2969.66666666667
"20026_2004",1139,0,2969.66666666667
"20026_2005",1139,0,2969.66666666667
"20026_2006",1139,0,2969.66666666667
"20026_2007",1139,0,2932
"20026_2008",1139,0,3045
"20026_2009",1139,0,3168
"20026_2010",1139,0.166666666666667,3353
"20026_2011",1139,0.5,3540
"20026_2012",1139,1,3583
"20026_2013",884.25,1,3757
"20026_2014",374.75,1,3865
"20026_2015",120,1,3992
"20027_1994",120,0,3949.66666666667
"20027_1995",120,0,3949.66666666667
"20027_1996",151,0,3949.66666666667
"20027_1997",151,0,3949.66666666667
"20027_1998",151,0,3949.66666666667
"20027_1999",151,0,3949.66666666667
"20027_2000",151,0,2338
"20027_2001",151,0,686
"20027_2002",151,0,686
"20027_2003",151,0,686
"20027_2004",151,0,686
"20027_2005",151,0,686
"20027_2006",151,0,686
"20027_2007",151,0.5,684
"20027_2008",151,1,690
"20027_2009",151,1,712
"20027_2010",151,1,712
"20027_2011",151,1,714
"20027_2012",151,1,1144
"20027_2013",429.75,1,712
"20027_2014",987.25,1,706
"20027_2015",1266,1,734
"20028_1994",1266,1,724.666666666667
"20028_1995",1266,1,724.666666666667
"20028_1996",1851,1,724.666666666667
"20028_1997",1851,1,724.666666666667
"20028_1998",1851,1,724.666666666667
"20028_1999",1851,1,724.666666666667
"20028_2000",1851,1,3125
"20028_2001",1851,1,6002
"20028_2002",1851,1,6002
"20028_2003",1851,1,6002
"20028_2004",1851,1,6002
"20028_2005",1851,1,6002
"20028_2006",1851,1,6002
"20028_2007",1851,1,5516
"20028_2008",1851,1,6974
"20028_2009",2600,1,7212
"20028_2010",2600,1,7405
"20028_2011",2600,1,7653
"20028_2012",2600,1,7816
"20028_2013",1951,1,8088
"20028_2014",653,1,8343
"20028_2015",4,1,8480
"20029_1994",4,0,8434.33333333333
"20029_1995",4,0,8434.33333333333
"20029_1996",245,0,8434.33333333333
"20029_1997",245,0,8434.33333333333
"20029_1998",245,0,8434.33333333333
"20029_1999",245,0,8434.33333333333
"20029_2000",245,0,4609
"20029_2001",245,0,749
"20029_2002",245,0,749
"20029_2003",245,0,749
"20029_2004",245,0,749
"20029_2005",245,0,749
"20029_2006",245,0,749
"20029_2007",245,0,738
"20029_2008",245,0,771
"20029_2009",245,0,803
"20029_2010",245,0,834
"20029_2011",245,0,939
"20029_2012",245,0,973
"20029_2013",675.75,0,1055
"20029_2014",1543.75,0,1119
"20029_2015",1976.66666666667,0,1194
"20030_1994",1968,1,1169
"20030_1995",1994,1,1169
"20030_1996",1787,1,1169
"20030_1997",1787,1,1169
"20030_1998",1787,1,1169
"20030_1999",1787,1,1169
"20030_2000",1787,1,1911.5
"20030_2001",1787,1,2648.66666666667
"20030_2002",2010,1,2648.66666666667
"20030_2003",2010,1,2648.66666666667
"20030_2004",2010,1,2648.66666666667
"20030_2005",2554,1,2648.66666666667
"20030_2006",2563,1,2648.66666666667
"20030_2007",2615,1,2629
"20030_2008",2686,1,2688
"20030_2009",2841,1,2810
"20030_2010",2841,1,2846
"20030_2011",2993,1,2927
"20030_2012",3076,1,3032
"20030_2013",3140,1,3154
"20030_2014",3207,1,3155
"20030_2015",3262,1,3211
"20031_1994",1378,0,3192.33333333333
"20031_1995",1378,0,3192.33333333333
"20031_1996",1576,0,3192.33333333333
"20031_1997",1576,0,3192.33333333333
"20031_1998",1576,0,3192.33333333333
"20031_1999",1576,0,3192.33333333333
"20031_2000",1576,0,2500
"20031_2001",1576,0,1826.33333333333
"20031_2002",1576,0,1826.33333333333
"20031_2003",1576,0,1826.33333333333
"20031_2004",1576,0,1826.33333333333
"20031_2005",1576,0,1826.33333333333
"20031_2006",1576,0,1826.33333333333
"20031_2007",1576,0,1789
"20031_2008",1576,0,1901
"20031_2009",1576,0,1987
"20031_2010",1576,0.166666666666667,2085
"20031_2011",1576,0.5,2261
"20031_2012",1576,1,2442
"20031_2013",1200.75,1,2539
"20031_2014",450.25,1,2604
"20031_2015",75,1,2732
"20032_1994",75,0,2689.33333333333
"20032_1995",75,0,2689.33333333333
"20032_1996",95,0,2689.33333333333
"20032_1997",95,0,2689.33333333333
"20032_1998",95,0,2689.33333333333
"20032_1999",141,0,2689.33333333333
"20032_2000",141,0,1549.5
"20032_2001",141,0,366.333333333333
"20032_2002",141,0,366.333333333333
"20032_2003",141,0,366.333333333333
"20032_2004",141,0,366.333333333333
"20032_2005",141,0,366.333333333333
"20032_2006",141,0,366.333333333333
"20032_2007",141,0,367
"20032_2008",141,0,365
"20032_2009",141,0,367
"20032_2010",141,0,376
"20032_2011",141,0,374
"20032_2012",141,0,384
"20032_2013",188.25,0,395
"20032_2014",282.75,0,407
"20032_2015",330,0,415
"20033_1994",330,0,412.333333333333
"20033_1995",330,0,412.333333333333
"20033_1996",359,0,412.333333333333
"20033_1997",359,0,412.333333333333
"20033_1998",359,1,412.333333333333
"20033_1999",359,1,412.333333333333
"20033_2000",359,1,449
"20033_2001",359,1,489.333333333333
"20033_2002",359,1,489.333333333333
"20033_2003",359,1,489.333333333333
"20033_2004",359,1,489.333333333333
"20033_2005",359,1,489.333333333333
"20033_2006",359,1,489.333333333333
"20033_2007",359,1,483
"20033_2008",359,1,502
"20033_2009",359,1,522
"20033_2010",359,1,771
"20033_2011",359,1,812
"20033_2012",359,1,980
"20033_2013",299.75,1,1001
"20033_2014",181.25,1,1037
"20033_2015",122,1,1110
"20034_1994",122,0,1085.66666666667
"20034_1995",122,0,1085.66666666667
"20034_1996",228,0,1085.66666666667
"20034_1997",228,0,1085.66666666667
"20034_1998",228,0,1085.66666666667
"20034_1999",228,0,1085.66666666667
"20034_2000",228,0,829.5
"20034_2001",228,0,551
"20034_2002",228,0,551
"20034_2003",228,0,551
"20034_2004",228,0,551
"20034_2005",228,0,551
"20034_2006",228,0,551
"20034_2007",228,0,549
"20034_2008",228,0,555
"20034_2009",228,0,561
"20034_2010",228,0,586
"20034_2011",228,0,603
"20034_2012",228,0,615
"20034_2013",201,0,630
"20034_2014",147,0,646
"20034_2015",120,0,666
"20035_1994",120,0,659.333333333333
"20035_1995",120,0,659.333333333333
"20035_1996",120,0,659.333333333333
"20035_1997",120,0,659.333333333333
"20035_1998",120,0,659.333333333333
"20035_1999",120,0,659.333333333333
"20035_2000",120,0,456
"20035_2001",120,0,247
"20035_2002",120,0,247
"20035_2003",120,0,247
"20035_2004",120,0,247
"20035_2005",120,0,247
"20035_2006",120,0,247
"20035_2007",120,0,246
"20035_2008",120,0,249
"20035_2009",120,0,263
"20035_2010",120,0.166666666666667,268
"20035_2011",120,0.5,268
"20035_2012",120,1,273
"20035_2013",155.5,1,272
"20035_2014",226.5,1,288
"20035_2015",262,1,285
"20036_1994",262,0,286
"20036_1995",262,0,286
"20036_1996",994,0,286
"20036_1997",994,0,286
"20036_1998",994,0,286
"20036_1999",994,0,286
"20036_2000",994,0,703.5
"20036_2001",994,0,1123.33333333333
"20036_2002",994,0,1123.33333333333
"20036_2003",994,0,1123.33333333333
"20036_2004",994,0,1123.33333333333
"20036_2005",994,0,1123.33333333333
"20036_2006",994,0,1123.33333333333
"20036_2007",994,0,1122
"20036_2008",994,0,1126
"20036_2009",994,0,1196
"20036_2010",994,0,1294
"20036_2011",994,0,1326
"20036_2012",994,0,1369
"20036_2013",838.5,0,1400
"20036_2014",527.5,0,1404
"20036_2015",372,0,1373
"20037_1994",372,0,1383.33333333333
"20037_1995",372,0,1383.33333333333
"20037_1996",503,0,1383.33333333333
"20037_1997",503,0,1383.33333333333
"20037_1998",503,0,1383.33333333333
"20037_1999",503,0,1383.33333333333
"20037_2000",503,0,1320.5
"20037_2001",503,0,1231.33333333333
"20037_2002",503,0,1231.33333333333
"20037_2003",503,0,1231.33333333333
"20037_2004",503,0,1231.33333333333
"20037_2005",503,0,1231.33333333333
"20037_2006",503,0,1231.33333333333
"20037_2007",503,0,1268
"20037_2008",503,0,1158
"20037_2009",503,0,1208
"20037_2010",503,0,1285
"20037_2011",503,0,1303
"20037_2012",503,0,1322
"20037_2013",478.25,0,1335
"20037_2014",428.75,0,1396
"20037_2015",404,0,1405
"20038_1994",404,0,1402
"20038_1995",404,0,1402
"20038_1996",486,0,1402
"20038_1997",486,0,1402
"20038_1998",486,0,1402
"20038_1999",486,0,1402
"20038_2000",486,0,1091.5
"20038_2001",486,0,783.333333333333
"20038_2002",486,0,783.333333333333
"20038_2003",486,0,783.333333333333
"20038_2004",486,0,783.333333333333
"20038_2005",486,0,783.333333333333
"20038_2006",486,0,783.333333333333
"20038_2007",486,0,778
"20038_2008",486,0,794
"20038_2009",486,0,796
"20038_2010",486,0.166666666666667,805
"20038_2011",486,0.5,811
"20038_2012",486,1,830
"20038_2013",2307.75,1,861
"20038_2014",5951.25,1,893
"20038_2015",7773,1,889
"20039_1994",7773,3,890.333333333333
"20039_1995",7773,3,890.333333333333
"20039_1996",8715,4,890.333333333333
"20039_1997",8998,5,890.333333333333
"20039_1998",8998,5,890.333333333333
"20039_1999",8998,5,890.333333333333
"20039_2000",8998,5,12153.5
"20039_2001",8998,5,23682.6666666667
"20039_2002",10684,5,23682.6666666667
"20039_2003",10684,5,23682.6666666667
"20039_2004",10684,5,23682.6666666667
"20039_2005",10684,5,23682.6666666667
"20039_2006",12109,5,23682.6666666667
"20039_2007",12109,5,23418
"20039_2008",13585,5,24212
"20039_2009",14008,5,25406
"20039_2010",14008,5,25943
"20039_2011",14008,6,26751
"20039_2012",14290,6,27685
"20039_2013",14550,6,28645
"20039_2014",14887,6,29433
"20039_2015",15246,7,30806
"20040_1994",210,0,30348.3333333333
"20040_1995",210,0,30348.3333333333
"20040_1996",170,0,30348.3333333333
"20040_1997",170,0,30348.3333333333
"20040_1998",170,0,30348.3333333333
"20040_1999",170,0,30348.3333333333
"20040_2000",170,0,15879
"20040_2001",170,0,964
"20040_2002",170,0,964
"20040_2003",170,0,964
"20040_2004",170,0,964
"20040_2005",170,0,964
"20040_2006",170,0,964
"20040_2007",170,0,952
"20040_2008",170,0,988
"20040_2009",170,0,1095
"20040_2010",170,0.166666666666667,1129
"20040_2011",170,0.5,1148
"20040_2012",170,1,1162
"20040_2013",510.25,1,1166
"20040_2014",1190.75,1,1217
"20040_2015",1531,1,1257
"20041_1994",1531,1,1243.66666666667
"20041_1995",1531,1,1243.66666666667
"20041_1996",2341,1,1243.66666666667
"20041_1997",2346,1,1243.66666666667
"20041_1998",2354,1,1243.66666666667
"20041_1999",2354,1,1243.66666666667
"20041_2000",2354,1,4849
"20041_2001",2354,1,8497.66666666667
"20041_2002",2354,1,8497.66666666667
"20041_2003",2354,1,8497.66666666667
"20041_2004",2354,1,8497.66666666667
"20041_2005",2354,1,8497.66666666667
"20041_2006",2354,1,8497.66666666667
"20041_2007",2354,1,8441
"20041_2008",2354,1,8611
"20041_2009",2354,1,8794
"20041_2010",2354,1,9125
"20041_2011",2354,1,9187
"20041_2012",2354,1,9325
"20041_2013",1896.75,1,9544
"20041_2014",982.25,1,9879
"20041_2015",525,1,10172
"20042_1994",525,1,10074.3333333333
"20042_1995",525,1,10074.3333333333
"20042_1996",1371,1,10074.3333333333
"20042_1997",1371,1,10074.3333333333
"20042_1998",1371,1,10074.3333333333
"20042_1999",1371,1,10074.3333333333
"20042_2000",1371,1,5755
"20042_2001",1371,1,1731.66666666667
"20042_2002",1371,1,1731.66666666667
"20042_2003",1371,1,1731.66666666667
"20042_2004",1377,1,1731.66666666667
"20042_2005",1377,1,1731.66666666667
"20042_2006",1377,1,1731.66666666667
"20042_2007",1377,1,1338
"20042_2008",1377,1,2519
"20042_2009",1377,1,2641
"20042_2010",1377,1,2694
"20042_2011",1377,1,2510
"20042_2012",1377,1,2600
"20042_2013",4198.25,1,2624
"20042_2014",9866.75,1,2707
"20042_2015",12696.6666666667,2,2764
"20043_1994",12662,5,2745
"20043_1995",12766,6,2745
"20043_1996",13281,6,2745
"20043_1997",14394,6,2745
"20043_1998",14394,6,2745
"20043_1999",14394,6,2745
"20043_2000",14394,6,14056.5
"20043_2001",14394,6,25712.3333333333
"20043_2002",14621,6,25712.3333333333
"20043_2003",14621,6,25712.3333333333
"20043_2004",14621,6,25712.3333333333
"20043_2005",16013,6,25712.3333333333
"20043_2006",16543,6,25712.3333333333
"20043_2007",19044,6,25349
"20043_2008",19044,7,26439
"20043_2009",20131,7,27293
"20043_2010",20131,7,28136
"20043_2011",21116,7,28851
"20043_2012",21489,10,29984
"20043_2013",22837,10,30807
"20043_2014",23981,10,30904
"20043_2015",22775,10,31488
"20044_1994",5377,4,31293.3333333333
"20044_1995",5396,4,31293.3333333333
"20044_1996",6359,4,31293.3333333333
"20044_1997",6359,4,31293.3333333333
"20044_1998",6359,4,31293.3333333333
"20044_1999",6679,4,31293.3333333333
"20044_2000",6679,6,22239.5
"20044_2001",6679,6,12927.3333333333
"20044_2002",6679,6,12927.3333333333
"20044_2003",6679,6,12927.3333333333
"20044_2004",6679,6,12927.3333333333
"20044_2005",6679,6,12927.3333333333
"20044_2006",6679,6,12927.3333333333
"20044_2007",6679,6,12991
"20044_2008",6679,6,12800
"20044_2009",6679,6,13013
"20044_2010",6679,6,13495
"20044_2011",6679,6,13521
"20044_2012",6679,6,13687
"20044_2013",5111.75,6,14300
"20044_2014",1977.25,6,14796
"20044_2015",410,6,15249
"20045_1994",410,0,15098
"20045_1995",410,0,15098
"20045_1996",675,0,15098
"20045_1997",675,0,15098
"20045_1998",675,0,15098
"20045_1999",675,0,15098
"20045_2000",675,0,8907
"20045_2001",675,0,2601
"20045_2002",675,0,2601
"20045_2003",675,0,2601
"20045_2004",675,0,2601
"20045_2005",675,0,2601
"20045_2006",675,0,2601
"20045_2007",675,0,2565
"20045_2008",675,0,2673
"20045_2009",675,0,2688
"20045_2010",675,0,2721
"20045_2011",675,0,2789
"20045_2012",675,0,2820
"20045_2013",535,0,2927
"20045_2014",255,0,2985
"20045_2015",115,0,3048
"20046_1994",115,0,3027
"20046_1995",115,0,3027
"20046_1996",385,0,3027
"20046_1997",385,0,3027
"20046_1998",385,0,3027
"20046_1999",385,0,3027
"20046_2000",385,0,2300
"20046_2001",385,0,1562.33333333333
"20046_2002",385,0,1562.33333333333
"20046_2003",385,0,1562.33333333333
"20046_2004",385,0,1562.33333333333
"20046_2005",385,0,1562.33333333333
"20046_2006",385,0,1562.33333333333
"20046_2007",385,0,1552
"20046_2008",385,0,1583
"20046_2009",385,0,1594
"20046_2010",385,0.166666666666667,1599
"20046_2011",385,0.5,1458
"20046_2012",385,1.33333333333333,1521
"20046_2013",288.75,1.33333333333333,1591
"20046_2014",96.25,1,1616
"20046_2015",0,2,1657
"20047_1994",0,0,1643.33333333333
"20047_1995",0,0,1643.33333333333
"20047_1996",0,0,1643.33333333333
"20047_1997",0,0,1643.33333333333
"20047_1998",0,0,1643.33333333333
"20047_1999",253,0,1643.33333333333
"20047_2000",253,0,868
"20047_2001",253,0,90
"20047_2002",253,0,90
"20047_2003",253,0,90
"20047_2004",253,0,90
"20047_2005",253,0,90
"20047_2006",253,0,90
"20047_2007",253,0,79
"20047_2008",253,0,112
"20047_2009",253,0,114
"20047_2010",253,0,117
"20047_2011",253,0,119
"20047_2012",253,0,121
"20047_2013",202.25,0,120
"20047_2014",100.75,0,122
"20047_2015",50,0,125
"20048_1994",50,0,124
"20048_1995",50,0,124
"20048_1996",104,0,124
"20048_1997",104,0,124
"20048_1998",104,0,124
"20048_1999",104,0,124
"20048_2000",104,0,124.5
"20048_2001",104,0,125.333333333333
"20048_2002",104,0,125.333333333333
"20048_2003",104,0,125.333333333333
"20048_2004",104,0,125.333333333333
"20048_2005",104,0,125.333333333333
"20048_2006",104,0,125.333333333333
"20048_2007",104,0,124
"20048_2008",104,0,128
"20048_2009",104,0,130
"20048_2010",104,0,132
"20048_2011",104,0,135
"20048_2012",104,0,135
"20048_2013",93,0,137
"20048_2014",71,0,138
"20048_2015",60,0,161
"20049_1994",60,0,153.333333333333
"20049_1995",60,0,153.333333333333
"20049_1996",60,0,153.333333333333
"20049_1997",60,0,153.333333333333
"20049_1998",60,0,153.333333333333
"20049_1999",60,0,153.333333333333
"20049_2000",60,0,211
"20049_2001",60,0,265
"20049_2002",60,0,265
"20049_2003",274,0,265
"20049_2004",274,0,265
"20049_2005",274,0,265
"20049_2006",274,0,265
"20049_2007",274,0,261
"20049_2008",274,0,273
"20049_2009",274,0,284
"20049_2010",274,0,295
"20049_2011",274,0,299
"20049_2012",274,0,316
"20049_2013",238.25,0,319
"20049_2014",166.75,0,332
"20049_2015",131,0,332
"20050_1994",131,0,332
"20050_1995",131,0,332
"20050_1996",347,0,332
"20050_1997",383,0,332
"20050_1998",383,0,332
"20050_1999",383,0,332
"20050_2000",383,0,606
"20050_2001",383,1,885.666666666667
"20050_2002",383,1,885.666666666667
"20050_2003",383,1,885.666666666667
"20050_2004",383,1,885.666666666667
"20050_2005",383,1,885.666666666667
"20050_2006",383,1,885.666666666667
"20050_2007",383,1,880
"20050_2008",383,1,897
"20050_2009",383,1,921
"20050_2010",383,1,1038
"20050_2011",383,1,1101
"20050_2012",383,1,1136
"20050_2013",297.25,1,1166
"20050_2014",125.75,1,1198
"20050_2015",40,1,1212
"20051_1994",40,0,1207.33333333333
"20051_1995",40,1,1207.33333333333
"20051_1996",373,1,1207.33333333333
"20051_1997",373,1,1207.33333333333
"20051_1998",373,1,1207.33333333333
"20051_1999",373,1,1207.33333333333
"20051_2000",373,1,1057.5
"20051_2001",373,1,912.333333333333
"20051_2002",373,1,912.333333333333
"20051_2003",373,1,912.333333333333
"20051_2004",373,1,912.333333333333
"20051_2005",373,1,912.333333333333
"20051_2006",373,1,912.333333333333
"20051_2007",373,1,903
"20051_2008",373,1,931
"20051_2009",373,1,957
"20051_2010",373,1,988
"20051_2011",373,1,1019
"20051_2012",373,1,1044
"20051_2013",522,1,1061
"20051_2014",820,1,1085
"20051_2015",969,1,1088
"20052_1994",969,0,1087
"20052_1995",969,1,1087
"20052_1996",1060,1,1087
"20052_1997",1060,1,1087
"20052_1998",1060,1,1087
"20052_1999",1060,1,1087
"20052_2000",1060,1,1502
"20052_2001",1060,1,1931.66666666667
"20052_2002",1060,1,1931.66666666667
"20052_2003",1060,1,1931.66666666667
"20052_2004",1060,1,1931.66666666667
"20052_2005",1060,1,1931.66666666667
"20052_2006",1060,1,1931.66666666667
"20052_2007",1060,1,1916
"20052_2008",1060,1,1963
"20052_2009",1060,1,2028
"20052_2010",1060,1,2061
"20052_2011",1060,1,2126
"20052_2012",1060,1,2181
"20052_2013",872.75,1,2206
"20052_2014",498.25,1,2219
"20052_2015",311,1,2586
"20053_1994",311,0,2463.66666666667
"20053_1995",311,0,2463.66666666667
"20053_1996",270,0,2463.66666666667
"20053_1997",270,0,2463.66666666667
"20053_1998",270,0,2463.66666666667
"20053_1999",270,0,2463.66666666667
"20053_2000",270,0,1517.5
"20053_2001",270,0,452.333333333333
"20053_2002",270,0,452.333333333333
"20053_2003",270,0,452.333333333333
"20053_2004",270,0,452.333333333333
"20053_2005",270,0,452.333333333333
"20053_2006",270,0,452.333333333333
"20053_2007",270,0,449
"20053_2008",270,0,459
"20053_2009",270,0,472
"20053_2010",270,0.166666666666667,442
"20053_2011",270,0.5,444
"20053_2012",270,1,458
"20053_2013",222,1,472
"20053_2014",126,1,484
"20053_2015",78,1,481
"20054_1994",78,0,482
"20054_1995",78,0,482
"20054_1996",118,0,482
"20054_1997",118,0,482
"20054_1998",118,0,482
"20054_1999",118,0,482
"20054_2000",118,0,348
"20054_2001",118,0,217
"20054_2002",118,0,217
"20054_2003",118,0,217
"20054_2004",118,0,217
"20054_2005",118,0,217
"20054_2006",118,0,217
"20054_2007",118,0,215
"20054_2008",118,0,221
"20054_2009",118,0,223
"20054_2010",118,0.166666666666667,226
"20054_2011",118,0.5,228
