"muniYear","agua","dren","elec"
"20112_2010",571,NA,943
"20112_2011",571,NA,995
"20112_2012",NA,NA,1015
"20112_2013",NA,NA,1043
"20112_2014",NA,1,1109
"20112_2015",NA,1,1165
"20113_1994",78,0,NA
"20113_1995",78,0,NA
"20113_1996",371,0,NA
"20113_1997",371,0,NA
"20113_1998",371,0,NA
"20113_1999",371,0,NA
"20113_2000",371,0,NA
"20113_2001",371,0,NA
"20113_2002",371,0,NA
"20113_2003",371,0,NA
"20113_2004",371,0,NA
"20113_2005",371,0,NA
"20113_2006",371,0,NA
"20113_2007",371,NA,830
"20113_2008",371,0,864
"20113_2009",371,NA,877
"20113_2010",371,NA,898
"20113_2011",371,1,908
"20113_2012",NA,1,928
"20113_2013",NA,1,931
"20113_2014",NA,1,978
"20113_2015",NA,1,987
"20114_1994",30,0,NA
"20114_1995",30,0,NA
"20114_1996",243,0,NA
"20114_1997",243,0,NA
"20114_1998",243,0,NA
"20114_1999",391,0,NA
"20114_2000",391,0,NA
"20114_2001",391,0,NA
"20114_2002",391,0,NA
"20114_2003",391,0,NA
"20114_2004",391,0,NA
"20114_2005",391,0,NA
"20114_2006",NA,0,NA
"20114_2007",391,NA,531
"20114_2008",391,0,534
"20114_2009",391,NA,540
"20114_2010",391,NA,543
"20114_2011",391,NA,547
"20114_2012",NA,NA,547
"20114_2013",NA,NA,552
"20114_2014",NA,0,565
"20114_2015",NA,0,570
"20115_1994",330,0,NA
"20115_1995",330,0,NA
"20115_1996",800,0,NA
"20115_1997",800,0,NA
"20115_1998",800,0,NA
"20115_1999",800,0,NA
"20115_2000",800,0,NA
"20115_2001",800,0,NA
"20115_2002",800,0,NA
"20115_2003",800,0,NA
"20115_2004",800,0,NA
"20115_2005",800,0,NA
"20115_2006",800,0,NA
"20115_2007",800,NA,2715
"20115_2008",NA,1,2871
"20115_2009",800,1,3070
"20115_2010",800,1,3213
"20115_2011",800,1,3356
"20115_2012",1957,1,3455
"20115_2013",2020,1,3642
"20115_2014",2073,1,3733
"20115_2015",2227,2,3926
"20116_1994",16,0,NA
"20116_1995",16,0,NA
"20116_1996",176,0,NA
"20116_1997",176,0,NA
"20116_1998",176,0,NA
"20116_1999",176,0,NA
"20116_2000",176,0,NA
"20116_2001",176,0,NA
"20116_2002",176,0,NA
"20116_2003",176,0,NA
"20116_2004",176,0,NA
"20116_2005",176,0,NA
"20116_2006",176,0,NA
"20116_2007",176,NA,702
"20116_2008",176,0,709
"20116_2009",176,NA,736
"20116_2010",176,NA,740
"20116_2011",176,NA,765
"20116_2012",NA,NA,795
"20116_2013",NA,NA,826
"20116_2014",NA,0,858
"20116_2015",NA,0,881
"20117_1994",186,0,NA
"20117_1995",186,0,NA
"20117_1996",295,0,NA
"20117_1997",295,0,NA
"20117_1998",295,0,NA
"20117_1999",295,0,NA
"20117_2000",295,0,NA
"20117_2001",295,0,NA
"20117_2002",295,0,NA
"20117_2003",295,0,NA
"20117_2004",295,0,NA
"20117_2005",295,0,NA
"20117_2006",295,0,NA
"20117_2007",295,NA,490
"20117_2008",295,0,514
"20117_2009",295,NA,520
"20117_2010",295,NA,525
"20117_2011",295,NA,538
"20117_2012",NA,NA,561
"20117_2013",NA,NA,573
"20117_2014",NA,0,580
"20117_2015",NA,0,588
"20118_1994",120,0,NA
"20118_1995",120,1,NA
"20118_1996",421,1,NA
"20118_1997",421,1,NA
"20118_1998",421,1,NA
"20118_1999",421,1,NA
"20118_2000",421,1,NA
"20118_2001",421,1,NA
"20118_2002",421,1,NA
"20118_2003",421,1,NA
"20118_2004",421,1,NA
"20118_2005",421,1,NA
"20118_2006",421,1,NA
"20118_2007",421,1,753
"20118_2008",421,1,774
"20118_2009",421,1,786
"20118_2010",421,1,812
"20118_2011",421,1,856
"20118_2012",NA,1,883
"20118_2013",NA,1,890
"20118_2014",NA,1,899
"20118_2015",NA,1,908
"20119_1994",21,0,NA
"20119_1995",21,0,NA
"20119_1996",123,0,NA
"20119_1997",123,0,NA
"20119_1998",123,0,NA
"20119_1999",123,0,NA
"20119_2000",123,0,NA
"20119_2001",123,0,NA
"20119_2002",123,0,NA
"20119_2003",123,0,NA
"20119_2004",123,0,NA
"20119_2005",123,0,NA
"20119_2006",123,0,NA
"20119_2007",123,NA,194
"20119_2008",123,0,201
"20119_2009",123,NA,208
"20119_2010",123,NA,219
"20119_2011",123,NA,228
"20119_2012",NA,NA,242
"20119_2013",NA,NA,251
"20119_2014",NA,0,258
"20119_2015",NA,0,266
"20120_1994",100,0,NA
"20120_1995",100,0,NA
"20120_1996",145,0,NA
"20120_1997",145,0,NA
"20120_1998",145,0,NA
"20120_1999",145,0,NA
"20120_2000",145,0,NA
"20120_2001",145,0,NA
"20120_2002",145,0,NA
"20120_2003",145,0,NA
"20120_2004",145,0,NA
"20120_2005",145,0,NA
"20120_2006",145,0,NA
"20120_2007",145,NA,290
"20120_2008",145,0,309
"20120_2009",145,NA,323
"20120_2010",145,NA,331
"20120_2011",145,NA,314
"20120_2012",NA,NA,313
"20120_2013",NA,NA,304
"20120_2014",NA,1,320
"20120_2015",NA,1,316
"20121_1994",95,0,NA
"20121_1995",95,0,NA
"20121_1996",162,0,NA
"20121_1997",162,0,NA
"20121_1998",162,0,NA
"20121_1999",162,0,NA
"20121_2000",162,0,NA
"20121_2001",162,0,NA
"20121_2002",162,0,NA
"20121_2003",162,0,NA
"20121_2004",162,0,NA
"20121_2005",162,0,NA
"20121_2006",162,0,NA
"20121_2007",162,NA,473
"20121_2008",162,0,481
"20121_2009",162,NA,488
"20121_2010",162,NA,518
"20121_2011",162,NA,518
"20121_2012",NA,NA,519
"20121_2013",NA,NA,526
"20121_2014",NA,0,530
"20121_2015",NA,0,544
"20122_1994",75,0,NA
"20122_1995",75,0,NA
"20122_1996",177,0,NA
"20122_1997",177,0,NA
"20122_1998",177,0,NA
"20122_1999",177,0,NA
"20122_2000",177,0,NA
"20122_2001",177,0,NA
"20122_2002",177,0,NA
"20122_2003",177,0,NA
"20122_2004",177,0,NA
"20122_2005",177,0,NA
"20122_2006",177,0,NA
"20122_2007",177,NA,255
"20122_2008",177,0,253
"20122_2009",177,NA,256
"20122_2010",177,NA,259
"20122_2011",177,NA,258
"20122_2012",NA,NA,262
"20122_2013",NA,NA,262
"20122_2014",NA,0,268
"20122_2015",NA,0,272
"20123_1994",110,0,NA
"20123_1995",110,0,NA
"20123_1996",364,0,NA
"20123_1997",364,0,NA
"20123_1998",364,0,NA
"20123_1999",364,0,NA
"20123_2000",364,0,NA
"20123_2001",364,0,NA
"20123_2002",364,0,NA
"20123_2003",364,0,NA
"20123_2004",364,0,NA
"20123_2005",364,0,NA
"20123_2006",364,0,NA
"20123_2007",364,NA,758
"20123_2008",364,0,757
"20123_2009",364,NA,780
"20123_2010",364,NA,807
"20123_2011",364,NA,630
"20123_2012",NA,NA,639
"20123_2013",NA,NA,643
"20123_2014",NA,0,656
"20123_2015",NA,0,663
"20124_1994",1994,0,NA
"20124_1995",1994,1,NA
"20124_1996",2299,1,NA
"20124_1997",2299,1,NA
"20124_1998",2299,1,NA
"20124_1999",2299,1,NA
"20124_2000",2299,1,NA
"20124_2001",2299,2,NA
"20124_2002",2299,2,NA
"20124_2003",2299,2,NA
"20124_2004",2299,2,NA
"20124_2005",2299,2,NA
"20124_2006",2299,2,NA
"20124_2007",2299,2,4238
"20124_2008",2299,2,4357
"20124_2009",2700,2,4456
"20124_2010",2700,2,4623
"20124_2011",2700,3,4731
"20124_2012",NA,3,5309
"20124_2013",NA,3,5022
"20124_2014",NA,3,5118
"20124_2015",NA,3,5251
"20125_1994",468,0,NA
"20125_1995",468,0,NA
"20125_1996",1477,0,NA
"20125_1997",1477,0,NA
"20125_1998",1477,0,NA
"20125_1999",1477,0,NA
"20125_2000",1477,0,NA
"20125_2001",1477,0,NA
"20125_2002",1477,0,NA
"20125_2003",1477,0,NA
"20125_2004",1477,0,NA
"20125_2005",1477,0,NA
"20125_2006",1477,0,NA
"20125_2007",1477,NA,2336
"20125_2008",1477,0,2401
"20125_2009",1477,NA,2467
"20125_2010",1477,NA,2530
"20125_2011",1477,NA,2555
"20125_2012",NA,NA,2601
"20125_2013",NA,NA,2643
"20125_2014",NA,1,2781
"20125_2015",NA,1,2898
"20126_1994",100,0,NA
"20126_1995",100,1,NA
"20126_1996",568,1,NA
"20126_1997",568,1,NA
"20126_1998",568,1,NA
"20126_1999",568,1,NA
"20126_2000",568,1,NA
"20126_2001",568,1,NA
"20126_2002",568,1,NA
"20126_2003",568,1,NA
"20126_2004",568,1,NA
"20126_2005",568,1,NA
"20126_2006",568,1,NA
"20126_2007",568,1,835
"20126_2008",568,1,894
"20126_2009",568,1,902
"20126_2010",568,1,943
"20126_2011",568,1,1004
"20126_2012",NA,1,1032
"20126_2013",NA,1,1084
"20126_2014",NA,1,1118
"20126_2015",NA,1,1239
"20127_1994",55,0,NA
"20127_1995",55,0,NA
"20127_1996",68,0,NA
"20127_1997",70,0,NA
"20127_1998",70,0,NA
"20127_1999",70,0,NA
"20127_2000",70,0,NA
"20127_2001",70,0,NA
"20127_2002",70,0,NA
"20127_2003",70,0,NA
"20127_2004",70,0,NA
"20127_2005",70,0,NA
"20127_2006",70,0,NA
"20127_2007",70,NA,211
"20127_2008",70,0,242
"20127_2009",70,NA,254
"20127_2010",70,NA,236
"20127_2011",70,NA,268
"20127_2012",NA,NA,266
"20127_2013",NA,NA,286
"20127_2014",NA,0,286
"20127_2015",NA,0,291
"20128_1994",365,0,NA
"20128_1995",365,0,NA
"20128_1996",365,0,NA
"20128_1997",365,0,NA
"20128_1998",365,0,NA
"20128_1999",365,0,NA
"20128_2000",365,0,NA
"20128_2001",365,0,NA
"20128_2002",365,0,NA
"20128_2003",365,0,NA
"20128_2004",365,0,NA
"20128_2005",365,0,NA
"20128_2006",365,0,NA
"20128_2007",365,NA,650
"20128_2008",365,0,669
"20128_2009",365,NA,680
"20128_2010",365,NA,693
"20128_2011",365,NA,702
"20128_2012",NA,NA,722
"20128_2013",NA,NA,740
"20128_2014",NA,1,755
"20128_2015",NA,1,764
"20129_1994",70,0,NA
"20129_1995",70,0,NA
"20129_1996",99,0,NA
"20129_1997",99,0,NA
"20129_1998",99,0,NA
"20129_1999",99,0,NA
"20129_2000",99,0,NA
"20129_2001",99,0,NA
"20129_2002",99,0,NA
"20129_2003",99,0,NA
"20129_2004",99,0,NA
"20129_2005",99,0,NA
"20129_2006",99,0,NA
"20129_2007",99,NA,189
"20129_2008",99,0,227
"20129_2009",99,NA,226
"20129_2010",99,NA,235
"20129_2011",99,NA,240
"20129_2012",NA,NA,253
"20129_2013",NA,NA,256
"20129_2014",NA,1,258
"20129_2015",NA,1,257
"20130_1994",234,0,NA
"20130_1995",234,1,NA
"20130_1996",554,1,NA
"20130_1997",554,1,NA
"20130_1998",554,1,NA
"20130_1999",554,1,NA
"20130_2000",554,1,NA
"20130_2001",554,1,NA
"20130_2002",554,1,NA
"20130_2003",554,1,NA
"20130_2004",554,1,NA
"20130_2005",554,1,NA
"20130_2006",554,1,NA
"20130_2007",554,1,1305
"20130_2008",554,1,1349
"20130_2009",554,1,1406
"20130_2010",554,1,1440
"20130_2011",554,1,1464
"20130_2012",NA,1,1508
"20130_2013",NA,1,1544
"20130_2014",NA,1,1525
"20130_2015",NA,1,1531
"20131_1994",822,0,NA
"20131_1995",822,0,NA
"20131_1996",1033,0,NA
"20131_1997",1033,0,NA
"20131_1998",1033,0,NA
"20131_1999",1033,0,NA
"20131_2000",1033,0,NA
"20131_2001",1033,0,NA
"20131_2002",1033,0,NA
"20131_2003",1033,0,NA
"20131_2004",1033,0,NA
"20131_2005",1033,0,NA
"20131_2006",1033,0,NA
"20131_2007",1033,NA,2463
"20131_2008",1033,0,2562
"20131_2009",1033,NA,2656
"20131_2010",1033,NA,2811
"20131_2011",1033,NA,2899
"20131_2012",NA,NA,2971
"20131_2013",NA,NA,3127
"20131_2014",NA,1,3182
"20131_2015",NA,1,3248
"20132_1994",100,0,NA
"20132_1995",100,0,NA
"20132_1996",137,0,NA
"20132_1997",137,0,NA
"20132_1998",137,0,NA
"20132_1999",137,0,NA
"20132_2000",137,0,NA
"20132_2001",137,0,NA
"20132_2002",137,1,NA
"20132_2003",137,1,NA
"20132_2004",137,2,NA
"20132_2005",137,2,NA
"20132_2006",137,2,NA
"20132_2007",137,2,434
"20132_2008",137,2,444
"20132_2009",137,2,460
"20132_2010",137,2,479
"20132_2011",137,2,493
"20132_2012",NA,2,505
"20132_2013",NA,2,509
"20132_2014",NA,2,516
"20132_2015",NA,2,530
"20133_1994",191,0,NA
"20133_1995",191,0,NA
"20133_1996",191,0,NA
"20133_1997",196,0,NA
"20133_1998",196,0,NA
"20133_1999",196,0,NA
"20133_2000",196,0,NA
"20133_2001",196,0,NA
"20133_2002",196,0,NA
"20133_2003",196,0,NA
"20133_2004",196,0,NA
"20133_2005",196,0,NA
"20133_2006",196,0,NA
"20133_2007",196,NA,568
"20133_2008",NA,0,613
"20133_2009",196,NA,642
"20133_2010",196,NA,744
"20133_2011",196,NA,799
"20133_2012",NA,NA,686
"20133_2013",NA,NA,904
"20133_2014",NA,1,1030
"20133_2015",NA,1,1288
"20134_1994",797,0,NA
"20134_1995",797,1,NA
"20134_1996",812,1,NA
"20134_1997",812,1,NA
"20134_1998",812,1,NA
"20134_1999",812,1,NA
"20134_2000",812,1,NA
"20134_2001",812,1,NA
"20134_2002",812,1,NA
"20134_2003",1120,1,NA
"20134_2004",1120,1,NA
"20134_2005",1120,1,NA
"20134_2006",1120,1,NA
"20134_2007",1120,1,4191
"20134_2008",NA,1,4344
"20134_2009",1120,1,4400
"20134_2010",1120,1,4511
"20134_2011",1120,1,4555
"20134_2012",NA,1,4604
"20134_2013",NA,1,4758
"20134_2014",NA,1,4921
"20134_2015",NA,1,5028
"20135_1994",350,0,NA
"20135_1995",350,0,NA
"20135_1996",528,0,NA
"20135_1997",528,0,NA
"20135_1998",528,0,NA
"20135_1999",528,0,NA
"20135_2000",528,0,NA
"20135_2001",528,0,NA
"20135_2002",528,0,NA
"20135_2003",528,0,NA
"20135_2004",528,0,NA
"20135_2005",528,0,NA
"20135_2006",528,0,NA
"20135_2007",528,NA,1636
"20135_2008",528,0,1668
"20135_2009",528,NA,1753
"20135_2010",528,NA,1813
"20135_2011",528,NA,1880
"20135_2012",NA,NA,1924
"20135_2013",NA,NA,1981
"20135_2014",NA,0,2026
"20135_2015",NA,0,2107
"20136_1994",734,0,NA
"20136_1995",734,1,NA
"20136_1996",734,1,NA
"20136_1997",734,1,NA
"20136_1998",734,1,NA
"20136_1999",734,1,NA
"20136_2000",734,1,NA
"20136_2001",734,1,NA
"20136_2002",734,1,NA
"20136_2003",734,1,NA
"20136_2004",734,1,NA
"20136_2005",734,1,NA
"20136_2006",734,1,NA
"20136_2007",734,1,2121
"20136_2008",NA,1,2208
"20136_2009",734,1,2270
"20136_2010",734,1,2347
"20136_2011",734,1,2401
"20136_2012",NA,1,2419
"20136_2013",NA,1,2605
"20136_2014",NA,1,2657
"20136_2015",NA,1,2766
"20137_1994",90,0,NA
"20137_1995",90,0,NA
"20137_1996",169,0,NA
"20137_1997",169,0,NA
"20137_1998",169,0,NA
"20137_1999",169,0,NA
"20137_2000",169,0,NA
"20137_2001",169,0,NA
"20137_2002",169,0,NA
"20137_2003",169,0,NA
"20137_2004",169,0,NA
"20137_2005",169,0,NA
"20137_2006",169,0,NA
"20137_2007",169,NA,491
"20137_2008",169,0,500
"20137_2009",169,NA,520
"20137_2010",169,NA,537
"20137_2011",169,NA,609
"20137_2012",NA,NA,615
"20137_2013",NA,NA,642
"20137_2014",NA,0,655
"20137_2015",NA,0,646
"20138_1994",111,1,NA
"20138_1995",111,2,NA
"20138_1996",173,2,NA
"20138_1997",173,2,NA
"20138_1998",173,2,NA
"20138_1999",173,2,NA
"20138_2000",173,2,NA
"20138_2001",173,2,NA
"20138_2002",173,2,NA
"20138_2003",173,2,NA
"20138_2004",173,2,NA
"20138_2005",173,2,NA
"20138_2006",NA,2,NA
"20138_2007",173,2,277
"20138_2008",173,2,314
"20138_2009",173,2,318
"20138_2010",173,2,320
"20138_2011",173,2,327
"20138_2012",NA,2,329
"20138_2013",NA,2,337
"20138_2014",NA,2,344
"20138_2015",NA,2,341
"20139_1994",107,0,NA
"20139_1995",107,0,NA
"20139_1996",145,0,NA
"20139_1997",145,0,NA
"20139_1998",145,0,NA
"20139_1999",145,0,NA
"20139_2000",145,0,NA
"20139_2001",145,0,NA
"20139_2002",145,0,NA
"20139_2003",145,0,NA
"20139_2004",145,0,NA
"20139_2005",145,0,NA
"20139_2006",145,0,NA
"20139_2007",145,NA,445
"20139_2008",145,0,481
"20139_2009",145,NA,507
"20139_2010",145,NA,516
"20139_2011",145,NA,534
"20139_2012",NA,NA,546
"20139_2013",NA,NA,553
"20139_2014",NA,1,564
"20139_2015",NA,1,664
"20140_1994",250,0,NA
"20140_1995",250,0,NA
"20140_1996",150,0,NA
"20140_1997",150,0,NA
"20140_1998",150,0,NA
"20140_1999",150,0,NA
"20140_2000",150,0,NA
"20140_2001",150,0,NA
"20140_2002",150,0,NA
"20140_2003",150,0,NA
"20140_2004",150,0,NA
"20140_2005",150,0,NA
"20140_2006",150,0,NA
"20140_2007",150,NA,210
"20140_2008",150,0,215
"20140_2009",150,NA,216
"20140_2010",150,NA,226
"20140_2011",150,NA,233
"20140_2012",NA,NA,238
"20140_2013",NA,NA,238
"20140_2014",NA,0,244
"20140_2015",NA,0,249
"20141_1994",244,0,NA
"20141_1995",244,1,NA
"20141_1996",625,1,NA
"20141_1997",625,1,NA
"20141_1998",625,1,NA
"20141_1999",625,1,NA
"20141_2000",625,1,NA
"20141_2001",625,1,NA
"20141_2002",625,1,NA
"20141_2003",625,1,NA
"20141_2004",625,1,NA
"20141_2005",625,1,NA
"20141_2006",625,1,NA
"20141_2007",625,1,1511
"20141_2008",625,1,1537
"20141_2009",625,1,1629
"20141_2010",625,1,1676
"20141_2011",625,1,1740
"20141_2012",NA,1,1825
"20141_2013",NA,1,1900
"20141_2014",NA,1,1427
"20141_2015",NA,1,2244
"20142_1994",60,0,NA
"20142_1995",60,0,NA
"20142_1996",178,0,NA
"20142_1997",178,0,NA
"20142_1998",178,0,NA
"20142_1999",178,0,NA
"20142_2000",178,0,NA
"20142_2001",178,0,NA
"20142_2002",178,0,NA
"20142_2003",178,0,NA
"20142_2004",178,0,NA
"20142_2005",178,0,NA
"20142_2006",178,0,NA
"20142_2007",178,NA,369
"20142_2008",178,0,375
"20142_2009",178,NA,383
"20142_2010",178,NA,383
"20142_2011",178,NA,378
"20142_2012",NA,NA,380
"20142_2013",NA,NA,379
"20142_2014",NA,0,383
"20142_2015",NA,0,381
"20143_1994",1106,0,NA
"20143_1995",1106,1,NA
"20143_1996",1704,1,NA
"20143_1997",1704,1,NA
"20143_1998",1704,1,NA
"20143_1999",1704,1,NA
"20143_2000",1704,1,NA
"20143_2001",1704,1,NA
"20143_2002",1704,1,NA
"20143_2003",1704,1,NA
"20143_2004",1704,1,NA
"20143_2005",1704,1,NA
"20143_2006",1704,1,NA
"20143_2007",1704,1,2956
"20143_2008",1704,1,3029
"20143_2009",1704,1,3123
"20143_2010",1704,1,3130
"20143_2011",1704,1,3223
"20143_2012",NA,1,3259
"20143_2013",NA,1,3293
"20143_2014",NA,1,3250
"20143_2015",NA,1,3378
"20144_1994",18,0,NA
"20144_1995",18,0,NA
"20144_1996",234,0,NA
"20144_1997",234,0,NA
"20144_1998",234,0,NA
"20144_1999",234,0,NA
"20144_2000",234,0,NA
"20144_2001",234,0,NA
"20144_2002",234,0,NA
"20144_2003",234,0,NA
"20144_2004",234,0,NA
"20144_2005",234,0,NA
"20144_2006",234,0,NA
"20144_2007",234,NA,397
"20144_2008",234,0,397
"20144_2009",234,NA,398
"20144_2010",234,NA,404
"20144_2011",234,NA,428
"20144_2012",NA,NA,431
"20144_2013",NA,NA,445
"20144_2014",NA,NA,455
"20144_2015",NA,NA,465
"20145_1994",170,0,NA
"20145_1995",170,0,NA
"20145_1996",181,0,NA
"20145_1997",181,0,NA
"20145_1998",181,0,NA
"20145_1999",181,0,NA
"20145_2000",181,0,NA
"20145_2001",181,0,NA
"20145_2002",181,0,NA
"20145_2003",181,1,NA
"20145_2004",181,1,NA
"20145_2005",181,1,NA
"20145_2006",181,1,NA
"20145_2007",181,1,983
"20145_2008",181,1,1124
"20145_2009",181,1,1235
"20145_2010",181,1,1405
"20145_2011",181,1,1559
"20145_2012",NA,1,1728
"20145_2013",NA,1,1801
"20145_2014",NA,1,1979
"20145_2015",NA,1,2038
"20146_1994",160,0,NA
"20146_1995",160,0,NA
"20146_1996",160,0,NA
"20146_1997",160,0,NA
"20146_1998",160,0,NA
"20146_1999",160,0,NA
"20146_2000",160,0,NA
"20146_2001",160,0,NA
"20146_2002",160,0,NA
"20146_2003",160,0,NA
"20146_2004",160,0,NA
"20146_2005",160,0,NA
"20146_2006",160,0,NA
"20146_2007",160,NA,485
"20146_2008",160,0,516
"20146_2009",160,NA,521
"20146_2010",160,NA,530
"20146_2011",160,NA,606
"20146_2012",NA,NA,606
"20146_2013",NA,NA,637
"20146_2014",NA,0,684
"20146_2015",NA,0,696
"20147_1994",15,0,NA
"20147_1995",15,0,NA
"20147_1996",97,0,NA
"20147_1997",97,0,NA
"20147_1998",97,0,NA
"20147_1999",97,0,NA
"20147_2000",97,0,NA
"20147_2001",97,0,NA
"20147_2002",97,0,NA
"20147_2003",97,0,NA
"20147_2004",97,0,NA
"20147_2005",97,0,NA
"20147_2006",97,0,NA
"20147_2007",97,NA,164
"20147_2008",97,0,169
"20147_2009",97,NA,167
"20147_2010",97,NA,174
"20147_2011",97,NA,183
"20147_2012",NA,NA,184
"20147_2013",NA,NA,186
"20147_2014",NA,1,182
"20147_2015",NA,1,181
"20148_1994",0,0,NA
"20148_1995",0,0,NA
"20148_1996",0,0,NA
"20148_1997",0,0,NA
"20148_1998",0,0,NA
"20148_1999",0,0,NA
"20148_2000",0,0,NA
"20148_2001",0,0,NA
"20148_2002",0,0,NA
"20148_2003",0,0,NA
"20148_2004",0,0,NA
"20148_2005",0,0,NA
"20148_2006",0,0,NA
"20148_2007",NA,NA,361
"20148_2008",NA,0,378
"20148_2009",NA,NA,387
"20148_2010",NA,NA,392
"20148_2011",NA,NA,397
"20148_2012",NA,NA,413
"20148_2013",NA,NA,417
"20148_2014",NA,0,423
"20148_2015",NA,0,445
"20149_1994",360,0,NA
"20149_1995",360,0,NA
"20149_1996",360,0,NA
"20149_1997",360,0,NA
"20149_1998",360,0,NA
"20149_1999",360,0,NA
"20149_2000",360,0,NA
"20149_2001",360,0,NA
"20149_2002",360,0,NA
"20149_2003",360,0,NA
"20149_2004",360,0,NA
"20149_2005",360,0,NA
"20149_2006",360,0,NA
"20149_2007",360,NA,347
"20149_2008",360,0,390
"20149_2009",360,NA,407
"20149_2010",360,NA,450
"20149_2011",360,NA,460
"20149_2012",NA,NA,472
"20149_2013",NA,NA,508
"20149_2014",NA,0,514
"20149_2015",NA,0,541
"20150_1994",1200,1,NA
"20150_1995",1200,1,NA
"20150_1996",1292,1,NA
"20150_1997",1292,1,NA
"20150_1998",1292,1,NA
"20150_1999",1292,1,NA
"20150_2000",1292,1,NA
"20150_2001",1292,1,NA
"20150_2002",1412,1,NA
"20150_2003",1412,1,NA
"20150_2004",1412,1,NA
"20150_2005",1560,1,NA
"20150_2006",1800,1,NA
"20150_2007",1502,1,3150
"20150_2008",1502,1,3288
"20150_2009",1587,1,3401
"20150_2010",1587,1,3470
"20150_2011",1648,1,3592
"20150_2012",1695,1,3711
"20150_2013",1698,1,3772
"20150_2014",1717,1,3845
"20150_2015",1732,1,3959
"20151_1994",80,0,NA
"20151_1995",80,0,NA
"20151_1996",84,0,NA
"20151_1997",84,0,NA
"20151_1998",84,0,NA
"20151_1999",84,0,NA
"20151_2000",84,0,NA
"20151_2001",84,0,NA
"20151_2002",84,0,NA
"20151_2003",84,0,NA
"20151_2004",84,0,NA
"20151_2005",84,0,NA
"20151_2006",84,0,NA
"20151_2007",84,NA,141
"20151_2008",84,0,143
"20151_2009",84,NA,146
"20151_2010",84,NA,153
"20151_2011",84,NA,162
"20151_2012",NA,NA,161
"20151_2013",NA,NA,164
"20151_2014",NA,0,170
"20151_2015",NA,0,175
"20152_1994",63,0,NA
"20152_1995",63,0,NA
"20152_1996",146,0,NA
"20152_1997",146,0,NA
"20152_1998",146,0,NA
"20152_1999",146,0,NA
"20152_2000",146,0,NA
"20152_2001",146,0,NA
"20152_2002",146,0,NA
"20152_2003",146,0,NA
"20152_2004",146,0,NA
"20152_2005",146,0,NA
"20152_2006",146,0,NA
"20152_2007",146,NA,496
"20152_2008",146,0,521
"20152_2009",146,NA,546
"20152_2010",146,NA,548
"20152_2011",146,NA,552
"20152_2012",NA,NA,566
"20152_2013",NA,NA,570
"20152_2014",NA,0,582
"20152_2015",NA,0,585
"20153_1994",165,0,NA
"20153_1995",165,0,NA
"20153_1996",362,0,NA
"20153_1997",362,0,NA
"20153_1998",365,0,NA
"20153_1999",365,0,NA
"20153_2000",365,0,NA
"20153_2001",365,0,NA
"20153_2002",365,0,NA
"20153_2003",365,0,NA
"20153_2004",365,0,NA
"20153_2005",365,0,NA
"20153_2006",365,0,NA
"20153_2007",365,NA,1079
"20153_2008",365,1,1115
"20153_2009",365,1,1163
"20153_2010",365,1,1200
"20153_2011",365,1,1220
"20153_2012",NA,1,1222
"20153_2013",NA,1,1250
"20153_2014",NA,1,1302
"20153_2015",NA,1,1330
"20154_1994",171,0,NA
"20154_1995",171,0,NA
"20154_1996",216,0,NA
"20154_1997",216,0,NA
"20154_1998",216,0,NA
"20154_1999",216,0,NA
"20154_2000",216,0,NA
"20154_2001",216,0,NA
"20154_2002",216,0,NA
"20154_2003",216,0,NA
"20154_2004",216,0,NA
"20154_2005",216,0,NA
"20154_2006",216,0,NA
"20154_2007",216,NA,452
"20154_2008",216,0,465
"20154_2009",216,NA,470
"20154_2010",216,NA,487
"20154_2011",216,NA,489
"20154_2012",NA,NA,539
"20154_2013",NA,NA,583
"20154_2014",NA,0,720
"20154_2015",NA,0,721
"20155_1994",18,0,NA
"20155_1995",18,0,NA
"20155_1996",86,0,NA
"20155_1997",86,0,NA
"20155_1998",86,0,NA
"20155_1999",86,0,NA
"20155_2000",86,0,NA
"20155_2001",86,0,NA
"20155_2002",86,0,NA
"20155_2003",86,0,NA
"20155_2004",86,0,NA
"20155_2005",86,0,NA
"20155_2006",86,0,NA
"20155_2007",86,NA,140
"20155_2008",86,0,145
"20155_2009",86,NA,144
"20155_2010",86,NA,183
"20155_2011",86,NA,186
"20155_2012",NA,NA,188
"20155_2013",NA,NA,188
"20155_2014",NA,0,190
"20155_2015",NA,0,208
"20156_1994",593,1,NA
"20156_1995",593,2,NA
"20156_1996",618,2,NA
"20156_1997",618,2,NA
"20156_1998",618,2,NA
"20156_1999",618,2,NA
"20156_2000",618,2,NA
"20156_2001",618,2,NA
"20156_2002",618,2,NA
"20156_2003",618,2,NA
"20156_2004",618,2,NA
"20156_2005",618,2,NA
"20156_2006",618,2,NA
"20156_2007",618,2,1299
"20156_2008",618,2,1349
"20156_2009",618,2,1387
"20156_2010",618,2,1412
"20156_2011",618,2,1437
"20156_2012",NA,2,1467
"20156_2013",NA,2,1515
"20156_2014",NA,2,1549
"20156_2015",NA,2,1581
"20157_1994",130,0,NA
"20157_1995",130,0,NA
"20157_1996",677,0,NA
"20157_1997",677,0,NA
"20157_1998",677,1,NA
"20157_1999",677,1,NA
"20157_2000",677,1,NA
"20157_2001",677,2,NA
"20157_2002",677,2,NA
"20157_2003",677,2,NA
