"muniYear","agua","dren","elec"
"07060_2009",839,6,1931
"07060_2010",0,11,1988
"07060_2011",NA,11,1970
"07060_2012",NA,16,1943
"07060_2013",NA,16,1961
"07060_2014",NA,16,2103
"07060_2015",NA,16,2147
"07061_1994",4791,1,NA
"07061_1995",6383,1,NA
"07061_1996",7944,15,NA
"07061_1997",7944,15,NA
"07061_1998",7944,15,NA
"07061_1999",7944,2,NA
"07061_2000",7944,2,NA
"07061_2001",7997,2,NA
"07061_2002",7997,2,NA
"07061_2003",7997,2,NA
"07061_2004",7997,2,NA
"07061_2005",8196,2,NA
"07061_2006",8266,2,NA
"07061_2007",8266,2,NA
"07061_2008",8266,2,NA
"07061_2009",8266,2,20716
"07061_2010",0,6,21514
"07061_2011",NA,6,23788
"07061_2012",NA,8,24906
"07061_2013",NA,9,25356
"07061_2014",NA,10,27280
"07061_2015",NA,25,26394
"07062_1994",372,4,NA
"07062_1995",790,4,NA
"07062_1996",1121,2,NA
"07062_1997",1121,2,NA
"07062_1998",1161,2,NA
"07062_1999",1161,3,NA
"07062_2000",1161,3,NA
"07062_2001",1500,3,NA
"07062_2002",1500,3,NA
"07062_2003",1500,3,NA
"07062_2004",1500,3,NA
"07062_2005",1500,3,3683
"07062_2006",1500,3,NA
"07062_2007",1500,3,NA
"07062_2008",1500,3,NA
"07062_2009",1500,3,3821
"07062_2010",0,3,3912
"07062_2011",NA,3,4025
"07062_2012",NA,5,4216
"07062_2013",NA,5,4311
"07062_2014",NA,5,4375
"07062_2015",NA,6,4526
"07063_1994",326,3,NA
"07063_1995",361,3,NA
"07063_1996",361,1,NA
"07063_1997",361,1,NA
"07063_1998",371,1,NA
"07063_1999",371,2,NA
"07063_2000",371,2,NA
"07063_2001",371,2,NA
"07063_2002",371,2,NA
"07063_2003",371,2,NA
"07063_2004",371,2,NA
"07063_2005",371,2,NA
"07063_2006",371,2,NA
"07063_2007",371,2,NA
"07063_2008",371,2,NA
"07063_2009",371,2,999
"07063_2010",0,5,1065
"07063_2011",NA,5,1075
"07063_2012",NA,5,1088
"07063_2013",NA,5,1076
"07063_2014",NA,5,1122
"07063_2015",NA,5,1143
"07064_1994",545,1,NA
"07064_1995",2320,1,NA
"07064_1996",2320,1,NA
"07064_1997",2320,1,NA
"07064_1998",2380,1,NA
"07064_1999",2380,2,NA
"07064_2000",2380,2,NA
"07064_2001",2380,2,NA
"07064_2002",2628,2,NA
"07064_2003",2811,2,NA
"07064_2004",2811,2,NA
"07064_2005",3268,2,NA
"07064_2006",3374,2,NA
"07064_2007",3387,2,NA
"07064_2008",6394,2,NA
"07064_2009",6394,2,9045
"07064_2010",0,15,9067
"07064_2011",NA,15,9949
"07064_2012",NA,15,10154
"07064_2013",NA,15,10441
"07064_2014",NA,15,10832
"07064_2015",NA,15,11355
"07065_1994",2681,4,NA
"07065_1995",3554,4,NA
"07065_1996",3554,1,NA
"07065_1997",3554,1,NA
"07065_1998",4783,1,NA
"07065_1999",4783,4,NA
"07065_2000",4783,4,NA
"07065_2001",4783,4,NA
"07065_2002",4909,4,NA
"07065_2003",4909,4,NA
"07065_2004",4909,4,NA
"07065_2005",4909,4,24759
"07065_2006",4909,4,25999
"07065_2007",4935,4,NA
"07065_2008",4935,4,28990
"07065_2009",4935,4,30238
"07065_2010",0,23,31541
"07065_2011",NA,23,32954
"07065_2012",NA,23,34428
"07065_2013",NA,24,35763
"07065_2014",NA,24,37102
"07065_2015",NA,24,38980
"07066_1994",693,3,NA
"07066_1995",750,3,NA
"07066_1996",940,1,NA
"07066_1997",940,1,NA
"07066_1998",1050,1,NA
"07066_1999",1050,2,NA
"07066_2000",1050,2,NA
"07066_2001",1050,2,NA
"07066_2002",4822,3,NA
"07066_2003",4822,3,NA
"07066_2004",4822,3,NA
"07066_2005",4846,3,NA
"07066_2006",4846,3,NA
"07066_2007",4846,3,NA
"07066_2008",5087,3,NA
"07066_2009",5087,3,3286
"07066_2010",0,10,3393
"07066_2011",NA,10,3482
"07066_2012",NA,10,3633
"07066_2013",NA,10,3973
"07066_2014",NA,10,4145
"07066_2015",NA,10,4254
"07067_1994",256,1,NA
"07067_1995",210,1,NA
"07067_1996",210,1,NA
"07067_1997",210,1,NA
"07067_1998",310,1,NA
"07067_1999",310,2,NA
"07067_2000",310,2,NA
"07067_2001",310,2,NA
"07067_2002",431,2,NA
"07067_2003",431,2,NA
"07067_2004",431,2,NA
"07067_2005",431,2,NA
"07067_2006",431,2,NA
"07067_2007",431,2,NA
"07067_2008",448,2,NA
"07067_2009",501,3,2214
"07067_2010",0,11,2231
"07067_2011",NA,11,2334
"07067_2012",NA,14,2252
"07067_2013",NA,14,2288
"07067_2014",NA,14,2409
"07067_2015",NA,17,2407
"07068_1994",1678,5,NA
"07068_1995",2283,5,NA
"07068_1996",2359,1,NA
"07068_1997",2359,1,NA
"07068_1998",2459,1,NA
"07068_1999",2459,4,NA
"07068_2000",2459,4,NA
"07068_2001",3011,4,NA
"07068_2002",3136,4,NA
"07068_2003",3136,5,NA
"07068_2004",3136,5,NA
"07068_2005",3172,5,26139
"07068_2006",3172,5,21299
"07068_2007",3172,5,5224
"07068_2008",3172,5,8198
"07068_2009",3172,5,8530
"07068_2010",0,12,8899
"07068_2011",NA,13,9275
"07068_2012",NA,13,9498
"07068_2013",NA,13,9692
"07068_2014",NA,14,9909
"07068_2015",NA,18,10242
"07069_1994",2140,4,NA
"07069_1995",2996,4,NA
"07069_1996",2965,13,NA
"07069_1997",2996,13,NA
"07069_1998",4050,13,NA
"07069_1999",4050,3,NA
"07069_2000",4050,3,NA
"07069_2001",4050,3,NA
"07069_2002",4050,4,11559
"07069_2003",4050,5,12192
"07069_2004",4311,5,12818
"07069_2005",4311,5,13312
"07069_2006",4311,5,14213
"07069_2007",4311,5,12802
"07069_2008",4311,5,13207
"07069_2009",5334,5,15212
"07069_2010",0,12,15763
"07069_2011",NA,13,16283
"07069_2012",NA,13,16370
"07069_2013",NA,17,16773
"07069_2014",NA,17,17370
"07069_2015",NA,18,17729
"07070_1994",129,1,NA
"07070_1995",146,1,NA
"07070_1996",146,1,NA
"07070_1997",146,1,NA
"07070_1998",156,1,NA
"07070_1999",156,3,NA
"07070_2000",156,3,NA
"07070_2001",156,3,NA
"07070_2002",325,3,1795
"07070_2003",527,3,1879
"07070_2004",563,3,1953
"07070_2005",563,3,2030
"07070_2006",563,3,2170
"07070_2007",563,3,2230
"07070_2008",584,3,3881
"07070_2009",584,3,2431
"07070_2010",0,5,2555
"07070_2011",NA,5,2771
"07070_2012",NA,6,2853
"07070_2013",NA,6,2881
"07070_2014",NA,6,3133
"07070_2015",NA,10,3180
"07071_1994",1248,2,NA
"07071_1995",1819,2,NA
"07071_1996",1819,5,NA
"07071_1997",1819,5,NA
"07071_1998",1879,5,NA
"07071_1999",1879,4,NA
"07071_2000",1879,4,NA
"07071_2001",1879,4,NA
"07071_2002",1879,4,5393
"07071_2003",1879,4,5689
"07071_2004",1879,4,6114
"07071_2005",1961,4,6187
"07071_2006",1961,4,6448
"07071_2007",1961,4,2883
"07071_2008",1961,4,8854
"07071_2009",1961,4,7337
"07071_2010",0,7,7531
"07071_2011",NA,7,7813
"07071_2012",NA,7,7901
"07071_2013",NA,7,8204
"07071_2014",NA,7,8361
"07071_2015",NA,7,8583
"07072_1994",781,2,NA
"07072_1995",1764,2,NA
"07072_1996",1766,1,NA
"07072_1997",1766,1,NA
"07072_1998",1766,1,NA
"07072_1999",1766,2,NA
"07072_2000",1766,2,NA
"07072_2001",1766,2,NA
"07072_2002",1766,2,NA
"07072_2003",1766,2,NA
"07072_2004",1766,2,NA
"07072_2005",2014,2,NA
"07072_2006",2014,2,NA
"07072_2007",2226,2,NA
"07072_2008",2246,2,NA
"07072_2009",2246,2,5228
"07072_2010",0,17,5383
"07072_2011",NA,17,5488
"07072_2012",NA,17,5704
"07072_2013",NA,18,5731
"07072_2014",NA,18,5796
"07072_2015",NA,19,5939
"07073_1994",597,1,NA
"07073_1995",638,1,NA
"07073_1996",1235,1,NA
"07073_1997",1235,1,NA
"07073_1998",1295,1,NA
"07073_1999",1295,2,NA
"07073_2000",1295,2,NA
"07073_2001",1295,2,NA
"07073_2002",1295,2,NA
"07073_2003",1295,2,NA
"07073_2004",1295,2,NA
"07073_2005",1295,2,NA
"07073_2006",1295,2,NA
"07073_2007",1295,2,NA
"07073_2008",1295,2,NA
"07073_2009",1295,2,1700
"07073_2010",0,7,1891
"07073_2011",NA,7,1932
"07073_2012",NA,7,1972
"07073_2013",NA,7,2037
"07073_2014",NA,7,2108
"07073_2015",NA,7,2108
"07074_1994",3,1,NA
"07074_1995",4433,1,NA
"07074_1996",4433,2,NA
"07074_1997",4433,2,NA
"07074_1998",4523,2,NA
"07074_1999",4523,3,NA
"07074_2000",4523,3,NA
"07074_2001",4523,3,NA
"07074_2002",4523,4,NA
"07074_2003",4523,4,NA
"07074_2004",4523,5,NA
"07074_2005",4523,5,10459
"07074_2006",4523,5,9998
"07074_2007",4523,5,7741
"07074_2008",4523,5,12401
"07074_2009",4523,5,11601
"07074_2010",0,12,12647
"07074_2011",NA,12,12827
"07074_2012",NA,12,13849
"07074_2013",NA,12,14669
"07074_2014",NA,12,14662
"07074_2015",NA,12,14608
"07075_1994",1932,1,NA
"07075_1995",1976,1,NA
"07075_1996",1976,1,NA
"07075_1997",1976,1,NA
"07075_1998",2046,1,NA
"07075_1999",2046,6,NA
"07075_2000",2046,6,NA
"07075_2001",2762,6,NA
"07075_2002",2762,6,NA
"07075_2003",2762,6,NA
"07075_2004",2762,6,NA
"07075_2005",2762,6,NA
"07075_2006",2762,6,NA
"07075_2007",2762,6,NA
"07075_2008",2762,6,NA
"07075_2009",2762,6,6266
"07075_2010",0,8,6520
"07075_2011",NA,8,6840
"07075_2012",NA,8,7203
"07075_2013",NA,8,7480
"07075_2014",NA,8,7697
"07075_2015",NA,8,7905
"07076_1994",278,1,NA
"07076_1995",1345,1,NA
"07076_1996",1043,1,NA
"07076_1997",1043,1,NA
"07076_1998",1103,1,NA
"07076_1999",1103,2,NA
"07076_2000",1103,2,NA
"07076_2001",1103,2,NA
"07076_2002",1129,2,NA
"07076_2003",1244,2,NA
"07076_2004",1244,2,NA
"07076_2005",1244,2,NA
"07076_2006",1244,2,NA
"07076_2007",1244,2,NA
"07076_2008",1244,2,NA
"07076_2009",1244,3,4391
"07076_2010",0,16,4595
"07076_2011",NA,16,5007
"07076_2012",NA,16,5293
"07076_2013",NA,16,5096
"07076_2014",NA,16,5264
"07076_2015",NA,17,5224
"07077_1994",666,3,NA
"07077_1995",1630,3,NA
"07077_1996",1630,1,NA
"07077_1997",1897,1,NA
"07077_1998",4606,1,NA
"07077_1999",4606,3,NA
"07077_2000",4606,3,NA
"07077_2001",4606,3,NA
"07077_2002",4720,3,NA
"07077_2003",4852,3,NA
"07077_2004",4852,3,NA
"07077_2005",4852,3,9738
"07077_2006",4852,3,9872
"07077_2007",4885,3,NA
"07077_2008",4923,3,10614
"07077_2009",5249,4,10975
"07077_2010",0,20,11566
"07077_2011",NA,20,12207
"07077_2012",NA,22,12053
"07077_2013",NA,22,12308
"07077_2014",NA,22,12473
"07077_2015",NA,24,12928
"07078_1994",15959,1,NA
"07078_1995",15597,1,NA
"07078_1996",17246,1,NA
"07078_1997",17396,1,NA
"07078_1998",20718,1,NA
"07078_1999",20718,2,NA
"07078_2000",20718,2,NA
"07078_2001",23040,2,NA
"07078_2002",23040,2,NA
"07078_2003",23264,2,NA
"07078_2004",23264,3,NA
"07078_2005",23320,3,NA
"07078_2006",23320,3,NA
"07078_2007",23417,3,NA
"07078_2008",23434,3,NA
"07078_2009",23434,3,54990
"07078_2010",0,12,57352
"07078_2011",NA,12,58209
"07078_2012",NA,13,60791
"07078_2013",NA,13,63837
"07078_2014",NA,13,65046
"07078_2015",NA,13,67530
"07079_1994",1396,3,NA
"07079_1995",2075,3,NA
"07079_1996",2075,6,NA
"07079_1997",2168,6,NA
"07079_1998",2198,6,NA
"07079_1999",2198,4,NA
"07079_2000",2198,4,NA
"07079_2001",2198,4,NA
"07079_2002",2198,4,NA
"07079_2003",2198,4,NA
"07079_2004",2198,4,NA
"07079_2005",2223,4,NA
"07079_2006",2223,4,NA
"07079_2007",2223,4,NA
"07079_2008",2223,4,NA
"07079_2009",2223,4,9394
"07079_2010",0,11,9586
"07079_2011",NA,11,9943
"07079_2012",NA,15,10221
"07079_2013",NA,15,10569
"07079_2014",NA,16,10947
"07079_2015",NA,16,11286
"07080_1994",295,1,NA
"07080_1995",1181,1,NA
"07080_1996",859,1,NA
"07080_1997",859,1,NA
"07080_1998",1009,1,NA
"07080_1999",1009,2,NA
"07080_2000",1009,2,NA
"07080_2001",1009,2,NA
"07080_2002",1048,2,4355
"07080_2003",1048,2,4548
"07080_2004",1355,2,5201
"07080_2005",1498,2,5261
"07080_2006",1498,2,5627
"07080_2007",1498,2,6324
"07080_2008",1498,2,4386
"07080_2009",1498,2,6786
"07080_2010",0,6,7347
"07080_2011",NA,6,7737
"07080_2012",NA,7,8164
"07080_2013",NA,7,8614
"07080_2014",NA,7,9284
"07080_2015",NA,10,9215
"07081_1994",1092,1,NA
"07081_1995",1794,1,NA
"07081_1996",1794,1,NA
"07081_1997",1794,1,NA
"07081_1998",1794,1,NA
"07081_1999",1794,3,NA
"07081_2000",1794,3,NA
"07081_2001",1794,3,NA
"07081_2002",1794,3,NA
"07081_2003",1901,3,NA
"07081_2004",1901,3,NA
"07081_2005",1933,3,NA
"07081_2006",2246,3,NA
"07081_2007",2344,3,NA
"07081_2008",2344,3,NA
"07081_2009",2344,3,6982
"07081_2010",0,14,7862
"07081_2011",NA,14,8060
"07081_2012",NA,21,7896
"07081_2013",NA,22,7869
"07081_2014",NA,22,8094
"07081_2015",NA,22,8409
"07082_1994",136,1,NA
"07082_1995",165,1,NA
"07082_1996",165,1,NA
"07082_1997",165,1,NA
"07082_1998",195,1,NA
"07082_1999",195,1,NA
"07082_2000",195,1,NA
"07082_2001",195,1,NA
"07082_2002",195,1,NA
"07082_2003",195,1,NA
"07082_2004",195,1,NA
"07082_2005",195,1,NA
"07082_2006",195,1,NA
"07082_2007",195,1,NA
"07082_2008",263,1,NA
"07082_2009",263,1,1587
"07082_2010",0,6,1826
"07082_2011",NA,6,1876
"07082_2012",NA,7,2017
"07082_2013",NA,7,2128
"07082_2014",NA,7,2181
"07082_2015",NA,7,2219
"07083_1994",828,2,NA
"07083_1995",957,2,NA
"07083_1996",2407,1,NA
"07083_1997",2407,1,NA
"07083_1998",2831,1,NA
"07083_1999",2831,2,NA
"07083_2000",2831,2,NA
"07083_2001",2831,2,NA
"07083_2002",2831,2,NA
"07083_2003",2877,2,NA
"07083_2004",2877,2,NA
"07083_2005",2917,2,NA
"07083_2006",2917,2,NA
"07083_2007",2917,2,NA
"07083_2008",2917,2,NA
"07083_2009",2917,2,4356
"07083_2010",0,3,4519
"07083_2011",NA,3,4623
"07083_2012",NA,3,5463
"07083_2013",NA,3,5515
"07083_2014",NA,3,5708
"07083_2015",NA,4,5801
"07084_1994",250,3,NA
"07084_1995",430,3,NA
"07084_1996",430,1,NA
"07084_1997",430,1,NA
"07084_1998",440,1,NA
"07084_1999",440,3,NA
"07084_2000",440,3,NA
"07084_2001",450,3,NA
"07084_2002",450,4,NA
"07084_2003",450,4,NA
"07084_2004",450,4,NA
"07084_2005",450,4,NA
"07084_2006",450,4,NA
"07084_2007",450,4,NA
"07084_2008",450,4,NA
"07084_2009",450,4,1363
"07084_2010",0,10,1414
"07084_2011",NA,10,1503
"07084_2012",NA,10,1577
"07084_2013",NA,10,1921
"07084_2014",NA,10,2319
"07084_2015",NA,10,2282
"07085_1994",497,1,NA
"07085_1995",737,1,NA
"07085_1996",737,2,NA
"07085_1997",737,2,NA
"07085_1998",737,2,NA
"07085_1999",737,2,NA
"07085_2000",737,2,NA
"07085_2001",1000,2,NA
"07085_2002",1000,3,NA
"07085_2003",1000,4,NA
"07085_2004",1036,4,NA
"07085_2005",1036,4,NA
"07085_2006",1036,4,NA
"07085_2007",1036,4,NA
"07085_2008",1036,4,NA
"07085_2009",1036,4,2243
"07085_2010",0,8,2319
"07085_2011",NA,8,2373
"07085_2012",NA,8,2453
"07085_2013",NA,8,2485
"07085_2014",NA,8,2555
"07085_2015",NA,8,2655
"07086_1994",1646,1,NA
"07086_1995",2355,1,NA
"07086_1996",2006,3,NA
"07086_1997",2080,3,NA
"07086_1998",2080,3,NA
"07086_1999",2080,3,NA
"07086_2000",2080,3,NA
"07086_2001",2080,3,NA
"07086_2002",2080,3,NA
"07086_2003",2080,3,NA
"07086_2004",5125,3,NA
"07086_2005",5125,3,NA
"07086_2006",5125,3,NA
"07086_2007",5125,3,NA
"07086_2008",5125,3,NA
"07086_2009",5125,3,5152
"07086_2010",0,8,5468
"07086_2011",NA,8,5696
"07086_2012",NA,8,5946
"07086_2013",NA,8,6141
"07086_2014",NA,9,6330
"07086_2015",NA,9,6526
"07087_1994",2064,1,NA
"07087_1995",2873,1,NA
"07087_1996",2873,2,NA
"07087_1997",2873,2,NA
"07087_1998",2913,2,NA
"07087_1999",2913,14,NA
"07087_2000",2913,14,NA
"07087_2001",3004,14,NA
"07087_2002",3004,14,7728
"07087_2003",3004,14,8174
"07087_2004",3004,14,8636
"07087_2005",3004,14,8850
"07087_2006",3004,17,10672
"07087_2007",3004,17,5630
"07087_2008",3004,17,6550
"07087_2009",3004,17,10432
"07087_2010",0,17,10823
"07087_2011",NA,18,11209
"07087_2012",NA,18,11457
"07087_2013",NA,20,11735
"07087_2014",NA,20,12280
"07087_2015",NA,20,12891
"07088_1994",69,1,NA
"07088_1995",NA,1,NA
"07088_1996",101,0,NA
"07088_1997",101,0,NA
"07088_1998",101,0,NA
"07088_1999",101,0,NA
"07088_2000",101,NA,NA
"07088_2001",101,0,NA
"07088_2002",101,0,NA
"07088_2003",101,1,NA
"07088_2004",101,1,NA
"07088_2005",101,1,NA
"07088_2006",101,1,NA
"07088_2007",101,1,NA
"07088_2008",101,1,NA
"07088_2009",101,1,562
"07088_2010",0,3,578
"07088_2011",NA,3,583
"07088_2012",NA,3,593
"07088_2013",NA,3,595
"07088_2014",NA,3,602
"07088_2015",NA,3,609
"07089_1994",21975,3,NA
"07089_1995",24854,3,NA
"07089_1996",31627,3,NA
"07089_1997",31877,3,NA
"07089_1998",32352,3,NA
"07089_1999",32352,2,NA
"07089_2000",32352,2,NA
"07089_2001",38903,2,NA
"07089_2002",38981,2,76060
"07089_2003",39854,2,80666
"07089_2004",40042,2,84838
"07089_2005",40090,2,85618
"07089_2006",40090,2,75448
"07089_2007",40090,2,10517
"07089_2008",40090,2,101596
"07089_2009",40154,3,103773
"07089_2010",0,18,106821
"07089_2011",NA,20,110889
"07089_2012",NA,22,113818
"07089_2013",NA,22,114929
"07089_2014",NA,22,119130
"07089_2015",NA,23,122410
"07090_1994",218,1,NA
"07090_1995",237,1,NA
"07090_1996",237,1,NA
"07090_1997",237,1,NA
"07090_1998",237,1,NA
"07090_1999",237,2,NA
"07090_2000",237,2,NA
"07090_2001",237,2,NA
"07090_2002",237,2,NA
"07090_2003",237,2,NA
"07090_2004",237,2,NA
"07090_2005",237,2,NA
"07090_2006",237,2,NA
"07090_2007",237,2,NA
"07090_2008",237,2,NA
"07090_2009",237,2,975
"07090_2010",0,5,956
"07090_2011",NA,5,966
"07090_2012",NA,6,969
"07090_2013",NA,6,1069
"07090_2014",NA,6,1110
"07090_2015",NA,6,1110
"07091_1994",895,2,NA
"07091_1995",952,2,NA
"07091_1996",252,2,NA
"07091_1997",452,2,NA
"07091_1998",952,2,NA
"07091_1999",952,2,NA
"07091_2000",952,2,NA
"07091_2001",952,2,NA
"07091_2002",952,2,NA
"07091_2003",952,2,NA
"07091_2004",952,2,NA
"07091_2005",952,2,NA
"07091_2006",1218,2,4884
"07091_2007",1218,2,10644
"07091_2008",1218,2,2607
"07091_2009",1218,2,2874
"07091_2010",0,6,3103
"07091_2011",NA,6,3186
"07091_2012",NA,6,3335
"07091_2013",NA,6,3443
"07091_2014",NA,6,3565
"07091_2015",NA,8,3602
"07092_1994",610,1,NA
"07092_1995",2872,1,NA
"07092_1996",2509,3,NA
"07092_1997",2872,3,NA
"07092_1998",2972,3,NA
"07092_1999",2972,7,NA
"07092_2000",2972,7,NA
"07092_2001",2972,7,NA
"07092_2002",2972,8,NA
"07092_2003",3012,8,NA
"07092_2004",3012,8,NA
"07092_2005",3282,8,2475
"07092_2006",3282,8,NA
"07092_2007",3282,8,NA
"07092_2008",3282,8,NA
"07092_2009",3282,9,10900
"07092_2010",0,17,11130
"07092_2011",NA,17,11259
"07092_2012",NA,21,11638
"07092_2013",NA,21,11798
"07092_2014",NA,22,12214
"07092_2015",NA,22,12325
"07093_1994",215,3,NA
"07093_1995",1713,3,NA
"07093_1996",2764,1,NA
"07093_1997",2764,1,NA
"07093_1998",2774,1,NA
"07093_1999",2774,2,NA
"07093_2000",2774,2,NA
"07093_2001",2774,2,NA
"07093_2002",2904,2,NA
"07093_2003",3045,3,NA
"07093_2004",3045,3,NA
"07093_2005",3145,3,NA
"07093_2006",3145,3,NA
"07093_2007",4965,3,NA
"07093_2008",5020,3,NA
"07093_2009",5442,4,6705
"07093_2010",0,10,6950
"07093_2011",NA,10,7560
"07093_2012",NA,13,7738
"07093_2013",NA,13,7892
"07093_2014",NA,13,8260
"07093_2015",NA,13,8414
"07094_1994",1569,1,NA
"07094_1995",2248,1,NA
"07094_1996",2248,2,NA
"07094_1997",2248,2,NA
"07094_1998",2401,2,NA
"07094_1999",2401,5,NA
"07094_2000",2401,5,NA
"07094_2001",2806,5,NA
"07094_2002",2918,6,NA
"07094_2003",2918,6,NA
"07094_2004",2918,6,NA
"07094_2005",2918,6,NA
"07094_2006",2918,6,NA
"07094_2007",2918,6,NA
"07094_2008",2918,6,NA
"07094_2009",3016,6,9122
"07094_2010",0,23,9626
"07094_2011",NA,24,9996
"07094_2012",NA,27,10475
"07094_2013",NA,27,10853
"07094_2014",NA,28,11382
"07094_2015",NA,27,12062
"07096_1994",1565,1,NA
"07096_1995",3335,1,NA
"07096_1996",3335,2,NA
"07096_1997",3335,2,NA
"07096_1998",3621,2,NA
"07096_1999",3621,2,NA
"07096_2000",3621,2,NA
"07096_2001",3621,2,NA
"07096_2002",3621,2,NA
"07096_2003",4091,3,NA
"07096_2004",4091,3,NA
"07096_2005",4180,4,NA
"07096_2006",4180,4,NA
"07096_2007",4273,4,NA
"07096_2008",7841,5,NA
"07096_2009",8151,5,10882
"07096_2010",0,14,11913
"07096_2011",NA,14,12452
"07096_2012",NA,20,13332
"07096_2013",NA,20,13872
"07096_2014",NA,20,14194
"07096_2015",NA,20,14456
"07097_1994",4972,3,NA
"07097_1995",6574,3,NA
"07097_1996",6800,4,NA
"07097_1997",6800,4,NA
"07097_1998",8817,4,NA
"07097_1999",8817,3,NA
"07097_2000",8817,3,NA
"07097_2001",8817,3,NA
"07097_2002",9036,5,20085
"07097_2003",9036,7,21265
"07097_2004",9136,8,21744
"07097_2005",9136,8,22518
"07097_2006",9136,8,23367
"07097_2007",9136,8,95391
"07097_2008",9247,8,23762
"07097_2009",9373,9,25231
"07097_2010",0,18,25784
"07097_2011",NA,19,26402
"07097_2012",NA,20,26823
"07097_2013",NA,21,27825
"07097_2014",NA,22,28708
"07097_2015",NA,22,29388
"07098_1994",471,1,NA
"07098_1995",509,1,NA
"07098_1996",509,1,NA
"07098_1997",509,1,NA
"07098_1998",519,1,NA
"07098_1999",519,6,NA
"07098_2000",519,6,NA
"07098_2001",519,6,NA
"07098_2002",519,6,NA
"07098_2003",519,6,NA
"07098_2004",519,6,NA
"07098_2005",519,6,NA
"07098_2006",519,6,NA
"07098_2007",519,6,NA
"07098_2008",519,6,NA
"07098_2009",519,7,1364
"07098_2010",0,10,1405
"07098_2011",NA,10,1423
"07098_2012",NA,10,1513
"07098_2013",NA,10,1603
"07098_2014",NA,10,1642
"07098_2015",NA,10,1702
"07099_1994",1673,3,NA
"07099_1995",4648,3,NA
"07099_1996",5467,1,NA
"07099_1997",5467,1,NA
"07099_1998",5967,1,NA
"07099_1999",5967,2,NA
"07099_2000",5967,2,NA
"07099_2001",5967,2,NA
"07099_2002",5995,2,NA
"07099_2003",6041,2,NA
"07099_2004",6120,2,NA
"07099_2005",7116,2,NA
"07099_2006",7773,2,NA
"07099_2007",7773,2,NA
"07099_2008",7817,2,NA
"07099_2009",7849,2,19097
"07099_2010",0,2,19887
"07099_2011",NA,2,20298
"07099_2012",NA,2,21334
"07099_2013",NA,2,21445
"07099_2014",NA,2,21965
"07099_2015",NA,14,22085
"07100_1994",242,4,NA
"07100_1995",960,4,NA
"07100_1996",960,2,NA
"07100_1997",960,2,NA
"07100_1998",960,2,NA
"07100_1999",960,4,NA
"07100_2000",960,3,NA
"07100_2001",2706,3,NA
"07100_2002",2706,3,NA
"07100_2003",2706,3,NA
"07100_2004",2706,3,NA
"07100_2005",2773,3,NA
"07100_2006",2773,3,NA
"07100_2007",2773,3,NA
"07100_2008",3395,3,NA
"07100_2009",3448,5,4701
"07100_2010",0,20,4757
"07100_2011",NA,20,4913
"07100_2012",NA,23,5306
"07100_2013",NA,23,5941
"07100_2014",NA,23,6059
"07100_2015",NA,23,6273
"07101_1994",60793,3,NA
"07101_1995",61529,4,NA
"07101_1996",86464,11,NA
"07101_1997",86964,11,NA
"07101_1998",86964,11,NA
"07101_1999",86964,6,NA
"07101_2000",86964,6,NA
"07101_2001",89174,6,NA
"07101_2002",89174,7,NA
"07101_2003",89174,8,NA
"07101_2004",89174,8,NA
"07101_2005",89174,8,NA
"07101_2006",89174,8,NA
"07101_2007",89174,8,NA
"07101_2008",89174,8,NA
"07101_2009",89174,8,193256
"07101_2010",0,8,200483
"07101_2011",NA,8,205653
"07101_2012",NA,8,210273
"07101_2013",NA,8,217559
"07101_2014",NA,9,223085
"07101_2015",NA,10,229436
"07102_1994",1200,1,NA
"07102_1995",1438,1,NA
"07102_1996",1438,1,NA
"07102_1997",1438,1,NA
"07102_1998",1528,1,NA
"07102_1999",1528,3,NA
"07102_2000",1528,3,NA
"07102_2001",1760,3,NA
"07102_2002",1760,3,7245
"07102_2003",2642,3,7659
"07102_2004",3155,4,8000
"07102_2005",3155,4,8329
"07102_2006",3267,4,9125
"07102_2007",3267,4,22770
"07102_2008",3267,4,8845
"07102_2009",3267,7,10605
"07102_2010",0,13,10951
"07102_2011",NA,14,11416
"07102_2012",NA,14,11523
"07102_2013",NA,14,11895
"07102_2014",NA,14,12042
"07102_2015",NA,15,12588
"07103_1994",321,1,NA
"07103_1995",1478,1,NA
"07103_1996",1353,1,NA
"07103_1997",1394,1,NA
"07103_1998",1454,1,NA
"07103_1999",1454,2,NA
"07103_2000",1454,2,NA
"07103_2001",1454,2,NA
"07103_2002",1454,2,3954
"07103_2003",1599,3,4122
"07103_2004",1599,3,4118
"07103_2005",1599,3,4946
"07103_2006",1599,3,5022
"07103_2007",1599,3,8338
"07103_2008",1599,3,8550
"07103_2009",2320,3,5859
"07103_2010",0,9,6065
"07103_2011",NA,9,6774
"07103_2012",NA,10,6969
"07103_2013",NA,10,7252
"07103_2014",NA,10,8114
"07103_2015",NA,11,8498
"07104_1994",585,1,NA
"07104_1995",1179,1,NA
"07104_1996",1179,3,NA
"07104_1997",1179,3,NA
"07104_1998",2662,3,NA
"07104_1999",2662,2,NA
"07104_2000",2662,2,NA
"07104_2001",2662,2,NA
"07104_2002",2662,2,NA
"07104_2003",2662,2,NA
"07104_2004",2662,2,NA
"07104_2005",2787,3,NA
"07104_2006",2787,3,NA
"07104_2007",2809,5,NA
"07104_2008",2809,5,NA
"07104_2009",2809,6,4282
