"muniYear","homicidios"
"14016_2005",NA
"14016_2006",1
"14016_2007",5
"14016_2008",4
"14016_2009",1
"14016_2010",1
"14016_2011",23
"14016_2012",15
"14016_2013",7
"14016_2014",3
"14016_2015",1
"14017_1994",5
"14017_1995",NA
"14017_1996",2
"14017_1997",1
"14017_1998",5
"14017_1999",4
"14017_2000",1
"14017_2001",NA
"14017_2002",NA
"14017_2003",NA
"14017_2004",2
"14017_2005",NA
"14017_2006",NA
"14017_2007",2
"14017_2008",NA
"14017_2009",NA
"14017_2010",NA
"14017_2011",6
"14017_2012",5
"14017_2013",2
"14017_2014",5
"14017_2015",3
"14018_1994",4
"14018_1995",9
"14018_1996",4
"14018_1997",4
"14018_1998",NA
"14018_1999",2
"14018_2000",4
"14018_2001",2
"14018_2002",6
"14018_2003",1
"14018_2004",1
"14018_2005",7
"14018_2006",6
"14018_2007",8
"14018_2008",9
"14018_2009",8
"14018_2010",23
"14018_2011",16
"14018_2012",13
"14018_2013",16
"14018_2014",13
"14018_2015",37
"14019_1994",2
"14019_1995",2
"14019_1996",2
"14019_1997",1
"14019_1998",2
"14019_1999",3
"14019_2000",1
"14019_2001",1
"14019_2002",1
"14019_2003",1
"14019_2004",NA
"14019_2005",NA
"14019_2006",NA
"14019_2007",NA
"14019_2008",NA
"14019_2009",2
"14019_2010",NA
"14019_2011",NA
"14019_2012",2
"14019_2013",1
"14019_2014",1
"14019_2015",1
"14020_1994",1
"14020_1995",3
"14020_1996",2
"14020_1997",3
"14020_1998",2
"14020_1999",3
"14020_2000",1
"14020_2001",4
"14020_2002",4
"14020_2003",NA
"14020_2004",NA
"14020_2005",2
"14020_2006",1
"14020_2007",NA
"14020_2008",4
"14020_2009",2
"14020_2010",2
"14020_2011",1
"14020_2012",NA
"14020_2013",2
"14020_2014",4
"14020_2015",3
"14021_1994",4
"14021_1995",NA
"14021_1996",1
"14021_1997",1
"14021_1998",6
"14021_1999",NA
"14021_2000",1
"14021_2001",3
"14021_2002",1
"14021_2003",2
"14021_2004",NA
"14021_2005",NA
"14021_2006",3
"14021_2007",1
"14021_2008",NA
"14021_2009",4
"14021_2010",4
"14021_2011",8
"14021_2012",1
"14021_2013",2
"14021_2014",4
"14021_2015",7
"14022_1994",2
"14022_1995",7
"14022_1996",8
"14022_1997",3
"14022_1998",3
"14022_1999",2
"14022_2000",4
"14022_2001",2
"14022_2002",8
"14022_2003",3
"14022_2004",4
"14022_2005",3
"14022_2006",1
"14022_2007",3
"14022_2008",4
"14022_2009",10
"14022_2010",12
"14022_2011",12
"14022_2012",13
"14022_2013",24
"14022_2014",14
"14022_2015",10
"14023_1994",10
"14023_1995",13
"14023_1996",2
"14023_1997",5
"14023_1998",5
"14023_1999",5
"14023_2000",2
"14023_2001",2
"14023_2002",5
"14023_2003",2
"14023_2004",1
"14023_2005",8
"14023_2006",10
"14023_2007",4
"14023_2008",13
"14023_2009",9
"14023_2010",13
"14023_2011",8
"14023_2012",8
"14023_2013",11
"14023_2014",11
"14023_2015",16
"14024_1994",1
"14024_1995",3
"14024_1996",NA
"14024_1997",2
"14024_1998",3
"14024_1999",1
"14024_2000",1
"14024_2001",NA
"14024_2002",3
"14024_2003",NA
"14024_2004",1
"14024_2005",NA
"14024_2006",5
"14024_2007",NA
"14024_2008",2
"14024_2009",2
"14024_2010",3
"14024_2011",5
"14024_2012",13
"14024_2013",7
"14024_2014",2
"14024_2015",NA
"14025_1994",NA
"14025_1995",2
"14025_1996",1
"14025_1997",NA
"14025_1998",3
"14025_1999",NA
"14025_2000",NA
"14025_2001",NA
"14025_2002",1
"14025_2003",1
"14025_2004",NA
"14025_2005",NA
"14025_2006",2
"14025_2007",2
"14025_2008",NA
"14025_2009",11
"14025_2010",3
"14025_2011",4
"14025_2012",2
"14025_2013",NA
"14025_2014",NA
"14025_2015",1
"14026_1994",1
"14026_1995",NA
"14026_1996",1
"14026_1997",NA
"14026_1998",NA
"14026_1999",2
"14026_2000",NA
"14026_2001",NA
"14026_2002",NA
"14026_2003",NA
"14026_2004",NA
"14026_2005",NA
"14026_2006",NA
"14026_2007",NA
"14026_2008",NA
"14026_2009",NA
"14026_2010",1
"14026_2011",1
"14026_2012",1
"14026_2013",NA
"14026_2014",NA
"14026_2015",1
"14027_1994",9
"14027_1995",7
"14027_1996",12
"14027_1997",15
"14027_1998",3
"14027_1999",2
"14027_2000",4
"14027_2001",2
"14027_2002",4
"14027_2003",3
"14027_2004",1
"14027_2005",3
"14027_2006",3
"14027_2007",4
"14027_2008",2
"14027_2009",5
"14027_2010",4
"14027_2011",3
"14027_2012",7
"14027_2013",8
"14027_2014",1
"14027_2015",1
"14028_1994",NA
"14028_1995",NA
"14028_1996",NA
"14028_1997",NA
"14028_1998",NA
"14028_1999",1
"14028_2000",NA
"14028_2001",NA
"14028_2002",2
"14028_2003",NA
"14028_2004",NA
"14028_2005",NA
"14028_2006",NA
"14028_2007",NA
"14028_2008",NA
"14028_2009",NA
"14028_2010",NA
"14028_2011",4
"14028_2012",NA
"14028_2013",NA
"14028_2014",NA
"14028_2015",2
"14029_1994",1
"14029_1995",2
"14029_1996",3
"14029_1997",2
"14029_1998",NA
"14029_1999",2
"14029_2000",2
"14029_2001",1
"14029_2002",NA
"14029_2003",NA
"14029_2004",1
"14029_2005",NA
"14029_2006",1
"14029_2007",NA
"14029_2008",1
"14029_2009",2
"14029_2010",1
"14029_2011",3
"14029_2012",3
"14029_2013",1
"14029_2014",3
"14029_2015",NA
"14030_1994",5
"14030_1995",8
"14030_1996",3
"14030_1997",2
"14030_1998",4
"14030_1999",5
"14030_2000",6
"14030_2001",1
"14030_2002",4
"14030_2003",5
"14030_2004",7
"14030_2005",1
"14030_2006",1
"14030_2007",1
"14030_2008",3
"14030_2009",7
"14030_2010",9
"14030_2011",10
"14030_2012",12
"14030_2013",12
"14030_2014",6
"14030_2015",13
"14031_1994",NA
"14031_1995",1
"14031_1996",1
"14031_1997",1
"14031_1998",1
"14031_1999",NA
"14031_2000",NA
"14031_2001",1
"14031_2002",2
"14031_2003",NA
"14031_2004",3
"14031_2005",NA
"14031_2006",1
"14031_2007",3
"14031_2008",1
"14031_2009",1
"14031_2010",4
"14031_2011",6
"14031_2012",14
"14031_2013",1
"14031_2014",1
"14031_2015",NA
"14032_1994",NA
"14032_1995",NA
"14032_1996",1
"14032_1997",NA
"14032_1998",NA
"14032_1999",NA
"14032_2000",1
"14032_2001",NA
"14032_2002",NA
"14032_2003",NA
"14032_2004",2
"14032_2005",NA
"14032_2006",NA
"14032_2007",NA
"14032_2008",NA
"14032_2009",1
"14032_2010",2
"14032_2011",1
"14032_2012",1
"14032_2013",1
"14032_2014",NA
"14032_2015",NA
"14033_1994",1
"14033_1995",NA
"14033_1996",NA
"14033_1997",NA
"14033_1998",1
"14033_1999",1
"14033_2000",NA
"14033_2001",1
"14033_2002",NA
"14033_2003",NA
"14033_2004",NA
"14033_2005",1
"14033_2006",2
"14033_2007",3
"14033_2008",1
"14033_2009",1
"14033_2010",1
"14033_2011",12
"14033_2012",2
"14033_2013",2
"14033_2014",4
"14033_2015",10
"14034_1994",NA
"14034_1995",1
"14034_1996",1
"14034_1997",NA
"14034_1998",NA
"14034_1999",NA
"14034_2000",1
"14034_2001",NA
"14034_2002",NA
"14034_2003",1
"14034_2004",NA
"14034_2005",NA
"14034_2006",NA
"14034_2007",NA
"14034_2008",NA
"14034_2009",NA
"14034_2010",1
"14034_2011",1
"14034_2012",11
"14034_2013",NA
"14034_2014",NA
"14034_2015",1
"14035_1994",1
"14035_1995",NA
"14035_1996",1
"14035_1997",1
"14035_1998",4
"14035_1999",4
"14035_2000",1
"14035_2001",1
"14035_2002",2
"14035_2003",2
"14035_2004",2
"14035_2005",4
"14035_2006",2
"14035_2007",NA
"14035_2008",2
"14035_2009",2
"14035_2010",3
"14035_2011",2
"14035_2012",5
"14035_2013",6
"14035_2014",2
"14035_2015",3
"14036_1994",6
"14036_1995",5
"14036_1996",9
"14036_1997",5
"14036_1998",5
"14036_1999",2
"14036_2000",1
"14036_2001",2
"14036_2002",3
"14036_2003",2
"14036_2004",NA
"14036_2005",NA
"14036_2006",1
"14036_2007",2
"14036_2008",NA
"14036_2009",2
"14036_2010",2
"14036_2011",NA
"14036_2012",4
"14036_2013",1
"14036_2014",4
"14036_2015",NA
"14037_1994",NA
"14037_1995",2
"14037_1996",3
"14037_1997",3
"14037_1998",2
"14037_1999",1
"14037_2000",4
"14037_2001",1
"14037_2002",2
"14037_2003",3
"14037_2004",2
"14037_2005",1
"14037_2006",2
"14037_2007",NA
"14037_2008",1
"14037_2009",3
"14037_2010",1
"14037_2011",2
"14037_2012",1
"14037_2013",5
"14037_2014",2
"14037_2015",5
"14038_1994",NA
"14038_1995",NA
"14038_1996",NA
"14038_1997",1
"14038_1998",4
"14038_1999",NA
"14038_2000",1
"14038_2001",1
"14038_2002",NA
"14038_2003",NA
"14038_2004",NA
"14038_2005",1
"14038_2006",NA
"14038_2007",1
"14038_2008",1
"14038_2009",1
"14038_2010",6
"14038_2011",1
"14038_2012",NA
"14038_2013",1
"14038_2014",4
"14038_2015",1
"14039_1994",239
"14039_1995",295
"14039_1996",288
"14039_1997",212
"14039_1998",183
"14039_1999",184
"14039_2000",158
"14039_2001",169
"14039_2002",151
"14039_2003",162
"14039_2004",130
"14039_2005",110
"14039_2006",119
"14039_2007",116
"14039_2008",176
"14039_2009",170
"14039_2010",249
"14039_2011",346
"14039_2012",308
"14039_2013",281
"14039_2014",215
"14039_2015",278
"14040_1994",NA
"14040_1995",1
"14040_1996",3
"14040_1997",1
"14040_1998",1
"14040_1999",5
"14040_2000",3
"14040_2001",NA
"14040_2002",4
"14040_2003",1
"14040_2004",NA
"14040_2005",2
"14040_2006",NA
"14040_2007",1
"14040_2008",NA
"14040_2009",9
"14040_2010",5
"14040_2011",2
"14040_2012",5
"14040_2013",7
"14040_2014",NA
"14040_2015",1
"14041_1994",NA
"14041_1995",NA
"14041_1996",NA
"14041_1997",NA
"14041_1998",1
"14041_1999",3
"14041_2000",NA
"14041_2001",NA
"14041_2002",NA
"14041_2003",NA
"14041_2004",NA
"14041_2005",NA
"14041_2006",NA
"14041_2007",NA
"14041_2008",1
"14041_2009",NA
"14041_2010",NA
"14041_2011",2
"14041_2012",1
"14041_2013",NA
"14041_2014",NA
"14041_2015",1
"14042_1994",NA
"14042_1995",3
"14042_1996",NA
"14042_1997",1
"14042_1998",3
"14042_1999",2
"14042_2000",2
"14042_2001",3
"14042_2002",1
"14042_2003",5
"14042_2004",NA
"14042_2005",1
"14042_2006",1
"14042_2007",3
"14042_2008",NA
"14042_2009",3
"14042_2010",NA
"14042_2011",3
"14042_2012",3
"14042_2013",5
"14042_2014",4
"14042_2015",1
"14043_1994",16
"14043_1995",10
"14043_1996",6
"14043_1997",6
"14043_1998",1
"14043_1999",7
"14043_2000",4
"14043_2001",2
"14043_2002",3
"14043_2003",2
"14043_2004",4
"14043_2005",4
"14043_2006",7
"14043_2007",1
"14043_2008",4
"14043_2009",12
"14043_2010",12
"14043_2011",10
"14043_2012",10
"14043_2013",2
"14043_2014",6
"14043_2015",5
"14044_1994",1
"14044_1995",6
"14044_1996",1
"14044_1997",1
"14044_1998",1
"14044_1999",1
"14044_2000",NA
"14044_2001",3
"14044_2002",3
"14044_2003",NA
"14044_2004",5
"14044_2005",3
"14044_2006",1
"14044_2007",2
"14044_2008",4
"14044_2009",6
"14044_2010",15
"14044_2011",11
"14044_2012",40
"14044_2013",17
"14044_2014",9
"14044_2015",8
"14045_1994",3
"14045_1995",3
"14045_1996",2
"14045_1997",1
"14045_1998",3
"14045_1999",NA
"14045_2000",2
"14045_2001",2
"14045_2002",3
"14045_2003",1
"14045_2004",4
"14045_2005",3
"14045_2006",1
"14045_2007",NA
"14045_2008",2
"14045_2009",7
"14045_2010",2
"14045_2011",2
"14045_2012",4
"14045_2013",3
"14045_2014",2
"14045_2015",NA
"14046_1994",2
"14046_1995",4
"14046_1996",1
"14046_1997",NA
"14046_1998",3
"14046_1999",2
"14046_2000",1
"14046_2001",NA
"14046_2002",1
"14046_2003",1
"14046_2004",2
"14046_2005",2
"14046_2006",2
"14046_2007",1
"14046_2008",2
"14046_2009",1
"14046_2010",1
"14046_2011",2
"14046_2012",1
"14046_2013",1
"14046_2014",2
"14046_2015",3
"14047_1994",NA
"14047_1995",4
"14047_1996",NA
"14047_1997",1
"14047_1998",NA
"14047_1999",NA
"14047_2000",1
"14047_2001",NA
"14047_2002",NA
"14047_2003",1
"14047_2004",1
"14047_2005",NA
"14047_2006",2
"14047_2007",NA
"14047_2008",NA
"14047_2009",2
"14047_2010",1
"14047_2011",3
"14047_2012",4
"14047_2013",4
"14047_2014",1
"14047_2015",7
"14048_1994",1
"14048_1995",2
"14048_1996",NA
"14048_1997",1
"14048_1998",NA
"14048_1999",NA
"14048_2000",NA
"14048_2001",1
"14048_2002",NA
"14048_2003",NA
"14048_2004",NA
"14048_2005",1
"14048_2006",NA
"14048_2007",2
"14048_2008",2
"14048_2009",NA
"14048_2010",1
"14048_2011",3
"14048_2012",2
"14048_2013",NA
"14048_2014",1
"14048_2015",6
"14049_1994",8
"14049_1995",11
"14049_1996",8
"14049_1997",7
"14049_1998",4
"14049_1999",3
"14049_2000",4
"14049_2001",5
"14049_2002",1
"14049_2003",4
"14049_2004",1
"14049_2005",1
"14049_2006",2
"14049_2007",1
"14049_2008",NA
"14049_2009",6
"14049_2010",18
"14049_2011",19
"14049_2012",5
"14049_2013",5
"14049_2014",3
"14049_2015",2
"14050_1994",1
"14050_1995",4
"14050_1996",6
"14050_1997",3
"14050_1998",4
"14050_1999",3
"14050_2000",3
"14050_2001",2
"14050_2002",1
"14050_2003",4
"14050_2004",5
"14050_2005",1
"14050_2006",1
"14050_2007",2
"14050_2008",6
"14050_2009",6
"14050_2010",7
"14050_2011",18
"14050_2012",11
"14050_2013",17
"14050_2014",7
"14050_2015",5
"14051_1994",3
"14051_1995",20
"14051_1996",2
"14051_1997",1
"14051_1998",2
"14051_1999",1
"14051_2000",NA
"14051_2001",NA
"14051_2002",NA
"14051_2003",NA
"14051_2004",NA
"14051_2005",NA
"14051_2006",1
"14051_2007",NA
"14051_2008",2
"14051_2009",NA
"14051_2010",NA
"14051_2011",3
"14051_2012",5
"14051_2013",2
"14051_2014",5
"14051_2015",1
"14052_1994",NA
"14052_1995",2
"14052_1996",NA
"14052_1997",NA
"14052_1998",1
"14052_1999",1
"14052_2000",NA
"14052_2001",NA
"14052_2002",NA
"14052_2003",NA
"14052_2004",2
"14052_2005",NA
"14052_2006",NA
"14052_2007",NA
"14052_2008",NA
"14052_2009",NA
"14052_2010",NA
"14052_2011",NA
"14052_2012",NA
"14052_2013",NA
"14052_2014",1
"14052_2015",1
"14053_1994",6
"14053_1995",1
"14053_1996",7
"14053_1997",6
"14053_1998",9
"14053_1999",5
"14053_2000",4
"14053_2001",9
"14053_2002",5
"14053_2003",7
"14053_2004",6
"14053_2005",6
"14053_2006",7
"14053_2007",2
"14053_2008",12
"14053_2009",10
"14053_2010",18
"14053_2011",26
"14053_2012",27
"14053_2013",17
"14053_2014",17
"14053_2015",16
"14054_1994",2
"14054_1995",1
"14054_1996",NA
"14054_1997",1
"14054_1998",1
"14054_1999",NA
"14054_2000",1
"14054_2001",NA
"14054_2002",NA
"14054_2003",NA
"14054_2004",1
"14054_2005",NA
"14054_2006",NA
"14054_2007",NA
"14054_2008",NA
"14054_2009",NA
"14054_2010",1
"14054_2011",NA
"14054_2012",4
"14054_2013",NA
"14054_2014",1
"14054_2015",2
"14055_1994",4
"14055_1995",2
"14055_1996",3
"14055_1997",5
"14055_1998",2
"14055_1999",2
"14055_2000",1
"14055_2001",6
"14055_2002",4
"14055_2003",5
"14055_2004",1
"14055_2005",1
"14055_2006",2
"14055_2007",NA
"14055_2008",NA
"14055_2009",3
"14055_2010",6
"14055_2011",4
"14055_2012",2
"14055_2013",9
"14055_2014",1
"14055_2015",NA
"14056_1994",2
"14056_1995",1
"14056_1996",2
"14056_1997",2
"14056_1998",NA
"14056_1999",1
"14056_2000",NA
"14056_2001",NA
"14056_2002",NA
"14056_2003",1
"14056_2004",1
"14056_2005",NA
"14056_2006",NA
"14056_2007",3
"14056_2008",1
"14056_2009",1
"14056_2010",1
"14056_2011",4
"14056_2012",3
"14056_2013",2
"14056_2014",3
"14056_2015",2
"14057_1994",NA
"14057_1995",NA
"14057_1996",NA
"14057_1997",1
"14057_1998",NA
"14057_1999",1
"14057_2000",NA
"14057_2001",NA
"14057_2002",1
"14057_2003",NA
"14057_2004",NA
"14057_2005",2
"14057_2006",1
"14057_2007",2
"14057_2008",NA
"14057_2009",NA
"14057_2010",1
"14057_2011",NA
"14057_2012",2
"14057_2013",2
"14057_2014",NA
"14057_2015",NA
"14058_1994",3
"14058_1995",2
"14058_1996",NA
"14058_1997",3
"14058_1998",NA
"14058_1999",8
"14058_2000",NA
"14058_2001",NA
"14058_2002",1
"14058_2003",1
"14058_2004",NA
"14058_2005",1
"14058_2006",1
"14058_2007",4
"14058_2008",3
"14058_2009",2
"14058_2010",6
"14058_2011",1
"14058_2012",1
"14058_2013",1
"14058_2014",NA
"14058_2015",3
"14059_1994",4
"14059_1995",1
"14059_1996",1
"14059_1997",1
"14059_1998",2
"14059_1999",NA
"14059_2000",NA
"14059_2001",NA
"14059_2002",4
"14059_2003",1
"14059_2004",2
"14059_2005",13
"14059_2006",1
"14059_2007",5
"14059_2008",2
"14059_2009",1
"14059_2010",5
"14059_2011",5
"14059_2012",NA
"14059_2013",2
"14059_2014",3
"14059_2015",2
"14060_1994",1
"14060_1995",NA
"14060_1996",NA
"14060_1997",NA
"14060_1998",NA
"14060_1999",NA
"14060_2000",NA
"14060_2001",NA
"14060_2002",1
"14060_2003",NA
"14060_2004",NA
"14060_2005",2
"14060_2006",NA
"14060_2007",NA
"14060_2008",NA
"14060_2009",NA
"14060_2010",1
"14060_2011",1
"14060_2012",NA
"14060_2013",NA
"14060_2014",NA
"14060_2015",1
"14061_1994",3
"14061_1995",1
"14061_1996",6
"14061_1997",NA
"14061_1998",2
"14061_1999",2
"14061_2000",1
"14061_2001",NA
"14061_2002",3
"14061_2003",1
"14061_2004",2
"14061_2005",3
"14061_2006",2
"14061_2007",3
"14061_2008",NA
"14061_2009",3
"14061_2010",1
"14061_2011",9
"14061_2012",1
"14061_2013",NA
"14061_2014",3
"14061_2015",1
"14062_1994",1
"14062_1995",NA
"14062_1996",NA
"14062_1997",2
"14062_1998",NA
"14062_1999",NA
"14062_2000",NA
"14062_2001",NA
"14062_2002",NA
"14062_2003",1
"14062_2004",NA
"14062_2005",NA
"14062_2006",NA
"14062_2007",NA
"14062_2008",1
"14062_2009",1
"14062_2010",NA
"14062_2011",NA
"14062_2012",NA
"14062_2013",NA
"14062_2014",NA
"14062_2015",2
"14063_1994",9
"14063_1995",3
"14063_1996",1
"14063_1997",12
"14063_1998",12
"14063_1999",5
"14063_2000",1
"14063_2001",5
"14063_2002",3
"14063_2003",5
"14063_2004",NA
"14063_2005",2
"14063_2006",5
"14063_2007",4
"14063_2008",5
"14063_2009",17
"14063_2010",14
"14063_2011",16
"14063_2012",15
"14063_2013",16
"14063_2014",9
"14063_2015",18
"14064_1994",NA
"14064_1995",1
"14064_1996",3
"14064_1997",1
"14064_1998",1
"14064_1999",NA
"14064_2000",1
"14064_2001",NA
"14064_2002",NA
"14064_2003",NA
"14064_2004",NA
"14064_2005",1
"14064_2006",NA
"14064_2007",3
"14064_2008",1
"14064_2009",2
"14064_2010",NA
"14064_2011",2
"14064_2012",NA
"14064_2013",2
"14064_2014",NA
"14064_2015",2
"14065_1994",7
"14065_1995",5
"14065_1996",11
"14065_1997",2
"14065_1998",3
"14065_1999",9
"14065_2000",1
"14065_2001",4
"14065_2002",1
"14065_2003",3
"14065_2004",5
"14065_2005",5
"14065_2006",1
"14065_2007",4
"14065_2008",3
"14065_2009",4
"14065_2010",3
"14065_2011",6
"14065_2012",6
"14065_2013",4
"14065_2014",2
"14065_2015",1
"14066_1994",1
"14066_1995",8
"14066_1996",3
"14066_1997",2
"14066_1998",7
"14066_1999",5
"14066_2000",2
"14066_2001",8
"14066_2002",3
"14066_2003",4
"14066_2004",5
"14066_2005",5
"14066_2006",3
"14066_2007",2
"14066_2008",1
"14066_2009",3
"14066_2010",1
"14066_2011",7
"14066_2012",2
"14066_2013",4
"14066_2014",6
"14066_2015",7
"14067_1994",23
"14067_1995",32
"14067_1996",19
"14067_1997",20
"14067_1998",20
"14067_1999",8
"14067_2000",18
"14067_2001",17
"14067_2002",10
"14067_2003",16
"14067_2004",14
"14067_2005",18
"14067_2006",18
"14067_2007",22
"14067_2008",34
"14067_2009",35
"14067_2010",42
"14067_2011",58
"14067_2012",53
"14067_2013",45
"14067_2014",20
"14067_2015",28
"14068_1994",5
"14068_1995",4
"14068_1996",6
"14068_1997",4
"14068_1998",2
"14068_1999",5
"14068_2000",2
"14068_2001",NA
"14068_2002",3
"14068_2003",4
"14068_2004",2
"14068_2005",1
"14068_2006",9
"14068_2007",1
"14068_2008",2
"14068_2009",1
"14068_2010",1
"14068_2011",2
"14068_2012",1
"14068_2013",NA
"14068_2014",4
"14068_2015",6
"14069_1994",NA
"14069_1995",7
"14069_1996",1
"14069_1997",NA
"14069_1998",NA
"14069_1999",2
"14069_2000",2
"14069_2001",1
"14069_2002",1
"14069_2003",5
"14069_2004",NA
"14069_2005",1
"14069_2006",1
"14069_2007",5
"14069_2008",1
"14069_2009",1
"14069_2010",3
"14069_2011",4
"14069_2012",9
"14069_2013",7
"14069_2014",3
"14069_2015",1
"14070_1994",5
"14070_1995",15
"14070_1996",12
"14070_1997",13
"14070_1998",8
"14070_1999",10
"14070_2000",5
"14070_2001",6
"14070_2002",6
"14070_2003",3
"14070_2004",5
"14070_2005",6
"14070_2006",9
"14070_2007",9
"14070_2008",5
"14070_2009",7
"14070_2010",27
"14070_2011",33
"14070_2012",37
"14070_2013",63
"14070_2014",30
"14070_2015",37
"14071_1994",4
"14071_1995",1
"14071_1996",1
"14071_1997",2
"14071_1998",NA
"14071_1999",1
"14071_2000",NA
"14071_2001",NA
"14071_2002",NA
"14071_2003",1
"14071_2004",NA
"14071_2005",3
"14071_2006",2
"14071_2007",NA
"14071_2008",2
"14071_2009",NA
"14071_2010",NA
"14071_2011",10
"14071_2012",2
"14071_2013",2
"14071_2014",1
"14071_2015",1
"14072_1994",NA
"14072_1995",NA
"14072_1996",1
"14072_1997",1
"14072_1998",NA
"14072_1999",NA
"14072_2000",NA
"14072_2001",NA
"14072_2002",NA
"14072_2003",NA
"14072_2004",NA
"14072_2005",1
"14072_2006",NA
"14072_2007",NA
"14072_2008",NA
"14072_2009",NA
"14072_2010",2
"14072_2011",1
"14072_2012",NA
"14072_2013",NA
"14072_2014",2
"14072_2015",NA
"14073_1994",3
"14073_1995",1
"14073_1996",NA
"14073_1997",2
"14073_1998",1
"14073_1999",2
"14073_2000",1
"14073_2001",2
"14073_2002",4
"14073_2003",2
"14073_2004",1
"14073_2005",7
"14073_2006",7
"14073_2007",2
"14073_2008",NA
"14073_2009",NA
"14073_2010",1
"14073_2011",3
"14073_2012",2
"14073_2013",6
"14073_2014",2
"14073_2015",4
"14074_1994",4
"14074_1995",1
"14074_1996",NA
"14074_1997",NA
"14074_1998",NA
"14074_1999",NA
"14074_2000",1
"14074_2001",NA
"14074_2002",2
"14074_2003",NA
"14074_2004",1
"14074_2005",1
"14074_2006",2
"14074_2007",NA
"14074_2008",3
"14074_2009",NA
"14074_2010",NA
"14074_2011",NA
"14074_2012",NA
"14074_2013",2
"14074_2014",NA
"14074_2015",2
"14075_1994",NA
"14075_1995",1
"14075_1996",NA
"14075_1997",5
"14075_1998",1
"14075_1999",1
"14075_2000",NA
"14075_2001",1
"14075_2002",1
"14075_2003",NA
"14075_2004",NA
"14075_2005",NA
"14075_2006",NA
"14075_2007",NA
"14075_2008",NA
"14075_2009",NA
"14075_2010",NA
"14075_2011",1
"14075_2012",NA
"14075_2013",NA
"14075_2014",NA
"14075_2015",1
"14076_1994",2
"14076_1995",NA
"14076_1996",NA
"14076_1997",NA
"14076_1998",NA
"14076_1999",2
"14076_2000",NA
"14076_2001",NA
"14076_2002",NA
"14076_2003",1
"14076_2004",NA
"14076_2005",1
"14076_2006",2
"14076_2007",1
"14076_2008",1
"14076_2009",1
"14076_2010",2
"14076_2011",6
"14076_2012",11
"14076_2013",4
"14076_2014",1
"14076_2015",NA
"14077_1994",2
"14077_1995",1
"14077_1996",2
"14077_1997",1
"14077_1998",2
"14077_1999",NA
"14077_2000",NA
"14077_2001",1
"14077_2002",NA
"14077_2003",NA
"14077_2004",NA
"14077_2005",NA
"14077_2006",4
"14077_2007",1
"14077_2008",2
"14077_2009",1
"14077_2010",NA
"14077_2011",2
"14077_2012",4
"14077_2013",6
"14077_2014",5
"14077_2015",1
"14078_1994",1
"14078_1995",2
"14078_1996",4
"14078_1997",3
"14078_1998",4
"14078_1999",NA
"14078_2000",2
"14078_2001",4
"14078_2002",2
"14078_2003",NA
"14078_2004",2
"14078_2005",1
"14078_2006",1
"14078_2007",1
"14078_2008",2
"14078_2009",1
"14078_2010",10
"14078_2011",1
"14078_2012",12
"14078_2013",9
"14078_2014",8
"14078_2015",4
"14079_1994",NA
"14079_1995",NA
"14079_1996",NA
"14079_1997",NA
"14079_1998",2
"14079_1999",NA
"14079_2000",NA
"14079_2001",NA
"14079_2002",NA
"14079_2003",2
"14079_2004",NA
"14079_2005",1
"14079_2006",NA
"14079_2007",1
"14079_2008",NA
"14079_2009",1
"14079_2010",4
"14079_2011",3
"14079_2012",6
"14079_2013",3
"14079_2014",3
"14079_2015",2
"14080_1994",4
"14080_1995",NA
"14080_1996",2
"14080_1997",1
"14080_1998",2
"14080_1999",3
"14080_2000",2
"14080_2001",1
"14080_2002",NA
"14080_2003",NA
"14080_2004",NA
"14080_2005",NA
"14080_2006",NA
"14080_2007",1
"14080_2008",1
"14080_2009",7
"14080_2010",5
"14080_2011",4
"14080_2012",2
"14080_2013",NA
"14080_2014",8
"14080_2015",18
"14081_1994",NA
"14081_1995",NA
"14081_1996",2
"14081_1997",NA
"14081_1998",1
"14081_1999",NA
"14081_2000",NA
"14081_2001",NA
"14081_2002",1
"14081_2003",NA
"14081_2004",NA
"14081_2005",1
"14081_2006",NA
"14081_2007",1
"14081_2008",NA
