"CVE_MUN","IM","POB_TOT","AÑO","muniYear"
"15114",0.839,77819,2005,"15114_2005"
"15082",-0.1,77799,2015,"15082_2015"
"15087",0.061,77714,2005,"15087_2005"
"15029",-1.43,77579,2000,"15029_2000"
"15088",-0.76,77531,2000,"15088_2000"
"15101",-0.879,77147,2015,"15101_2015"
"15002",-1.391,77035,2005,"15002_2005"
"15014",-0.668,76750,2000,"15014_2000"
"15108",-1.341,75996,1995,"15108_1995"
"15024",-1.818,75836,2000,"15024_2000"
"15076",-1.43,75511,2015,"15076_2015"
"15082",0.369,74985,1990,"15082_1990"
"15047",-0.305,74314,2015,"15047_2015"
"15114",1.076,74043,2000,"15114_2000"
"15091",-1.455,73696,2005,"15091_2005"
"15076",-1.336,72579,2010,"15076_2010"
"15045",-0.372,71624,2005,"15045_2005"
"15120",-1.272,71413,1990,"15120_1990"
"15029",-1.1,71351,1995,"15029_1995"
"15082",0.107,71077,2010,"15082_2010"
"15101",-0.886,70682,2010,"15101_2010"
"15087",0.182,69306,2000,"15087_2000"
"15047",-0.082,69031,2010,"15047_2010"
"15090",-0.901,68669,2005,"15090_2005"
"15045",-0.258,68336,2000,"15045_2000"
"15113",-0.073,67929,2015,"15113_2015"
"15095",-1.478,67724,2005,"15095_2005"
"15067",-0.551,67611,2005,"15067_2005"
"15051",-1.153,66912,1990,"15051_1990"
"15076",-1.323,66740,2005,"15076_2005"
"15091",-1.476,66556,2000,"15091_2000"
"15091",-1.388,66518,2015,"15091_2015"
"15062",-1.23,66190,2015,"15062_2015"
"15001",0.38,66034,2015,"15001_2015"
"15110",-0.789,65703,2015,"15110_2015"
"15048",-0.615,65291,2015,"15048_2015"
"15090",-0.713,65119,2000,"15090_2000"
"15014",-0.663,65018,1995,"15014_1995"
"15088",-0.622,64753,1995,"15088_1995"
"15101",-0.992,64365,2005,"15101_2005"
"15114",0.805,63978,1995,"15114_1995"
"15085",-0.093,63721,2015,"15085_2015"
"15091",-1.456,63115,2010,"15091_2010"
"15085",0.102,62695,2010,"15085_2010"
"15082",-0.101,62547,2005,"15082_2005"
"15011",-1.009,62392,2015,"15011_2015"
"15095",-1.542,62280,2000,"15095_2000"
"15085",0.022,61974,2000,"15085_2000"
"15062",-1.334,61805,2010,"15062_2010"
"15045",-0.325,61802,1995,"15045_1995"
"15110",-0.779,61599,2010,"15110_2010"
"15002",-1.408,61250,2000,"15002_2000"
"15048",-0.592,61204,2010,"15048_2010"
"15001",0.303,60918,2010,"15001_2010"
"15087",-0.026,60851,1995,"15087_1995"
"15088",-0.643,60300,1990,"15088_1990"
"15113",-0.152,59991,2010,"15113_2010"
"15047",-0.028,59969,2005,"15047_2005"
"15035",-1.452,59721,2005,"15035_2005"
"15076",-1.356,59647,2000,"15076_2000"
"15085",-0.039,59140,1995,"15085_1995"
"15114",1.027,58566,1990,"15114_1990"
"15001",0.308,58389,2000,"15001_2000"
"15101",-1.003,58381,2000,"15101_2000"
"15085",-0.091,58169,2005,"15085_2005"
"15067",-0.537,57583,2000,"15067_2000"
"15110",-0.733,57375,2000,"15110_2000"
"15024",-1.598,57373,1995,"15024_1995"
"15029",-1.442,57306,1990,"15029_1990"
"15053",-1.35,57152,2015,"15053_2015"
"15092",-1.29,56993,2015,"15092_2015"
"15001",0.248,56849,2005,"15001_2005"
"15047",0.092,56614,2000,"15047_2000"
"15018",-1.319,56574,2015,"15018_2015"
"15011",-1.11,56243,2010,"15011_2010"
"15048",-0.712,55403,2005,"15048_2005"
"15090",-0.716,54789,1995,"15090_1995"
"15002",-1.256,54468,1995,"15002_1995"
"15091",-0.947,54454,1995,"15091_1995"
"15095",-1.254,54419,1995,"15095_1995"
"15062",-1.317,54224,2005,"15062_2005"
"15076",-1.222,54089,1995,"15076_1995"
"15014",-0.559,54067,1990,"15014_1990"
"15092",-1.298,53010,2010,"15092_2010"
"15110",-0.807,52902,2005,"15110_2005"
"15001",0.243,52662,1995,"15001_1995"
"15111",0.308,52641,2015,"15111_2015"
"15045",-0.097,52609,1990,"15045_1990"
"15113",-0.213,52090,2005,"15113_2005"
"15048",-0.631,51979,2000,"15048_2000"
"15115",-1.168,51646,2015,"15115_2015"
"15047",-0.129,51447,1995,"15047_1995"
"15085",0.081,51269,1990,"15085_1990"
"15101",-0.821,51149,1995,"15101_1995"
"15009",-1.08,50904,2015,"15009_2015"
"15113",-0.125,50829,2000,"15113_2000"
"15053",-1.356,50240,2010,"15053_2010"
"15062",-1.344,49643,2000,"15062_2000"
"15087",0.202,49427,1990,"15087_1990"
"15067",-0.604,49264,1995,"15067_1995"
"15003",0.197,49026,2015,"15003_2015"
"15024",-1.805,48858,1990,"15024_1990"
"15009",-1.161,48421,2010,"15009_2010"
"15009",-1.171,48363,2005,"15009_2005"
"15111",0.543,47709,2010,"15111_2010"
"15001",0.46,47517,1990,"15001_1990"
"15110",-0.921,47502,1995,"15110_1995"
"15103",-1.334,47390,2015,"15103_2015"
"15108",-1.601,47323,1990,"15108_1990"
"15112",-0.067,47151,2015,"15112_2015"
"15018",-1.173,47033,2010,"15018_2010"
"15092",-1.25,46779,2005,"15092_2005"
"15115",-1.147,46331,2010,"15115_2010"
"15103",-1.429,46130,2010,"15103_2010"
"15090",-0.742,45952,1990,"15090_1990"
"15115",-1.044,45274,2005,"15115_2005"
"15009",-1.196,45255,2000,"15009_2000"
"15112",-0.061,44881,2010,"15112_2010"
"15003",0.238,44823,2010,"15003_2010"
"15092",-1.275,44653,2000,"15092_2000"
"15047",0.016,44012,1990,"15047_1990"
"15048",-0.563,43994,1995,"15048_1995"
"15103",-1.492,43930,2005,"15103_2005"
"15036",-0.818,43784,2015,"15036_2015"
"15062",-1.169,43670,1995,"15062_1995"
"15113",-0.189,43283,1995,"15113_1995"
"15002",-1.391,43276,1990,"15002_1990"
"15011",-1.024,42739,2005,"15011_2005"
"15103",-1.558,42507,2000,"15103_2000"
"15101",-1.034,42448,1990,"15101_1990"
"15091",-1.263,41964,1990,"15091_1990"
"15111",0.593,41938,2005,"15111_2005"
"15076",-1.314,41926,1990,"15076_1990"
"15023",-1.215,41810,2015,"15023_2015"
"15009",-0.991,41671,1995,"15009_1995"
"15115",-1.029,41402,2000,"15115_2000"
"15100",-0.843,41333,2015,"15100_2015"
"15003",0.121,40492,2005,"15003_2005"
"15067",-0.401,40407,1990,"15067_1990"
"15111",0.679,40164,2000,"15111_2000"
"15021",0.018,39897,2015,"15021_2015"
"15036",-0.834,39864,2010,"15036_2010"
"15059",-0.979,39666,2015,"15059_2015"
"15095",-1.377,39647,1990,"15095_1990"
"15112",-0.05,39587,2005,"15112_2005"
"15023",-1.309,39341,2005,"15023_2005"
"15113",-0.073,39233,1990,"15113_1990"
"15092",-1.253,39183,1995,"15092_1995"
"15048",-0.36,39077,1990,"15048_1990"
"15023",-1.173,39030,2010,"15023_2010"
"15003",0.312,38827,2000,"15003_2000"
"15018",-1.011,38770,2005,"15018_2005"
"15084",-0.88,38622,2015,"15084_2015"
"15035",-1.372,38458,2000,"15035_2000"
"15103",-1.341,38396,1995,"15103_1995"
"15112",0.159,37993,2000,"15112_2000"
"15053",-1.457,37716,2000,"15053_2000"
"15053",-1.421,37706,2005,"15053_2005"
"15062",-1.246,37395,1990,"15062_1990"
"15064",-0.366,37343,2015,"15064_2015"
"15111",0.556,37105,1995,"15111_1995"
"15096",-1.247,36902,2015,"15096_2015"
"15036",-0.826,36512,2005,"15036_2005"
"15009",-1.286,36321,1990,"15009_1990"
"15021",0.006,36174,2010,"15021_2010"
"15115",-0.983,36141,1995,"15115_1995"
"15110",-0.873,36135,1990,"15110_1990"
"15105",0.496,36100,2000,"15105_2000"
"15084",-0.87,35987,2010,"15084_2010"
"15040",-0.524,35552,2015,"15040_2015"
"15019",-1.259,35495,2015,"15019_2015"
"15023",-1.264,35358,2000,"15023_2000"
"15065",-1.009,35274,2015,"15065_2015"
"15100",-1.005,35199,2010,"15100_2010"
"15018",-1.049,35196,2000,"15018_2000"
"15021",0.168,35068,2000,"15021_2000"
"15105",0.315,34937,2015,"15105_2015"
"15063",-0.049,34485,2015,"15063_2015"
"15064",-0.124,34446,2010,"15064_2010"
"15011",-1.195,34435,2000,"15011_2000"
"15003",0.278,34378,1995,"15003_1995"
"15059",-1.117,34374,2010,"15059_2010"
"15065",-0.813,34232,2010,"15065_2010"
"15019",-1.272,34101,2010,"15019_2010"
"15032",0.789,34000,2015,"15032_2015"
"15105",0.833,33914,1990,"15105_1990"
"15096",-1.305,33907,2010,"15096_2010"
"15040",-0.539,33541,2010,"15040_2010"
"15053",-1.25,33455,1995,"15053_1995"
"15032",0.9,33455,2010,"15032_2010"
"15036",-0.706,33343,2000,"15036_2000"
"15105",0.59,33308,2005,"15105_2005"
"15105",0.705,33170,1995,"15105_1995"
"15084",-0.882,33063,2005,"15084_2005"
"15105",0.72,32997,2010,"15105_2010"
"15103",-1.578,32984,1990,"15103_1990"
"15086",0.234,32870,2010,"15086_2010"
"15035",-1.185,32718,1995,"15035_1995"
"15018",-0.879,31902,1995,"15018_1995"
"15021",-0.051,31860,2005,"15021_2005"
"15064",-0.26,31847,2005,"15064_2005"
"15063",0.026,31803,2010,"15063_2010"
"15086",0.293,31631,2015,"15086_2015"
"15044",-1.793,31629,2000,"15044_2000"
"15086",0.431,31192,2000,"15086_2000"
"15036",-0.431,31124,1995,"15036_1995"
"15096",-1.321,31080,2005,"15096_2005"
"15015",-0.483,30945,2015,"15015_2015"
"15019",-1.325,30838,2005,"15019_2005"
"15112",0.046,30726,1995,"15112_1995"
"15093",-1.017,30680,2015,"15093_2015"
"15023",-0.888,30619,1995,"15023_1995"
"15040",-0.543,30529,2000,"15040_2000"
"15092",-1.253,30486,1990,"15092_1990"
"15064",-0.141,30411,2000,"15064_2000"
"15021",0.143,30408,1995,"15021_1995"
"15086",0.345,30336,2005,"15086_2005"
"15008",0.428,30141,2000,"15008_2000"
"15040",-0.566,30073,2005,"15040_2005"
"15065",-0.765,29873,2005,"15065_2005"
"15056",0.424,29862,2015,"15056_2015"
"15032",0.701,29621,2005,"15032_2005"
"15043",-0.694,29572,2015,"15043_2015"
"15064",-0.168,29466,1995,"15064_1995"
"15010",-1.208,29347,2015,"15010_2015"
"15084",-0.717,29307,2000,"15084_2000"
"15003",0.445,29174,1990,"15003_1990"
"15028",-1.04,29159,2015,"15028_2015"
"15068",-0.811,29114,2015,"15068_2015"
"15065",-0.659,29097,2000,"15065_2000"
"15115",-1.032,28837,1990,"15115_1990"
"15019",-1.333,28808,2000,"15019_2000"
"15008",0.654,28807,1995,"15008_1995"
"15111",0.656,28743,1990,"15111_1990"
"15056",0.382,28426,2010,"15056_2010"
"15026",0.013,28289,2015,"15026_2015"
"15123",0.371,28213,2005,"15123_2005"
"15008",0.79,28185,1990,"15008_1990"
"15096",-1.241,28067,2000,"15096_2000"
"15032",0.994,28006,2000,"15032_2000"
"15011",-1.149,27988,1995,"15011_1995"
"15093",-1.08,27944,2010,"15093_2010"
"15021",0.317,27940,1990,"15021_1990"
"15123",0.379,27860,2015,"15123_2015"
"15044",-1.634,27825,2015,"15044_2015"
"15123",0.913,27781,2010,"15123_2010"
"15016",-0.668,27709,2015,"15016_2015"
"15015",-0.504,27663,2010,"15015_2010"
"15080",0.961,27592,2000,"15080_2000"
"15026",-0.009,27551,2010,"15026_2010"
"15010",-1.162,27521,2010,"15010_2010"
"15052",-0.38,27482,2015,"15052_2015"
"15112",0.304,27283,1990,"15112_1990"
"15073",-1.673,27230,2015,"15073_2015"
"15068",-0.748,27207,2010,"15068_2010"
"15008",0.482,27026,2005,"15008_2005"
"15056",0.571,26971,2000,"15056_2000"
"15086",0.491,26968,1990,"15086_1990"
"15075",-1.221,26960,2015,"15075_2015"
"15043",-0.683,26865,2010,"15043_2010"
"15080",0.509,26832,2015,"15080_2015"
"15086",0.281,26643,1995,"15086_1995"
"15008",0.332,26610,2015,"15008_2015"
"15056",0.48,26430,2005,"15056_2005"
"15044",-1.898,26359,2005,"15044_2005"
"15008",0.597,26334,2010,"15008_2010"
"15063",-0.082,26332,2005,"15063_2005"
"15044",-1.84,26328,2010,"15044_2010"
"15044",-1.746,26238,1995,"15044_1995"
"15028",-1.194,26191,2010,"15028_2010"
"15036",-0.353,26189,1990,"15036_1990"
"15053",-1.456,26154,1990,"15053_1990"
"15063",0.019,25989,2000,"15063_2000"
"15015",-0.54,25950,2000,"15015_2000"
"15019",-1.26,25900,1995,"15019_1995"
"15080",1.019,25809,2010,"15080_2010"
"15010",-1.188,25738,2005,"15010_2005"
"15052",-0.155,25624,2010,"15052_2010"
"15016",-0.621,25559,2010,"15016_2010"
"15030",-1.247,25543,2015,"15030_2015"
"15035",-1.167,25529,1990,"15035_1990"
"15093",-1.005,25523,2005,"15093_2005"
"15064",-0.017,25490,1990,"15064_1990"
"15050",-0.785,25436,2015,"15050_2015"
"15065",-0.752,25415,1995,"15065_1995"
"15100",-1.173,25372,2005,"15100_2005"
"15080",0.787,24986,2005,"15080_2005"
"15018",-0.947,24906,1990,"15018_1990"
"15040",-0.545,24889,1995,"15040_1995"
"15075",-1.15,24851,2010,"15075_2010"
"15032",0.776,24787,1995,"15032_1995"
"15096",-1.053,24766,1995,"15096_1995"
"15080",1.006,24757,1995,"15080_1995"
"15007",-0.067,24669,2015,"15007_2015"
"15023",-1.157,24451,1990,"15023_1990"
"15084",-0.685,24440,1995,"15084_1995"
"15040",-0.579,24297,1990,"15040_1990"
"15015",-0.652,24110,2005,"15015_2005"
"15068",-1.057,24055,2005,"15068_2005"
"15056",0.487,24016,1995,"15056_1995"
"15010",-1.114,23734,2000,"15010_2000"
"15068",-0.969,23592,2000,"15068_2000"
"15050",-0.866,23497,2010,"15050_2010"
"15080",1.009,23462,1990,"15080_1990"
"15052",-0.191,22970,2005,"15052_2005"
"15063",-0.008,22869,1995,"15063_1995"
"15007",0.197,22868,2010,"15007_2010"
"15026",0.147,22828,2000,"15026_2000"
"15030",-1.358,22819,2010,"15030_2010"
"15044",-1.893,22803,1990,"15044_1990"
"15093",-0.897,22729,2000,"15093_2000"
"15028",-1.158,22664,2005,"15028_2005"
"15015",-0.227,22634,1995,"15015_1995"
"15059",-1.064,22507,2005,"15059_2005"
"15073",-1.513,22152,2010,"15073_2010"
"15016",-0.644,21915,2005,"15016_2005"
"15056",0.568,21853,1990,"15056_1990"
"15065",-0.699,21834,1990,"15065_1990"
"15026",-0.009,21746,2005,"15026_2005"
"15052",-0.127,21712,2000,"15052_2000"
"15075",-1.067,21511,2005,"15075_2005"
"15032",0.859,21510,1990,"15032_1990"
"15068",-0.624,21424,1995,"15068_1995"
"15019",-1.424,21258,1990,"15019_1990"
"15011",-1.249,21219,1990,"15011_1990"
"15010",-1.077,21134,1995,"15010_1995"
"15007",0.627,21095,2000,"15007_2000"
"15050",-0.947,21017,2005,"15050_2005"
"15026",0.21,20939,1995,"15026_1995"
"15096",-1.06,20784,1990,"15096_1990"
"15016",-0.593,20516,2000,"15016_2000"
"15007",0.35,20343,2005,"15007_2005"
"15052",0.079,20157,1995,"15052_1995"
"15043",-0.872,20002,2005,"15043_2005"
"15094",-0.706,19843,2015,"15094_2015"
"15075",-1.09,19694,2000,"15075_2000"
"15030",-1.519,19656,2005,"15030_2005"
"15028",-1.118,19620,2000,"15028_2000"
"15059",-1.074,19532,2000,"15059_2000"
"15093",-0.929,19380,1995,"15093_1995"
"15097",0.136,19206,2015,"15097_2015"
"15043",-0.836,19182,2000,"15043_2000"
"15084",-0.547,19099,1990,"15084_1990"
"15063",0.167,19043,1990,"15063_1990"
"15046",-0.826,19013,2015,"15046_2015"
"15015",-0.337,18993,1990,"15015_1990"
"15050",-0.744,18968,2000,"15050_2000"
"15007",0.416,18885,1995,"15007_1995"
"15100",-1.398,18852,2000,"15100_2000"
"15010",-1.056,18500,1990,"15010_1990"
"15094",-0.74,18327,2010,"15094_2010"
"15068",-1.016,18052,1990,"15068_1990"
"15030",-1.446,17972,2000,"15030_2000"
"15046",-0.917,17970,2010,"15046_2010"
"15016",-0.681,17848,1995,"15016_1995"
"15043",-0.582,17601,1995,"15043_1995"
"15026",0.486,17581,1990,"15026_1990"
"15050",-0.694,17487,1995,"15050_1995"
"15097",0.206,17390,2010,"15097_2010"
"15119",0.543,16927,2015,"15119_2015"
"15094",-0.877,16912,2005,"15094_2005"
"15075",-1.009,16881,1995,"15075_1995"
"15052",0.148,16872,1990,"15052_1990"
"15094",-0.814,16863,2000,"15094_2000"
"15028",-1.108,16602,1995,"15028_1995"
"15097",0.259,16370,2000,"15097_2000"
"15119",0.509,16365,2010,"15119_2010"
"15100",-1.176,16338,1995,"15100_1995"
"15119",0.465,16149,2005,"15119_2005"
"15093",-0.715,16120,1990,"15093_1990"
"15117",0.63,16101,2000,"15117_2000"
"15097",0.154,15824,2005,"15097_2005"
"15016",-0.475,15803,1990,"15016_1990"
"15007",0.769,15702,1990,"15007_1990"
"15102",-0.56,15664,2015,"15102_2015"
"15004",0.165,15584,2000,"15004_2000"
"15030",-1.318,15448,1995,"15030_1995"
"15102",-0.255,15391,2010,"15102_2010"
"15119",0.634,15372,2000,"15119_2000"
"15094",-0.661,15181,1995,"15094_1995"
"15117",0.972,15121,2010,"15117_2010"
"15046",-0.713,15086,2000,"15046_2000"
"15059",-1.135,15053,1995,"15059_1995"
"15117",0.749,14958,2015,"15117_2015"
"15004",0.209,14856,2010,"15004_2010"
"15004",0.16,14846,2015,"15004_2015"
"15028",-1.009,14764,1990,"15028_1990"
"15102",-0.189,14512,2000,"15102_2000"
"15022",-1.064,14414,2015,"15022_2015"
"15117",0.659,14383,1990,"15117_1990"
"15102",-0.241,14335,2005,"15102_2005"
"15050",-0.774,14270,1990,"15050_1990"
"15004",0.096,14196,2005,"15004_2005"
"15030",-1.586,14179,1990,"15030_1990"
"15117",0.397,14115,1995,"15117_1995"
"15043",-0.702,14047,1990,"15043_1990"
"15097",0.276,13970,1995,"15097_1995"
"15102",-0.379,13871,1995,"15102_1995"
"15049",-0.245,13857,2015,"15049_2015"
"15071",-0.491,13851,2015,"15071_2015"
"15046",-0.831,13825,2005,"15046_2005"
"15117",0.589,13800,2005,"15117_2005"
"15004",-0.056,13667,1995,"15004_1995"
"15075",-1.146,13563,1990,"15075_1990"
"15079",-0.372,13290,2015,"15079_2015"
"15072",-1.298,13261,2015,"15072_2015"
"15119",0.551,13178,1995,"15119_1995"
"15071",-0.609,13002,2010,"15071_2010"
"15083",-1.183,12984,2015,"15083_2015"
"15049",-0.285,12840,2010,"15049_2010"
"15055",-1.371,12796,2015,"15055_2015"
"15072",-1.252,12748,2010,"15072_2010"
"15094",-0.789,12687,1990,"15094_1990"
"15089",-1.032,12470,2015,"15089_2015"
"15097",0.546,12468,1990,"15097_1990"
"15100",-1.288,12416,1990,"15100_1990"
"15046",-0.683,12412,1995,"15046_1995"
"15107",-0.933,12324,2015,"15107_2015"
"15071",-0.714,12319,2005,"15071_2005"
"15022",-1.328,12142,2010,"15022_2010"
"15022",-1.335,12120,2005,"15022_2005"
"15107",-0.766,12099,2010,"15107_2010"
"15102",-0.058,12059,1990,"15102_1990"
"15004",0.358,12021,1990,"15004_1990"
"15012",-1.091,11875,2015,"15012_2015"
"15079",-0.314,11798,2010,"15079_2010"
"15027",-1.491,11764,2015,"15027_2015"
"15038",-0.637,11726,2015,"15038_2015"
"15055",-1.423,11712,2010,"15055_2010"
"15107",-0.844,11502,2000,"15107_2000"
"15119",0.714,11500,1990,"15119_1990"
"15073",-1.31,11313,2005,"15073_2005"
"15083",-1.154,11206,2010,"15083_2010"
"15006",-1.05,11126,2015,"15006_2015"
"15071",-0.712,11065,2000,"15071_2000"
"15049",-0.495,11042,2005,"15049_2005"
"15072",-1.267,10953,2005,"15072_2005"
"15107",-0.891,10901,2005,"15107_2005"
"15006",-1.142,10886,2010,"15006_2010"
"15059",-1.233,10840,1990,"15059_1990"
"15049",-0.449,10720,2000,"15049_2000"
"15079",-0.494,10719,2005,"15079_2005"
"15089",-1.116,10578,2010,"15089_2010"
"15071",-0.704,10525,1995,"15071_1995"
"15073",-1.295,10321,2000,"15073_2000"
"15038",-0.595,10308,2010,"15038_2010"
"15012",-0.907,10299,2010,"15012_2010"
"15049",-0.41,10223,1995,"15049_1995"
"15125",-1.159,10216,2010,"15125_2010"
"15022",-1.418,10205,2000,"15022_2000"
"15055",-1.328,10161,2005,"15055_2005"
"15083",-1.172,10135,2005,"15083_2005"
"15079",-0.412,10007,2000,"15079_2000"
"15107",-0.858,9966,1995,"15107_1995"
"15017",-0.792,9863,2015,"15017_2015"
"15125",-1.072,9728,2015,"15125_2015"
"15071",-0.4,9714,1990,"15071_1990"
"15107",-0.817,9712,1990,"15107_1990"
"15078",-0.297,9682,2015,"15078_2015"
"15027",-1.39,9676,2010,"15027_2010"
"15089",-1.08,9432,2005,"15089_2005"
"15034",-0.506,9414,2015,"15034_2015"
"15034",-0.311,9369,2010,"15034_2010"
"15022",-0.782,9290,1995,"15022_1995"
"15055",-1.312,9225,2000,"15055_2000"
"15073",-0.745,9118,1995,"15073_1995"
"15078",-0.2,9111,2010,"15078_2010"
"15072",-1.298,9024,2000,"15072_2000"
"15046",-0.559,9011,1990,"15046_1990"
"15061",-0.807,8960,2015,"15061_2015"
"15006",-1.288,8939,2005,"15006_2005"
"15012",-1.111,8909,2005,"15012_2005"
"15061",-0.706,8895,2010,"15061_2010"
"15078",-0.326,8888,2005,"15078_2005"
"15006",-1.243,8873,2000,"15006_2000"
"15017",-0.792,8864,2010,"15017_2010"
"15083",-1.112,8840,2000,"15083_2000"
"15038",-0.552,8788,2005,"15038_2005"
"15055",-1.123,8662,1995,"15055_1995"
"15078",-0.071,8592,2000,"15078_2000"
"15089",-0.877,8486,2000,"15089_2000"
"15079",-0.184,8370,1995,"15079_1995"
"15072",-0.969,8300,1995,"15072_1995"
"15078",-0.424,8257,1995,"15078_1995"
"15034",-0.372,8247,2005,"15034_2005"
"15061",-0.746,8182,2005,"15061_2005"
"15012",-1.059,8172,2000,"15012_2000"
"15038",-0.512,8168,2000,"15038_2000"
"15125",-1.311,8081,2005,"15125_2005"
"15022",-1.237,8068,1990,"15022_1990"
"15079",-0.028,7997,1990,"15079_1990"
"15034",-0.301,7916,2000,"15034_2000"
"15049",-0.361,7769,1990,"15049_1990"
"15006",-0.977,7729,1995,"15006_1995"
"15083",-1.07,7720,1995,"15083_1995"
"15061",-0.693,7512,2000,"15061_2000"
"15073",-1.096,7321,1990,"15073_1990"
"15089",-0.805,7282,1995,"15089_1995"
"15055",-1.399,7248,1990,"15055_1990"
"15012",-0.887,7147,1995,"15012_1995"
"15078",0.116,7068,1990,"15078_1990"
"15072",-1.109,7026,1990,"15072_1990"
"15034",-0.043,6949,1995,"15034_1995"
"15041",0.758,6791,2015,"15041_2015"
"15006",-1.235,6777,1990,"15006_1990"
"15041",0.529,6629,2010,"15041_2010"
"15038",-0.542,6606,1995,"15038_1995"
"15027",-1.411,6581,2005,"15027_2005"
"15061",-0.558,6492,1995,"15061_1995"
"15041",0.55,6425,2000,"15041_2000"
"15017",-0.773,6361,2005,"15017_2005"
"15041",0.286,6349,2005,"15041_2005"
"15077",0.147,6272,2010,"15077_2010"
"15089",-0.708,6207,1990,"15089_1990"
"15077",-0.091,6010,2015,"15077_2015"
"15017",-0.82,5947,2000,"15017_2000"
"15041",0.77,5880,1990,"15041_1990"
"15034",0.191,5808,1990,"15034_1990"
"15027",-1.422,5735,2000,"15027_2000"
"15041",0.35,5726,1995,"15041_1995"
"15077",0.077,5436,2000,"15077_2000"
"15077",0.044,5408,2005,"15077_2005"
"15083",-1.132,5366,1990,"15083_1990"
"15012",-0.887,5339,1990,"15012_1990"
"15098",-0.782,5246,2015,"15098_2015"
"15061",-0.368,5234,1990,"15061_1990"
"15066",0.315,5196,2000,"15066_2000"
"15038",-0.186,5190,1990,"15038_1990"
"15027",-0.919,5163,1995,"15027_1995"
"15098",-0.882,5111,2010,"15098_2010"
"15066",0.351,4864,2010,"15066_2010"
"15017",-0.741,4858,1995,"15017_1995"
"15066",0.256,4748,2005,"15066_2005"
"15066",0.405,4687,1995,"15066_1995"
"15098",-1.035,4514,2005,"15098_2005"
"15077",-0.073,4504,1995,"15077_1995"
"15017",-0.73,4239,1990,"15017_1990"
"15069",-1.13,4147,2010,"15069_2010"
"15116",-0.428,4137,2015,"15116_2015"
"15116",-0.365,4051,2010,"15116_2010"
"15066",0.501,4018,1990,"15066_1990"
"15098",-1.019,3997,2000,"15098_2000"
"15069",-1.213,3963,2015,"15069_2015"
"15077",0.29,3887,1990,"15077_1990"
"15066",0.249,3872,2015,"15066_2015"
"15027",-1.022,3863,1990,"15027_1990"
"15116",-0.396,3836,2005,"15116_2005"
"15116",-0.232,3797,2000,"15116_2000"
"15069",-1.159,3766,2005,"15069_2005"
"15098",-0.951,3744,1995,"15098_1995"
"15069",-1.195,3469,2000,"15069_2000"
"15116",-0.058,3161,1995,"15116_1995"
"15069",-1.268,2998,1995,"15069_1995"
"15098",-0.983,2961,1990,"15098_1990"
"15116",0.23,2404,1990,"15116_1990"
"15069",-1.147,2387,1990,"15069_1990"
"16053",-1.466,784776,2015,"16053_2015"
"16053",-1.593,729279,2010,"16053_2010"
"16053",-1.633,684145,2005,"16053_2005"
"16053",-1.7,620532,2000,"16053_2000"
"16053",-1.538,578061,1995,"16053_1995"
"16053",-1.757,492901,1990,"16053_1990"
"16102",-1.107,334749,2015,"16102_2015"
"16102",-1.262,315350,2010,"16102_2010"
"16102",-1.173,279229,2005,"16102_2005"
"16102",-1.162,265699,2000,"16102_2000"
"16102",-1.181,250794,1995,"16102_1995"
"16102",-1.454,217068,1990,"16102_1990"
"16108",-0.969,196208,2015,"16108_2015"
"16108",-1.125,186102,2010,"16108_2010"
"16052",-1.261,183185,2015,"16052_2015"
"16052",-1.334,178817,2010,"16052_2010"
"16052",-1.347,171100,2000,"16052_2000"
"16108",-1.162,170748,2005,"16108_2005"
"16112",-0.626,164144,2015,"16112_2015"
"16052",-1.282,162997,2005,"16052_2005"
"16108",-1.263,161918,2000,"16108_2000"
"16108",-1.382,160079,1995,"16108_1995"
"16112",-0.479,155534,2010,"16112_2010"
"16052",-1.516,155366,1995,"16052_1995"
"16108",-1.427,144899,1990,"16108_1990"
"16112",-0.533,138050,2000,"16112_2000"
"16112",-0.493,136491,2005,"16112_2005"
"16052",-1.584,134969,1990,"16052_1990"
"16112",-0.616,130593,1995,"16112_1995"
"16006",-0.578,128250,2015,"16006_2015"
"16006",-0.65,123649,2010,"16006_2010"
"16034",-0.257,122619,2015,"16034_2015"
"16006",-0.766,117949,2000,"16006_2000"
"16034",-0.323,117620,2010,"16034_2010"
"16006",-0.677,115078,2005,"16006_2005"
"16006",-0.819,114837,1995,"16006_1995"
"16034",-0.42,110311,2005,"16034_2005"
"16112",-0.832,107475,1990,"16112_1990"
"16034",-0.482,106421,2000,"16034_2000"
"16088",-0.915,105400,2015,"16088_2015"
"16069",-1.22,103702,2015,"16069_2015"
"16034",-0.587,102638,1995,"16034_1995"
"16006",-0.968,100926,1990,"16006_1990"
"16069",-1.281,99576,2010,"16069_2010"
"16034",-0.594,94049,1990,"16034_1990"
"16066",-0.638,93265,2015,"16066_2015"
"16069",-1.317,91132,2005,"16069_2005"
"16069",-1.415,88581,1995,"16069_1995"
"16050",-0.182,88535,2015,"16050_2015"
"16066",-0.719,87794,2010,"16066_2010"
"16069",-1.394,84946,2000,"16069_2000"
"16069",-1.397,81162,1990,"16069_1990"
"16050",-0.236,80258,2010,"16050_2010"
"16066",-0.75,79868,2005,"16066_2005"
"16088",-1.133,78623,2010,"16088_2010"
"16066",-0.818,77872,2000,"16066_2000"
"16082",-0.572,76661,2015,"16082_2015"
