"CVE_MUN","IM","POB_TOT","AÑO","muniYear"
"30059",-0.378,13960,2005,"30059_2005"
"30167",0.536,13949,2010,"30167_2010"
"30059",-0.128,13912,1995,"30059_1995"
"30202",1.719,13866,2010,"30202_2010"
"30182",-0.172,13855,2005,"30182_2005"
"30127",1.369,13852,1995,"30127_1995"
"30178",-0.207,13845,2005,"30178_2005"
"30050",1.494,13803,1990,"30050_1990"
"30167",0.564,13754,2000,"30167_2000"
"30055",1.034,13749,1990,"30055_1990"
"30082",0.04,13746,1995,"30082_1995"
"30022",0.334,13695,1990,"30022_1990"
"30167",0.356,13672,2005,"30167_2005"
"30093",-0.2,13653,2005,"30093_2005"
"30116",-0.385,13637,2005,"30116_2005"
"30104",1.205,13633,2005,"30104_2005"
"30046",0.45,13626,1990,"30046_1990"
"30152",0.479,13604,1995,"30152_1995"
"30024",0.696,13594,2005,"30024_2005"
"30078",0.628,13591,2015,"30078_2015"
"30076",1.828,13575,2010,"30076_2010"
"30132",-0.1,13535,1995,"30132_1995"
"30116",-0.336,13492,1995,"30116_1995"
"30055",0.674,13479,2015,"30055_2015"
"30076",2.137,13474,2015,"30076_2015"
"30197",0.594,13473,1990,"30197_1990"
"30154",0.844,13455,2000,"30154_2000"
"30203",1.774,13434,2010,"30203_2010"
"30178",-0.053,13421,2015,"30178_2015"
"30200",0.093,13409,2015,"30200_2015"
"30055",1.315,13359,1995,"30055_1995"
"30024",0.882,13339,2000,"30024_2000"
"30076",2.008,13319,2005,"30076_2005"
"30082",-0.235,13294,2000,"30082_2000"
"30178",-0.247,13284,2010,"30178_2010"
"30116",-0.356,13282,2000,"30116_2000"
"30167",0.753,13278,1995,"30167_1995"
"30188",0.43,13253,1990,"30188_1990"
"30154",0.735,13248,2005,"30154_2005"
"30057",0.96,13190,2010,"30057_2010"
"30127",1.686,13103,1990,"30127_1990"
"30202",1.85,13091,2005,"30202_2005"
"30122",1.249,13073,1995,"30122_1995"
"30059",-0.249,13067,1990,"30059_1990"
"30055",0.533,13067,2005,"30055_2005"
"30164",-0.461,13050,1990,"30164_1990"
"30093",-0.306,13025,2000,"30093_2000"
"30078",1.678,13016,1995,"30078_1995"
"30154",0.494,12983,2015,"30154_2015"
"30057",1.245,12981,2000,"30057_2000"
"30076",2.073,12956,2000,"30076_2000"
"30029",1.319,12929,2010,"30029_2010"
"30029",1.22,12929,2015,"30029_2015"
"30055",0.956,12902,2000,"30055_2000"
"30078",1.122,12863,2000,"30078_2000"
"30154",0.616,12814,2010,"30154_2010"
"30167",0.5,12805,1990,"30167_1990"
"30197",0.392,12764,1995,"30197_1995"
"30120",0.146,12759,2005,"30120_2005"
"30093",-0.419,12743,1995,"30093_1995"
"30078",1.002,12713,2010,"30078_2010"
"30135",0.478,12682,1995,"30135_1995"
"30078",0.668,12664,2005,"30078_2005"
"30152",0.278,12643,2000,"30152_2000"
"30055",0.566,12626,2010,"30055_2010"
"30076",2.18,12620,1990,"30076_1990"
"30062",0.247,12607,1990,"30062_1990"
"30203",2.002,12607,2000,"30203_2000"
"30099",0.088,12576,1990,"30099_1990"
"30159",2.765,12520,1990,"30159_1990"
"30057",1.163,12516,2005,"30057_2005"
"30147",1.897,12515,1990,"30147_1990"
"30212",1.007,12512,2015,"30212_2015"
"30197",0.639,12500,2000,"30197_2000"
"30054",0.103,12494,2015,"30054_2015"
"30209",1.193,12488,2000,"30209_2000"
"30029",1.506,12466,2005,"30029_2005"
"30078",1.39,12461,1990,"30078_1990"
"30145",-0.302,12456,2005,"30145_2005"
"30203",1.973,12455,2005,"30203_2005"
"30054",-0.107,12415,1995,"30054_1995"
"30076",2.365,12414,1995,"30076_1995"
"30212",1.116,12409,2010,"30212_2010"
"30200",0.396,12379,2010,"30200_2010"
"30209",0.747,12350,2005,"30209_2005"
"30200",0.534,12339,2000,"30200_2000"
"30202",2.064,12339,2000,"30202_2000"
"30103",1.794,12332,2015,"30103_2015"
"30152",0.319,12320,2015,"30152_2015"
"30152",0.35,12242,2010,"30152_2010"
"30052",-0.162,12238,2015,"30052_2015"
"30168",1.676,12206,2005,"30168_2005"
"30120",0.683,12190,1995,"30120_1995"
"30120",0.406,12137,2000,"30120_2000"
"30035",0.348,12109,2015,"30035_2015"
"30197",0.505,12108,2015,"30197_2015"
"30031",1.473,12035,1990,"30031_1990"
"30054",0.067,12029,1990,"30054_1990"
"30082",-0.125,11987,1990,"30082_1990"
"30200",0.274,11980,2005,"30200_2005"
"30152",0.38,11971,2005,"30152_2005"
"30168",1.87,11958,2000,"30168_2000"
"30057",1.118,11951,1995,"30057_1995"
"30081",0.357,11914,2000,"30081_2000"
"30024",0.589,11904,1995,"30024_1995"
"30203",1.737,11876,1990,"30203_1990"
"30103",1.536,11808,2010,"30103_2010"
"30200",0.587,11785,1990,"30200_1990"
"30194",0.307,11760,2015,"30194_2015"
"30150",0.188,11750,2015,"30150_2015"
"30054",0.15,11731,2000,"30054_2000"
"30054",-0.121,11683,2010,"30054_2010"
"30150",0.775,11670,1995,"30150_1995"
"30145",0.085,11661,1995,"30145_1995"
"30110",3.334,11646,2015,"30110_2015"
"30052",0.112,11645,2010,"30052_2010"
"30035",1.085,11638,1995,"30035_1995"
"30202",2.251,11632,1995,"30202_1995"
"30180",1.213,11630,2015,"30180_2015"
"30057",1.107,11617,1990,"30057_1990"
"30150",0.578,11589,2000,"30150_2000"
"30200",0.372,11562,1995,"30200_1995"
"30116",-0.64,11552,1990,"30116_1990"
"30093",-0.268,11540,1990,"30093_1990"
"30182",0.218,11484,2000,"30182_2000"
"30145",0.076,11467,2000,"30145_2000"
"30132",-0.258,11453,1990,"30132_1990"
"30197",0.648,11446,2005,"30197_2005"
"30079",0.789,11442,2015,"30079_2015"
"30122",1.158,11432,1990,"30122_1990"
"30177",0.568,11431,2015,"30177_2015"
"30150",0.466,11429,1990,"30150_1990"
"30054",-0.155,11416,2005,"30054_2005"
"30090",-0.143,11361,2015,"30090_2015"
"30197",0.8,11357,2010,"30197_2010"
"30199",-0.054,11354,2015,"30199_2015"
"30203",2.052,11346,1995,"30203_1995"
"30180",1.295,11276,2010,"30180_2010"
"30150",0.338,11269,2005,"30150_2005"
"30035",0.913,11268,2000,"30035_2000"
"30103",1.924,11256,2005,"30103_2005"
"30150",0.254,11211,2010,"30150_2010"
"30135",0.401,11110,1990,"30135_1990"
"30035",0.654,11081,2010,"30035_2010"
"30029",1.464,11072,2000,"30029_2000"
"30180",1.586,11067,2000,"30180_2000"
"30052",-0.198,11047,1995,"30052_1995"
"30035",0.623,11013,2005,"30035_2005"
"30170",1.719,10934,2015,"30170_2015"
"30020",1.891,10933,2015,"30020_2015"
"30052",-0.145,10930,2005,"30052_2005"
"30114",-0.12,10866,2015,"30114_2015"
"30194",0.335,10851,2010,"30194_2010"
"30052",-0.065,10849,2000,"30052_2000"
"30067",2.115,10824,2000,"30067_2000"
"30180",1.391,10729,2005,"30180_2005"
"30079",0.659,10724,2010,"30079_2010"
"30199",-0.002,10720,2010,"30199_2010"
"30035",1.01,10711,1990,"30035_1990"
"30120",0.309,10688,1990,"30120_1990"
"30168",1.788,10676,1995,"30168_1995"
"30170",1.856,10627,2010,"30170_2010"
"30180",1.794,10602,1995,"30180_1995"
"30202",2.078,10565,1990,"30202_1990"
"30029",1.551,10556,1995,"30029_1995"
"30024",0.775,10490,1990,"30024_1990"
"30036",0.227,10482,2015,"30036_2015"
"30110",2.927,10387,2010,"30110_2010"
"30052",-0.059,10385,1990,"30052_1990"
"30090",-0.132,10376,2010,"30090_2010"
"30103",2.292,10345,2000,"30103_2000"
"30180",1.719,10315,1990,"30180_1990"
"30177",0.559,10299,2010,"30177_2010"
"30114",-0.063,10212,1990,"30114_1990"
"30008",0.971,10189,2015,"30008_2015"
"30114",0.148,10023,2005,"30114_2005"
"30114",0.13,9974,2010,"30114_2010"
"30090",0.316,9969,2000,"30090_2000"
"30079",0.798,9933,2005,"30079_2005"
"30199",0.167,9909,2005,"30199_2005"
"30020",1.754,9824,2010,"30020_2010"
"30114",0.081,9798,2000,"30114_2000"
"30090",-0.028,9772,2005,"30090_2005"
"30182",0.187,9750,1995,"30182_1995"
"30067",2.247,9746,1995,"30067_1995"
"30170",1.915,9733,2005,"30170_2005"
"30145",0.332,9712,1990,"30145_1990"
"30008",0.836,9691,2010,"30008_2010"
"30168",1.661,9682,1990,"30168_1990"
"30166",0.592,9668,2015,"30166_2015"
"30114",-0.037,9599,1995,"30114_1995"
"30194",0.249,9573,2005,"30194_2005"
"30110",2.927,9572,2005,"30110_2005"
"30079",0.905,9517,2000,"30079_2000"
"30081",0.709,9511,1995,"30081_1995"
"30177",0.953,9420,2005,"30177_2005"
"30036",-0.021,9416,2010,"30036_2010"
"30090",0.463,9177,1990,"30090_1990"
"30090",0.183,9135,1995,"30090_1995"
"30079",0.899,9104,1995,"30079_1995"
"30103",2.06,9067,1995,"30103_1995"
"30170",2.269,9051,2000,"30170_2000"
"30029",1.714,9045,1990,"30029_1990"
"30020",1.97,9038,2005,"30020_2005"
"30166",0.397,9004,2010,"30166_2010"
"30008",1.165,8988,2005,"30008_2005"
"30008",1.463,8985,1995,"30008_1995"
"30199",0.766,8945,2000,"30199_2000"
"30177",1.248,8899,2000,"30177_2000"
"30001",0.138,8819,2015,"30001_2015"
"30166",0.365,8703,2005,"30166_2005"
"30008",1.225,8573,2000,"30008_2000"
"30037",1.347,8566,2015,"30037_2015"
"30079",0.985,8524,1990,"30079_1990"
"30067",1.782,8511,1990,"30067_1990"
"30166",0.575,8455,2000,"30166_2000"
"30103",1.909,8422,1990,"30103_1990"
"30165",1.592,8417,2015,"30165_2015"
"30110",2.884,8368,2000,"30110_2000"
"30177",0.859,8307,1995,"30177_1995"
"30036",-0.019,8294,2005,"30036_2005"
"30165",1.163,8249,2010,"30165_2010"
"30170",2.396,8243,1995,"30170_1995"
"30001",0.181,8223,2010,"30001_2010"
"30008",1.485,8155,1990,"30008_1990"
"30166",0.214,8155,1995,"30166_1995"
"30136",-0.39,8068,2015,"30136_2015"
"30020",1.909,8054,2000,"30020_2000"
"30199",1.281,7998,1995,"30199_1995"
"30194",0.312,7991,2000,"30194_2000"
"30012",0.177,7987,2015,"30012_2015"
"30165",1.181,7844,2000,"30165_2000"
"30037",1.019,7810,2010,"30037_2010"
"30170",2.182,7797,1990,"30170_1990"
"30184",1.411,7709,2015,"30184_2015"
"30212",0.98,7639,2005,"30212_2005"
"30198",1.516,7637,1990,"30198_1990"
"30165",1.26,7618,2005,"30165_2005"
"30166",0.675,7610,1990,"30166_1990"
"30177",1.219,7565,1990,"30177_1990"
"30001",0.498,7558,2005,"30001_2005"
"30012",-0.25,7541,1995,"30012_1995"
"30001",0.397,7514,2000,"30001_2000"
"30012",0.175,7487,2010,"30012_2010"
"30194",0.174,7377,1995,"30194_1995"
"30036",0.465,7301,2000,"30036_2000"
"30020",2.213,7295,1995,"30020_1995"
"30012",-0.053,7287,1990,"30012_1990"
"30037",1.221,7243,2005,"30037_2005"
"30012",0.087,7228,2000,"30012_2000"
"30074",-0.552,7221,2015,"30074_2015"
"30110",2.934,7201,1995,"30110_1995"
"30198",1.465,7194,2015,"30198_2015"
"30001",0.369,7161,1995,"30001_1995"
"30012",0.076,7155,2005,"30012_2005"
"30184",1.429,7151,2010,"30184_2010"
"30110",2.62,7109,1990,"30110_1990"
"30136",-0.529,7023,2010,"30136_2010"
"30153",0.021,7019,1995,"30153_1995"
"30153",0.424,6999,1990,"30153_1990"
"30198",1.558,6993,2000,"30198_2000"
"30182",0.692,6963,1990,"30182_1990"
"30198",1.923,6955,1995,"30198_1995"
"30037",1.522,6876,2000,"30037_2000"
"30186",-0.306,6869,2015,"30186_2015"
"30165",1.008,6841,1995,"30165_1995"
"30165",1.02,6838,1990,"30165_1990"
"30056",1.235,6811,2005,"30056_2005"
"30198",1.387,6784,2010,"30198_2010"
"30186",-0.37,6763,2010,"30186_2010"
"30056",1.143,6752,2010,"30056_2010"
"30074",-0.572,6750,2010,"30074_2010"
"30199",0.997,6725,1990,"30199_1990"
"30198",1.491,6717,2005,"30198_2005"
"30056",1.054,6684,2015,"30056_2015"
"30162",0.62,6677,2015,"30162_2015"
"30056",1.663,6646,2000,"30056_2000"
"30036",0.177,6584,1995,"30036_1995"
"30184",1.393,6554,2005,"30184_2005"
"30081",0.744,6553,1990,"30081_1990"
"30037",1.914,6553,1995,"30037_1995"
"30019",1.399,6534,2015,"30019_2015"
"30194",0.15,6532,1990,"30194_1990"
"30056",2.148,6531,1995,"30056_1995"
"30007",0.261,6426,2015,"30007_2015"
"30042",0.315,6334,1995,"30042_1995"
"30084",0.406,6332,1995,"30084_1995"
"30139",-0.452,6289,1995,"30139_1995"
"30056",1.6,6275,1990,"30056_1990"
"30184",1.454,6263,2000,"30184_2000"
"30153",0.415,6254,2000,"30153_2000"
"30186",-0.271,6250,2005,"30186_2005"
"30162",0.704,6247,2010,"30162_2010"
"30074",-0.543,6232,2005,"30074_2005"
"30007",0.467,6224,2010,"30007_2010"
"30042",0.699,6196,2000,"30042_2000"
"30139",-0.205,6192,1990,"30139_1990"
"30001",0.367,6173,1990,"30001_1990"
"30084",0.521,6158,1990,"30084_1990"
"30139",0.134,6147,2015,"30139_2015"
"30186",-0.119,6092,2000,"30186_2000"
"30084",0.586,6047,2000,"30084_2000"
"30019",1.557,5995,2010,"30019_2010"
"30136",-0.341,5966,2005,"30136_2005"
"30139",0.07,5908,2010,"30139_2010"
"30162",1.171,5900,2000,"30162_2000"
"30186",-0.113,5880,1995,"30186_1995"
"30153",0.337,5873,2010,"30153_2010"
"30020",2.077,5865,1990,"30020_1990"
"30153",0.474,5844,2005,"30153_2005"
"30137",1.794,5830,2015,"30137_2015"
"30042",0.73,5813,2005,"30042_2005"
"30153",0.114,5792,2015,"30153_2015"
"30084",0.464,5790,2015,"30084_2015"
"30156",0.861,5767,2015,"30156_2015"
"30139",0.075,5753,2005,"30139_2005"
"30074",-0.555,5733,2000,"30074_2000"
"30042",0.513,5728,2010,"30042_2010"
"30084",0.332,5727,2010,"30084_2010"
"30042",0.518,5718,2015,"30042_2015"
"30007",0.396,5716,1995,"30007_1995"
"30119",0.09,5703,2015,"30119_2015"
"30187",0.698,5696,2010,"30187_2010"
"30042",0.394,5695,1990,"30042_1990"
"30139",0.047,5684,2000,"30139_2000"
"30187",0.489,5670,2015,"30187_2015"
"30084",0.366,5669,2005,"30084_2005"
"30163",0.731,5662,1990,"30163_1990"
"30007",0.074,5660,2005,"30007_2005"
"30162",1.019,5646,2005,"30162_2005"
"30007",0.382,5613,2000,"30007_2000"
"30163",0.775,5603,2000,"30163_2000"
"30156",1.01,5584,2010,"30156_2010"
"30074",-0.465,5570,1995,"30074_1995"
"30037",1.867,5563,1990,"30037_1990"
"30119",-0.28,5562,2005,"30119_2005"
"30186",-0.003,5557,1990,"30186_1990"
"30137",1.495,5484,2010,"30137_2010"
"30119",-0.325,5459,1995,"30119_1995"
"30195",1.668,5446,2015,"30195_2015"
"30184",2.01,5444,1995,"30184_1995"
"30119",-0.272,5415,1990,"30119_1990"
"30036",0.514,5407,1990,"30036_1990"
"30019",1.966,5381,2000,"30019_2000"
"30005",0.358,5350,2015,"30005_2015"
"30136",-0.314,5342,2000,"30136_2000"
"30187",0.608,5293,2005,"30187_2005"
"30171",1.064,5292,2010,"30171_2010"
"30171",1.267,5284,2015,"30171_2015"
"30156",0.947,5273,2005,"30156_2005"
"30185",0.394,5258,2015,"30185_2015"
"30119",-0.298,5250,2010,"30119_2010"
"30019",2.326,5240,1995,"30019_1995"
"30119",-0.232,5236,2000,"30119_2000"
"30163",0.771,5222,2010,"30163_2010"
"30007",0.539,5195,1990,"30007_1990"
"30163",0.729,5189,2015,"30163_2015"
"30195",1.51,5163,2010,"30195_2010"
"30163",0.539,5142,1995,"30163_1995"
"30005",0.232,5129,2010,"30005_2010"
"30162",1.178,5057,1990,"30162_1990"
"30162",0.929,5052,1995,"30162_1995"
"30005",0.73,5011,2000,"30005_2000"
"30088",0.415,5006,2015,"30088_2015"
"30163",0.842,4995,2005,"30163_2005"
"30184",1.927,4965,1990,"30184_1990"
"30176",0.211,4953,2015,"30176_2015"
"30088",0.407,4940,2010,"30088_2010"
"30005",0.744,4934,1990,"30005_1990"
"30156",1.351,4881,2000,"30156_2000"
"30185",0.332,4879,2010,"30185_2010"
"30019",1.411,4846,2005,"30019_2005"
"30187",0.848,4839,2000,"30187_2000"
"30137",1.685,4835,2005,"30137_2005"
"30156",1.102,4788,1990,"30156_1990"
"30005",0.637,4773,1995,"30005_1995"
"30074",-0.577,4760,1990,"30074_1990"
"30171",1.184,4740,2005,"30171_2005"
"30005",0.487,4732,2005,"30005_2005"
"30088",0.333,4690,2005,"30088_2005"
"30106",0.348,4685,2015,"30106_2015"
"30136",-0.405,4657,1995,"30136_1995"
"30171",1.403,4642,2000,"30171_2000"
"30176",-0.017,4642,2000,"30176_2000"
"30195",1.498,4641,2005,"30195_2005"
"30176",0.198,4632,2010,"30176_2010"
"30176",-0.323,4594,1995,"30176_1995"
"30176",-0.027,4573,1990,"30176_1990"
"30187",0.798,4563,1995,"30187_1995"
"30113",0.653,4559,2015,"30113_2015"
"30185",0.364,4536,2005,"30185_2005"
"30088",-0.02,4517,1995,"30088_1995"
"30113",0.567,4507,2010,"30113_2010"
"30106",0.328,4429,2010,"30106_2010"
"30176",0.039,4428,2005,"30176_2005"
"30088",0.453,4416,2000,"30088_2000"
"30195",1.625,4401,2000,"30195_2000"
"30113",0.55,4324,2005,"30113_2005"
"30136",-0.299,4309,1990,"30136_1990"
"30195",1.847,4212,1995,"30195_1995"
"30137",1.927,4195,2000,"30137_2000"
"30187",1.035,4115,1990,"30187_1990"
"30088",0.172,4111,1990,"30088_1990"
"30019",2.166,4094,1990,"30019_1990"
"30106",0.123,4083,2005,"30106_2005"
"30171",1.58,4077,1995,"30171_1995"
"30113",0.763,4038,2000,"30113_2000"
"30017",-0.352,4027,2010,"30017_2010"
"30017",-0.46,4009,2015,"30017_2015"
"30179",0.115,3965,2010,"30179_2010"
"30156",0.915,3961,1995,"30156_1995"
"30185",0.575,3955,2000,"30185_2000"
"30017",-0.482,3952,1995,"30017_1995"
"30171",1.451,3904,1990,"30171_1990"
"30064",1.071,3889,2010,"30064_2010"
"30064",1.458,3880,2015,"30064_2015"
"30179",0.063,3833,2015,"30179_2015"
"30106",0.291,3807,2000,"30106_2000"
"30195",1.76,3779,1990,"30195_1990"
"30146",0.227,3656,2015,"30146_2015"
"30113",0.723,3654,1995,"30113_1995"
"30017",-0.224,3651,1990,"30017_1990"
"30179",0.518,3624,2000,"30179_2000"
"30017",-0.05,3611,2000,"30017_2000"
"30137",2.169,3609,1995,"30137_1995"
"30106",0.097,3598,1995,"30106_1995"
"30017",-0.295,3534,2005,"30017_2005"
"30179",0.504,3529,2005,"30179_2005"
"30146",0.499,3502,2010,"30146_2010"
"30064",1.737,3438,2000,"30064_2000"
"30064",1.221,3371,2005,"30064_2005"
"30106",0.279,3349,1990,"30106_1990"
"30137",2.066,3299,1990,"30137_1990"
"30113",0.806,3297,1990,"30113_1990"
"30064",1.897,3209,1995,"30064_1995"
"30146",0.459,3183,2005,"30146_2005"
"30185",0.196,3172,1995,"30185_1995"
"30179",0.396,3167,1990,"30179_1990"
"30002",-0.032,3147,2015,"30002_2015"
"30185",0.709,3118,1990,"30185_1990"
"30146",0.591,3105,2000,"30146_2000"
"30002",-0.105,3085,2010,"30002_2010"
"30098",0.765,3043,2015,"30098_2015"
"30140",0.958,2921,2015,"30140_2015"
"30098",0.585,2920,2010,"30098_2010"
"30107",1.022,2920,2015,"30107_2015"
"30179",-0.14,2906,1995,"30179_1995"
"30107",1.133,2897,2010,"30107_2010"
"30002",-0.254,2893,2005,"30002_2005"
"30107",1.168,2824,2005,"30107_2005"
"30064",1.802,2822,1990,"30064_1990"
"30146",0.669,2792,1995,"30146_1995"
"30140",0.993,2715,2010,"30140_2010"
"30002",-0.323,2658,2000,"30002_2000"
"30098",1.02,2649,2005,"30098_2005"
"30002",-0.648,2644,1995,"30002_1995"
"30146",0.816,2586,1990,"30146_1990"
"30107",1.26,2582,2000,"30107_2000"
"30002",-0.463,2580,1990,"30002_1990"
"30107",1.545,2574,1990,"30107_1990"
"30140",1.087,2488,2005,"30140_2005"
"30098",1.157,2327,2000,"30098_2000"
"30041",1.065,2236,2015,"30041_2015"
"30190",-0.277,2235,1990,"30190_1990"
"30140",1.154,2214,2000,"30140_2000"
"30190",-0.101,2210,2000,"30190_2000"
"30190",-0.075,2185,2015,"30190_2015"
"30190",0.173,2177,2010,"30190_2010"
"30107",1.254,2161,1995,"30107_1995"
"30190",-0.353,2153,1995,"30190_1995"
"30041",0.649,2144,2010,"30041_2010"
"30190",-0.07,2126,2005,"30190_2005"
"30041",1.032,1958,2005,"30041_2005"
"30018",1.566,1924,2015,"30018_2015"
"30098",1.177,1893,1995,"30098_1995"
"30041",1.046,1834,2000,"30041_2000"
"30140",1.268,1798,1990,"30140_1990"
"30018",1.451,1797,2010,"30018_2010"
"30098",1.061,1788,1990,"30098_1990"
"30140",0.724,1777,1995,"30140_1995"
"30018",1.514,1776,2000,"30018_2000"
"30041",1.025,1699,1995,"30041_1995"
"30096",-0.109,1692,1990,"30096_1990"
"30041",1.101,1635,1990,"30041_1990"
"30018",1.644,1624,1995,"30018_1995"
"30018",1.555,1616,2005,"30018_2005"
"30096",-0.281,1599,1995,"30096_1995"
"30096",-0.086,1549,2005,"30096_2005"
"30096",0.125,1546,2010,"30096_2010"
"30096",-0.039,1534,2015,"30096_2015"
"30018",1.412,1464,1990,"30018_1990"
"30096",-0.172,1432,2000,"30096_2000"
"31050",-1.477,892363,2015,"31050_2015"
"31050",-1.547,830732,2010,"31050_2010"
"31050",-1.529,781146,2005,"31050_2005"
"31050",-1.572,705055,2000,"31050_2000"
"31050",-1.43,649770,1995,"31050_1995"
"31050",-1.648,556819,1990,"31050_1990"
"31041",-0.953,96317,2015,"31041_2015"
"31102",0.089,80313,2015,"31102_2015"
"31041",-1.061,78709,2010,"31041_2010"
"31096",0.245,77621,2015,"31096_2015"
"31102",-0.138,74217,2010,"31102_2010"
"31096",0.144,73138,2010,"31096_2010"
"31096",-0.052,69553,2005,"31096_2005"
"31102",-0.166,68863,2005,"31102_2005"
"31096",0.006,64104,2000,"31096_2000"
"31096",0.155,61447,1995,"31096_1995"
"31059",-1.058,59122,2015,"31059_2015"
"31102",-0.332,56776,2000,"31102_2000"
"31101",-0.615,55261,2015,"31101_2015"
"31096",0.085,54544,1990,"31096_1990"
"31059",-1.17,53958,2010,"31059_2010"
"31101",-0.66,53268,2005,"31101_2005"
"31102",-0.168,52496,1995,"31102_1995"
"31041",-0.68,51774,2005,"31041_2005"
"31101",-0.763,50993,2010,"31101_2010"
"31059",-1.176,49454,2005,"31059_2005"
"31101",-0.618,49145,2000,"31101_2000"
"31059",-1.291,48797,2000,"31059_2000"
"31101",-0.589,45892,1995,"31101_1995"
"31059",-1.349,43892,1995,"31059_1995"
"31102",-0.357,42717,1990,"31102_1990"
"31079",-0.047,42440,2015,"31079_2015"
"31079",0.058,40547,2010,"31079_2010"
"31089",-0.448,40161,2015,"31089_2015"
"31101",-0.799,39324,1990,"31101_1990"
"31041",-0.64,39191,2000,"31041_2000"
"31059",-1.558,37806,1990,"31059_1990"
"31089",-0.557,37685,2010,"31089_2010"
"31079",-0.037,37454,2005,"31079_2005"
"31019",1.523,36881,2015,"31019_2015"
"31052",-0.366,36097,2015,"31052_2015"
"31089",-0.529,35621,2005,"31089_2005"
"31079",0.057,34802,2000,"31079_2000"
"31052",-0.286,33978,2010,"31052_2010"
"31019",1.276,33490,2010,"31019_2010"
"31041",-0.377,33091,1995,"31041_1995"
"31089",-0.574,32776,2000,"31089_2000"
"31079",0.036,32668,1995,"31079_1995"
"31038",-0.083,32475,2015,"31038_2015"
"31052",-0.318,31547,2005,"31052_2005"
"31056",0.182,31202,2015,"31056_2015"
"31089",-0.468,31028,1995,"31089_1995"
"31038",0.036,30731,2010,"31038_2010"
"31019",1.416,30023,2005,"31019_2005"
"31052",-0.257,29485,2000,"31052_2000"
"31056",0.096,29325,2010,"31056_2010"
"31079",-0.218,28880,1990,"31079_1990"
"31038",-0.043,28100,2005,"31038_2005"
"31052",0.139,27755,1995,"31052_1995"
"31056",0.051,27084,2005,"31056_2005"
"31040",-0.116,26801,2015,"31040_2015"
"31052",-0.124,26708,1990,"31052_1990"
"31089",-0.666,26618,1990,"31089_1990"
"31040",-0.2,25980,2010,"31040_2010"
"31038",0.027,25979,2000,"31038_2000"
"31056",0.063,25483,2000,"31056_2000"
"31058",0.267,25264,2015,"31058_2015"
"31019",1.265,25085,2000,"31019_2000"
"31041",-0.804,24503,1990,"31041_1990"
"31038",0.128,24462,1995,"31038_1995"
"31040",-0.262,24334,2005,"31040_2005"
"31058",0.176,24159,2010,"31058_2010"
"31056",-0.054,24005,1995,"31056_1995"
"31040",0.162,23630,1995,"31040_1995"
"31040",-0.24,23006,2000,"31040_2000"
"31048",0.299,22619,2015,"31048_2015"
"31058",0.118,22386,2005,"31058_2005"
"31019",1.339,22038,1995,"31019_1995"
"31040",0.147,21901,1990,"31040_1990"
"31048",0.234,21704,2010,"31048_2010"
"31056",-0.15,21639,1990,"31056_1990"
"31038",0.036,21467,1990,"31038_1990"
"31058",0.024,21284,2000,"31058_2000"
"31058",0.336,21112,1995,"31058_1995"
"31048",0.26,20830,2005,"31048_2005"
"31033",0.366,20152,2015,"31033_2015"
"31058",0.03,19227,1990,"31058_1990"
"31033",0.436,19072,2010,"31033_2010"
"31048",0.099,18804,2000,"31048_2000"
"31048",0.397,18487,1995,"31048_1995"
"31033",0.466,18125,2005,"31033_2005"
"31093",-0.692,17787,2015,"31093_2015"
"31076",0.296,17609,2015,"31076_2015"
"31048",0.108,17263,1990,"31048_1990"
"31093",-0.644,17176,2010,"31093_2010"
"31019",1.025,16951,1990,"31019_1990"
"31033",0.41,16864,2000,"31033_2000"
"31033",0.626,16515,1995,"31033_1995"
"31076",0.333,16200,2010,"31076_2010"
"31093",-0.559,16151,2005,"31093_2005"
"31002",-0.308,16127,2015,"31002_2015"
"31032",0.761,16071,2015,"31032_2015"
"31032",0.72,15571,2010,"31032_2010"
"31085",0.882,15503,2015,"31085_2015"
"31076",0.36,15438,2005,"31076_2005"
"31033",0.411,15419,1990,"31033_1990"
"31002",-0.538,15337,2010,"31002_2010"
"31093",-0.678,15281,2000,"31093_2000"
"31104",1.166,15203,2015,"31104_2015"
"31104",1.23,14802,2010,"31104_2010"
"31085",0.566,14801,2010,"31085_2010"
"31098",0.357,14784,2015,"31098_2015"
"31093",-0.269,14746,1995,"31093_1995"
"31032",0.466,14432,2005,"31032_2005"
"31076",0.424,14380,2000,"31076_2000"
"31002",-0.185,14312,2005,"31002_2005"
"31098",0.32,14011,2010,"31098_2010"
"31085",0.802,14008,2005,"31085_2005"
"31104",1.257,13909,2005,"31104_2005"
"31076",0.507,13724,1995,"31076_1995"
"31093",-0.287,13696,1990,"31093_1990"
"31098",0.25,13564,2005,"31098_2005"
"31104",0.841,13243,2000,"31104_2000"
"31002",-0.105,13166,2000,"31002_2000"
"31053",-0.171,12722,2015,"31053_2015"
"31032",0.172,12666,2000,"31032_2000"
"31098",0.378,12577,2000,"31098_2000"
"31002",0.209,12495,1995,"31002_1995"
"31076",0.629,12371,1990,"31076_1990"
"31053",-0.593,12336,2010,"31053_2010"
"31032",0.487,12288,1995,"31032_1995"
"31085",0.496,12274,2000,"31085_2000"
"31098",0.346,12170,1995,"31098_1995"
"31091",0.204,11942,2015,"31091_2015"
"31104",0.869,11855,1995,"31104_1995"
