"muniYear","POB_TOT"
"08020_2015",7501
"08051_1995",7499
"08020_2005",7471
"08030_2015",7429
"08063_1995",7409
"08066_1990",7314
"08051_2000",7276
"08006_1995",7242
"08020_1995",7233
"08051_1990",7211
"08046_2005",7172
"08020_1990",7116
"08063_2000",6989
"08034_2010",6934
"08059_1995",6918
"08034_2015",6903
"08020_2000",6768
"08067_1990",6641
"08034_2005",6631
"08046_1990",6547
"08018_1990",6467
"08028_2010",6458
"08063_2015",6425
"08006_2000",6403
"08063_2005",6319
"08061_1990",6306
"08051_2005",6298
"08004_2005",6212
"08063_2010",6211
"08018_1995",6198
"08006_2015",6156
"08067_1995",6123
"08066_2015",6094
"08059_2000",6054
"08023_2015",6021
"08006_2010",6011
"08061_1995",5907
"08023_2010",5892
"08006_2005",5843
"08018_2000",5784
"08038_1990",5641
"08053_2015",5486
"08018_2010",5414
"08022_1990",5383
"08038_1995",5335
"08026_1990",5327
"08004_2000",5327
"08047_2010",5312
"08067_2000",5309
"08044_1990",5306
"08024_1995",5289
"08028_2015",5272
"08024_1990",5269
"08047_2000",5219
"08067_2015",5199
"08038_2000",5165
"08047_2005",5144
"08047_2015",5141
"08047_1995",5132
"08067_2010",5105
"08059_2015",5086
"08061_2000",4962
"08038_2010",4953
"08047_1990",4945
"08059_2005",4838
"08018_2005",4835
"08053_2010",4799
"08024_2000",4759
"08059_2010",4753
"08026_1995",4752
"08039_1990",4682
"08022_1995",4648
"08039_1995",4646
"08018_2015",4594
"08038_2005",4507
"08044_2010",4499
"08044_1995",4489
"08038_2015",4448
"08044_2000",4429
"08044_2015",4371
"08067_2005",4341
"08044_2005",4304
"08043_1990",4109
"08024_2015",4099
"08039_2000",4080
"08039_2010",4025
"08016_1990",4008
"08039_2015",4007
"08016_2010",3982
"08024_2010",3937
"08004_1990",3916
"08039_2005",3914
"08023_2000",3876
"08026_2000",3875
"08016_2015",3861
"08061_2005",3856
"08022_2000",3853
"08016_1995",3844
"08024_2005",3820
"08016_2000",3777
"08023_2005",3774
"08004_1995",3742
"08061_2010",3662
"08023_1995",3649
"08043_1995",3547
"08049_1990",3516
"08016_2005",3453
"08049_1995",3246
"08058_1990",3231
"08043_2000",3221
"08057_1990",3220
"08056_1990",3218
"08026_2010",3209
"08043_2005",3169
"08061_2015",3159
"08023_1990",3130
"08056_1995",3130
"08043_2010",3104
"08026_2005",3092
"08058_1995",2991
"08058_2010",2983
"08043_2015",2961
"08049_2000",2946
"08014_1990",2914
"08022_2010",2911
"08049_2010",2849
"08058_2000",2843
"08049_2005",2810
"08042_1990",2794
"08058_2005",2669
"08064_1990",2666
"08057_1995",2635
"08022_2005",2608
"08056_2000",2575
"08049_2015",2574
"08064_1995",2566
"08014_1995",2562
"08022_2015",2491
"08058_2015",2471
"08026_2015",2466
"08042_1995",2339
"08057_2000",2331
"08057_2010",2290
"08014_2010",2284
"08015_1990",2262
"08057_2005",2243
"08056_2010",2235
"08014_2000",2205
"08064_2000",2177
"08057_2015",2136
"08041_2005",2116
"08015_1995",2114
"08014_2015",2096
"08041_1995",2095
"08056_2005",2082
"08014_2005",2046
"08056_2015",2018
"08041_2010",1921
"08064_2010",1869
"08064_2005",1818
"08041_2000",1795
"08042_2000",1746
"08033_1990",1733
"08015_2000",1708
"08064_2015",1697
"08041_1990",1690
"08015_2015",1684
"08015_2010",1681
"08042_2010",1601
"08042_2005",1600
"08041_2015",1593
"08015_2005",1453
"08033_1995",1446
"08042_2015",1403
"08033_2000",1169
"08033_2010",1049
"08033_2005",1036
"08033_2015",952
"09007_2015",1827868
"09007_2005",1820888
"09007_2010",1815786
"09007_2000",1773343
"09007_1995",1696609
"09007_1990",1490499
"09005_1990",1268068
"09005_1995",1256913
"09005_2000",1235542
"09005_2005",1193161
"09005_2010",1185772
"09005_2015",1164477
"09010_2015",749982
"09010_2010",727034
"09010_2005",706567
"09010_2000",687020
"09012_2015",677104
"09010_1995",676930
"09003_1995",653489
"09012_2010",650567
"09010_1990",642753
"09003_2000",640423
"09003_1990",640066
"09003_2005",628063
"09003_2010",620416
"09003_2015",608479
"09012_2005",607545
"09015_1990",595960
"09012_2000",581781
"09012_1995",552516
"09015_1995",540382
"09015_2015",532553
"09015_2010",531831
"09015_2005",521348
"09017_1990",519628
"09015_2000",516255
"09017_1995",485623
"09012_1990",484866
"09002_1990",474688
"09017_2000",462806
"09002_1995",455131
"09006_1990",448322
"09017_2005",447459
"09002_2000",441008
"09017_2010",430978
"09017_2015",427263
"09002_2005",425298
"09006_1995",418982
"09014_2015",417416
"09013_2015",415933
"09013_2010",415007
"09002_2010",414711
"09006_2000",411321
"09014_1990",407811
"09016_1990",406868
"09013_2005",404458
"09002_2015",400161
"09006_2005",395025
"09006_2015",390348
"09014_2010",385439
"09006_2010",384326
"09016_2010",372889
"09014_1995",369956
"09013_2000",369787
"09016_2015",364439
"09016_1995",364398
"09011_2015",361593
"09014_2000",360478
"09011_2010",360265
"09014_2005",355017
"09016_2005",353534
"09016_2000",352640
"09011_2005",344106
"09013_1995",332314
"09011_2000",302790
"09013_1990",271151
"09011_1995",255891
"09008_2015",243886
"09008_2010",239086
"09008_2005",228927
"09008_2000",222050
"09008_1995",211898
"09011_1990",206700
"09004_2015",199224
"09008_1990",195041
"09004_2010",186391
"09004_2005",173625
"09004_2000",151222
"09009_2015",137927
"09004_1995",136873
"09009_2010",130582
"09004_1990",119669
"09009_2005",115895
"09009_2000",96773
"09009_1995",81102
"09009_1990",63654
"10005_2015",654876
"10005_2010",582267
"10005_2005",526659
"10005_2000",491436
"10005_1995",464566
"10005_1990",413835
"10007_2015",342286
"10007_2010",327985
"10007_2005",304515
"10007_2000",273315
"10007_1995",257042
"10007_1990",232742
"10012_2015",153311
"10012_2010",141043
"10012_2005",129191
"10012_2000",112435
"10012_1995",105533
"10012_1990",94324
"10023_2015",50417
"10023_2010",49162
"10032_2015",48482
"10023_2005",47104
"10023_2000",45217
"10032_2010",44966
"10023_1995",43909
"10032_2000",43517
"10032_1995",42993
"10032_1990",42150
"10032_2005",41539
"10014_2015",39288
"10023_1990",39280
"10004_2015",35415
"10008_2015",35380
"10001_1995",34854
"10001_1990",34773
"10004_1990",34697
"10004_1995",34660
"10008_2010",34052
"10004_2010",33664
"10014_2010",33396
"10001_2015",32852
"10004_2000",32805
"10008_1995",32690
"10008_1990",32173
"10008_2005",32058
"10008_2000",32011
"10004_2005",31616
"10001_2010",31401
"10001_2000",31291
"10014_2005",30069
"10039_1990",30006
"10001_2005",29354
"10039_1995",27899
"10014_2000",27512
"10034_1995",27361
"10039_2015",27278
"10036_1990",27204
"10034_2000",27144
"10014_1995",26817
"10034_2015",26709
"10013_2015",26502
"10022_1990",26470
"10022_1995",26414
"10034_2010",26368
"10039_2010",26092
"10039_2000",25985
"10034_2005",25888
"10022_2015",25241
"10013_2010",25137
"10013_1990",25124
"10022_2010",24918
"10022_2000",24331
"10039_2005",24245
"10013_1995",24024
"10014_1990",23763
"10022_2005",23466
"10026_1990",23318
"10026_1995",23184
"10013_2005",22940
"10036_1995",22924
"10036_2015",22895
"10013_2000",22367
"10036_2010",22244
"10026_2000",21907
"10038_2015",21861
"10034_1990",21842
"10038_2010",21117
"10038_2005",20614
"10038_1995",20126
"10036_2000",19918
"10036_2005",19882
"10038_2000",19813
"10016_1990",19732
"10016_2015",19694
"10026_2010",19691
"10026_2015",19383
"10016_1995",19318
"10026_2005",19303
"10038_1990",18878
"10016_2010",18488
"10016_2000",18039
"10016_2005",17318
"10035_1990",14942
"10018_1990",14815
"10020_1990",14530
"10020_1995",14520
"10028_1990",14401
"10015_1990",14250
"10028_1995",14212
"10024_1990",14208
"10035_1995",13588
"10024_2015",13554
"10024_1995",13547
"10018_1995",13516
"10017_1990",13126
"10015_2015",12957
"10035_2000",12937
"10015_1995",12864
"10020_2000",12853
"10024_2010",12788
"10028_2015",12747
"10006_1990",12731
"10024_2000",12497
"10015_2000",12467
"10006_1995",12427
"10015_2010",12411
"10028_2000",12290
"10020_2015",12290
"10018_2000",12247
"10015_2005",12166
"10020_2010",11927
"10009_1990",11925
"10020_2005",11886
"10028_2010",11855
"10035_2005",11605
"10017_1995",11579
"10018_2015",11496
"10009_1995",11447
"10018_2010",11320
"10021_1995",11272
"10024_2005",11231
"10035_2015",11060
"10021_1990",10979
"10021_2015",10922
"10009_2000",10794
"10035_2010",10745
"10006_2000",10644
"10028_2005",10634
"10006_2010",10629
"10037_1990",10503
"10018_2005",10501
"10021_2000",10490
"10021_2010",10473
"10009_2005",10224
"10017_2000",10156
"10009_2010",10149
"10006_2015",10110
"10021_2005",9891
"10009_2015",9851
"10017_2010",9626
"10006_2005",9569
"10017_2015",9567
"10037_2015",9351
"10017_2005",9222
"10037_1995",8808
"10037_2000",8727
"10037_2010",8581
"10011_1990",8446
"10031_1995",8050
"10037_2005",7984
"10031_1990",7894
"10027_1990",7809
"10033_1990",7693
"10033_1995",7512
"10033_2000",7331
"10027_1995",7262
"10031_2015",7089
"10031_2010",7003
"10031_2000",6969
"10033_2005",6928
"10033_2010",6761
"10011_1995",6760
"10027_2000",6548
"10031_2005",6457
"10033_2015",6343
"10011_2000",6011
"10027_2010",5947
"10027_2005",5858
"10025_1990",5629
"10010_1990",5604
"10027_2015",5564
"10003_1990",5535
"10019_1995",5518
"10003_1995",5403
"10019_2015",5385
"10011_2010",5280
"10019_2010",5208
"10010_1995",5203
"10019_2000",5093
"10011_2015",4927
"10025_1995",4883
"10011_2005",4824
"10002_2015",4683
"10010_2000",4619
"10002_1990",4557
"10002_1995",4555
"10003_2000",4554
"10019_2005",4543
"10003_2010",4530
"10003_2015",4390
"10003_2005",4309
"10002_2000",4298
"10019_1990",4296
"10010_2010",4265
"10010_2005",4208
"10025_2000",4147
"10002_2010",4122
"10002_2005",4091
"10010_2015",3838
"10025_2005",3726
"10025_2010",3433
"10025_2015",3205
"10030_1990",2630
"10029_1990",2564
"10029_1995",2364
"10029_2010",2181
"10030_1995",2144
"10029_2015",2077
"10029_2000",2070
"10029_2005",2013
"10030_2000",1876
"10030_2010",1709
"10030_2005",1486
"10030_2015",1478
"11020_2015",1578626
"11020_2010",1436480
"11020_2005",1278087
"11020_2000",1134842
"11020_1995",1042132
"11020_1990",867920
"11017_2015",574344
"11017_2010",529440
"11007_2015",494304
"11007_2010",468469
"11017_2005",463103
"11017_2000",440134
"11007_2005",415869
"11017_1995",412639
"11007_2000",382958
"11017_1990",362915
"11007_1995",354473
"11007_1990",310569
"11027_2015",273271
"11027_2010",260732
"11027_2005",233623
"11027_2000",226654
"11027_1995",221125
"11027_1990",204311
"11037_2015",189567
"11015_2015",184239
"11037_2010",173024
"11003_2015",171857
"11015_2010",171709
"11003_2010",160383
"11015_2005",153364
"11014_2015",152113
"11023_2015",150570
"11023_2010",149936
"11014_2010",148173
"11037_2005",147123
"11023_2000",144426
"11042_2015",142672
"11015_2000",141196
"11023_1995",141135
"11042_2010",141058
"11003_2005",139297
"11023_2005",138157
"11023_1990",137842
"11003_2000",134880
"11014_2005",134641
"11037_2000",134337
"11042_1990",132023
"11037_1995",131527
"11042_1995",131460
"11042_2000",130821
"11014_2000",128994
"11015_1995",128171
"11042_2005",127945
"11033_2015",121027
"11031_2015",119510
"11015_1990",119170
"11014_1995",118972
"11003_1995",118769
"11033_2010",115656
"11037_1990",115130
"11031_2010",113570
"11030_2015",113109
"11002_1995",112485
"11002_1990",112450
"11002_2015",112125
"11002_2000",110718
"11003_1990",110692
"11002_2010",109030
"11030_2010",106952
"11014_1990",104712
"11031_2005",103217
"11002_2005",101762
"11033_2005",101370
"11028_2015",100391
"11031_2000",100239
"11028_1995",97822
"11028_1990",97599
"11031_1995",97269
"11028_2010",97054
"11033_2000",96729
"11011_2015",95961
"11030_2005",95896
"11030_2000",95359
"11030_1995",95050
"11028_2000",94558
"11005_2015",92605
"11028_2005",92411
"11001_2015",90990
"11033_1995",90441
"11011_2010",88397
"11030_1990",87216
"11005_2010",85319
"11001_2010",84332
"11031_1990",83601
"11011_2005",83175
"11035_2015",83060
"11009_2015",82572
"11011_2000",81359
"11011_1995",80185
"11025_2015",79798
"11035_2010",79214
"11001_2000",79093
"11032_2015",78794
"11033_1990",78504
"11009_2010",77794
"11046_1990",77247
"11001_2005",77094
"11046_1995",75248
"11001_1995",74768
"11011_1990",74383
"11005_2005",73863
"11046_2000",73820
"11032_2010",72411
"11001_1990",70938
"11046_2010",70782
"11035_2005",70323
"11009_2005",70189
"11046_2015",69763
"11025_2010",68795
"11005_2000",68738
"11004_2015",68455
"11009_2000",67642
"11035_2000",65479
"11004_2010",64433
"11046_2005",63447
"11005_1995",62848
"11041_2015",62761
"11009_1995",61986
"11035_1995",61945
"11005_1990",61594
"11026_2015",59879
"11041_2010",59305
"11032_2005",59217
"11044_2015",58830
"11004_2005",57942
"11004_2000",56817
"11026_2010",56655
"11009_1990",56592
"11035_1990",56166
"11025_2005",55910
"11044_2010",55782
"11019_2000",55311
"11032_2000",54661
"11004_1995",54364
"11041_2005",53077
"11019_1995",53006
"11041_2000",52931
"11019_1990",51954
"11026_2000",51825
"11026_1995",51174
"11019_2010",50832
"11032_1995",50596
"11026_2005",50580
"11021_2015",50377
"11044_2005",49653
"11041_1995",49391
"11021_2010",49364
"11019_2015",49053
"11004_1990",48455
"11021_1990",48191
"11021_1995",47154
"11021_2000",47132
"11021_2005",46751
"11041_1990",46710
"11019_2005",46137
"11044_2000",45941
"11025_2000",44778
"11026_1990",44545
"11032_1990",42681
"11044_1995",42653
"11029_2015",39668
"11008_2015",38832
"11044_1990",38680
"11039_1990",38594
"11018_2015",38412
"11008_2000",38309
"11008_1995",37776
"11008_1990",37484
"11039_2000",37418
"11039_1995",37291
"11008_2010",37145
"11029_2010",37103
"11018_2010",36584
"11039_2010",35571
"11025_1995",34779
"11029_2005",34401
"11008_2005",34313
"11039_2015",34263
"11029_2000",34088
"11039_2005",33014
"11029_1995",32019
"11018_2000",31803
"11018_2005",31780
"11029_1990",31360
"11018_1995",31070
"11025_1990",30433
"11018_1990",29764
"11012_2015",28320
"11012_2010",27308
"11012_2000",25610
"11012_1995",24512
"11013_2015",24219
"11012_2005",23960
"11022_2015",23528
"11013_2010",23324
"11012_1990",23109
"11022_2010",22683
"11016_2015",21638
"11013_2005",21304
"11022_2000",20984
"11022_2005",20579
"11043_2015",20166
"11016_2010",20117
"11022_1995",20100
"11013_2000",19943
"11043_2010",19820
"11022_1990",19727
"11016_2000",19693
"11016_1995",19492
"11043_2005",19112
"11040_2015",18960
"11013_1995",18660
"11016_2005",18456
"11016_1990",18360
"11043_1990",18324
"11040_2010",18175
"11043_2000",17764
"11043_1995",17746
"11013_1990",16814
"11040_2005",16136
"11040_2000",14515
"11040_1995",13614
"11040_1990",13121
"11038_1990",12402
"11038_2015",12256
"11010_2015",12068
"11038_1995",11949
"11024_2015",11872
"11010_2010",11691
"11038_2010",11641
"11045_2015",11639
"11045_1990",11614
"11038_2000",11583
"11045_2010",11560
"11045_2000",11323
"11045_1995",11182
"11024_2010",11169
"11010_2005",10972
"11024_1990",10597
"11045_2005",10592
"11024_1995",10524
"11024_2000",10398
"11010_2000",10347
"11038_2005",10252
"11024_2005",9750
"11036_1990",9483
"11010_1995",9466
"11010_1990",9435
"11036_1995",8034
"11036_2000",7151
"11036_2015",6824
"11036_2010",6670
"11036_2005",6389
"11006_2010",5610
"11006_1995",5282
"11034_2015",5261
"11006_1990",5200
"11006_2000",5198
"11006_2015",5128
"11034_2010",5120
"11006_2005",5035
"11034_2005",4544
"11034_2000",4533
"11034_1995",4284
"11034_1990",3982
"12001_2015",810669
"12001_2010",789971
"12001_2000",722499
"12001_2005",717766
"12001_1995",687292
"12001_1990",593212
"12029_2015",273106
"12029_2010",241717
"12029_2005",214219
"12029_2000",192947
"12029_1995",170368
"12035_2015",151660
"12035_2010",140363
"12029_1990",136164
"12028_2015",129867
"12035_2005",128444
"12038_2015",124824
"12035_2000",123960
"12028_2010",120790
"12038_2010",118211
"12035_1995",116616
"12055_2015",108416
"12028_2005",105146
"12038_2005",104609
"12055_2010",104053
"12028_2000",102853
"12035_1990",101067
"12055_2000",100245
"12028_1995",98983
"12055_2005",98854
"12038_2000",95548
"12055_1995",95144
"12066_2015",87967
"12038_1995",87161
"12055_1990",86864
"12028_1990",85621
"12066_2010",81419
"12021_2015",76306
"12021_2010",73460
"12012_2015",69716
"12021_2005",69064
"12021_2000",69059
"12046_2015",67641
"12021_1995",67490
"12066_2005",65763
"12057_2015",64577
"12038_1990",63366
"12012_2010",62690
"12057_2010",62071
"12011_1995",62039
"12057_1995",61944
"12011_2000",61736
"12011_2010",61316
"12046_2010",61306
"12021_1990",60761
"12011_2015",60382
"12057_2000",60313
"12057_1990",59244
"12011_1990",58568
"12011_2005",58452
"12057_2005",57848
"12058_2015",57377
"12066_2000",57346
"12012_2005",55974
"12058_1990",55466
"12012_2000",55350
"12046_2005",55283
"12058_2000",53950
"12058_2010",53769
"12058_1995",53272
"12058_2005",51659
"12075_2015",51316
"12012_1995",50561
"12046_2000",50356
"12066_1995",50040
"12053_2015",49449
"12053_2000",48782
"12053_2010",48501
"12048_1995",47630
"12056_2015",46812
"12053_1995",46800
"12048_2000",46328
"12022_2000",46172
"12075_2010",46158
"12053_1990",45433
"12048_2010",44979
"12053_2005",44959
"12022_1995",44834
"12048_2005",44485
"12046_1995",44285
"12048_2015",44263
"12066_1990",44177
"12056_2010",44079
"12052_2015",43671
"12022_1990",43585
"12048_1990",43145
"12056_2000",43128
"12061_2015",42653
"12056_2005",42619
"12052_2010",42360
"12022_2010",42069
"12022_2005",41975
"12052_2005",41884
"12003_2000",41266
"12075_2005",40328
"12075_2000",40064
"12061_2010",40058
"12012_1990",40002
"12056_1995",39827
"12022_2015",39002
"12003_2010",38203
"12003_2015",38134
"12003_1995",38107
"12046_1990",38057
"12034_1995",37857
"12075_1995",37633
"12050_2015",37494
"12003_2005",37475
"12034_2010",37364
"12032_2015",37340
"12061_2005",37300
"12034_2015",37094
"12050_2010",37035
"12052_2000",36813
"12003_1990",36728
"12032_2010",36586
"12050_2005",36466
"12076_2015",36449
"12051_2015",35926
"12034_2000",35668
"12032_2000",35625
"12056_1990",35417
"12034_1990",35339
"12059_1990",35213
"12034_2005",35055
"12041_2000",34925
"12050_2000",34740
"12051_2010",34728
"12032_2005",34554
"12061_1995",33657
"12061_2000",33620
"12051_2005",33367
"12059_1995",33102
"12032_1995",33096
"12075_1990",32997
"12007_2000",32818
"12007_1995",32793
"12076_2010",32792
"12013_1990",32601
"12050_1995",32546
"12051_2000",32541
"12013_1995",32409
"12013_2000",32400
"12007_2010",32181
"12059_2015",31599
"12007_2015",31406
"12007_2005",31401
"12052_1995",31308
"12059_2000",30838
"12032_1990",30785
"12007_1990",30667
"12041_1990",30581
"12059_2010",30470
"12043_2000",30039
"12051_1995",29927
"12041_2010",29599
"12027_1990",29469
"12059_2005",28989
"12054_2000",28986
"12061_1990",28943
"12051_1990",28870
"12071_2015",28839
"12076_2005",28525
"12071_2010",28089
"12054_2010",28009
"12054_2015",27853
"12068_2000",27619
"12068_1995",27515
"12052_1990",27443
"12023_2015",27266
"12010_2015",27212
"12054_2005",27033
"12043_1995",26886
"12002_2015",26858
"12054_1995",26830
"12027_1995",26672
"12041_2005",26613
"12068_2015",26432
"12040_2015",26342
"12010_2010",26341
"12027_2000",26166
"12023_2010",25922
"12068_2010",25712
"12023_2000",25641
"12068_1990",25606
"12041_2015",25584
"12045_2015",25483
"12050_1990",25362
"12068_2005",25230
"12071_2005",25180
"12076_2000",25060
"12023_1995",25057
"12002_2010",25027
"12041_1995",24926
"12039_2015",24890
"12054_1990",24868
